Matchup,MIA @ ATH
Pitcher,Tyler Phillips
Pitcher Team,MIA
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,42.0,176,0.239,0.313,0.409,0.170,1.31,6,1.29,9.7%,22.0%,14.8%,15.5%,10.0%,5.57,65.2%,6.9%,9.0%,42.1%,27.1%,13.9%,10.5%
vsLHB,20.2,94,0.274,0.359,0.488,0.214,1.60,4,1.74,10.6%,23.5%,17.0%,15.5%,10.1%,6.97,62.5%,7.1%,11.8%,45.6%,23.5%,18.8%,8.8%
vsRHB,21.1,82,0.200,0.260,0.320,0.120,1.03,2,0.84,8.5%,20.3%,12.2%,15.4%,10.0%,4.22,68.3%,6.7%,6.2%,38.5%,30.8%,10.0%,12.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonah Heim SHB,,+312,17,16,4.20,1,1,0.286,0.375,0.500,0.214,0.379,12.5%,28.6%,25.0%,12.7%,86.4,256.7,1,1,10.0%,10.0%,20.0%,30.0%,-,68.9,4.3%,17.4%,4.3%,85.2%,40.0%,40.0%,25.0%,-,50.0%,40.0%,30.0%,30.0%,22.2%
Shea Langeliers RHB,,+149,21,11,4.40,1,2,0.200,0.273,0.500,0.300,0.331,9.1%,19.0%,9.1%,9.3%,90.7,321.3,2,2,22.2%,-,11.1%,44.4%,33.3%,75.6,60.0%,30.0%,15.0%,95.2%,44.4%,33.3%,33.3%,11.1%,55.6%,22.2%,55.6%,22.2%,33.3%
Max Muncy RHB,,+292,14,9,4.00,1,1,0.222,0.222,0.556,0.333,0.332,-,39.1%,55.6%,21.4%,92.9,425.6,1,1,25.0%,-,-,50.0%,25.0%,74.2,45.5%,9.1%,4.5%,100.0%,25.0%,25.0%,100.0%,-,75.0%,25.0%,50.0%,25.0%,38.5%
Carlos Cortes LHB,,+248,13,21,1.40,0,0,0.048,0.048,0.048,-,0.042,-,22.9%,23.8%,11.9%,88.8,311.0,6,1,-,-,18.8%,37.5%,43.8%,71.1,18.2%,31.8%,13.6%,84.6%,50.0%,31.2%,0.0%,18.8%,50.0%,37.5%,62.5%,-,27.3%
Nick Kurtz LHB,,+128,40,17,3.60,0,2,0.200,0.294,0.333,0.133,0.278,11.8%,40.9%,47.1%,20.2%,99.8,310.3,4,2,28.6%,-,-,71.4%,42.9%,78.9,88.1%,14.3%,11.9%,95.5%,71.5%,28.6%,0.0%,42.9%,28.6%,28.6%,28.6%,42.9%,26.1%
Jeff McNeil LHB,,+420,42,13,3.40,0,0,0.308,0.308,0.385,0.077,0.303,-,24.4%,15.4%,16.4%,86.8,234.5,2,0,-,-,9.1%,45.5%,27.3%,68.0,5.4%,18.9%,5.4%,90.2%,45.5%,18.2%,0.0%,27.3%,36.4%,18.2%,36.4%,45.5%,61.1%
Alika Williams RHB,—,N/A,12,13,3.40,0,0,0.231,0.231,0.308,0.077,0.235,-,20.8%,30.8%,11.1%,85.5,222.0,2,1,-,-,25.0%,37.5%,37.5%,69.3,7.7%,15.4%,7.7%,92.9%,50.0%,25.0%,0.0%,25.0%,37.5%,25.0%,62.5%,12.5%,21.4%
Henry Bolte RHB,,+373,13,12,4.40,0,0,0.100,0.250,0.100,-,0.188,8.3%,40.9%,33.3%,20.0%,70.2,-,0,0,-,-,-,16.7%,33.3%,76.4,61.1%,5.6%,5.6%,81.8%,-,-,-,-,100.0%,16.7%,50.0%,33.3%,58.3%
Darell Hernaiz RHB,—,N/A,10,11,3.80,0,0,0.250,0.455,0.250,-,0.345,18.2%,20.0%,9.1%,7.5%,84.6,246.0,1,0,-,-,14.3%,28.6%,28.6%,66.6,-,21.4%,14.3%,93.3%,42.9%,14.3%,0.0%,28.6%,57.1%,28.6%,57.1%,14.3%,33.3%
Lawrence Butler LHB,,+261,21,10,3.20,0,1,0.125,0.300,0.250,0.125,0.257,20.0%,50.0%,50.0%,17.0%,100.4,296.9,2,1,33.3%,-,33.3%,66.7%,66.7%,74.5,41.2%,17.6%,11.8%,94.4%,100.0%,33.3%,0.0%,66.7%,-,33.3%,33.3%,33.3%,18.2%
Colby Thomas RHB,—,N/A,1,5,3.20,0,0,-,-,-,-,-,-,36.4%,20.0%,26.7%,80.9,279.6,0,0,-,-,-,-,-,75.1,50.0%,-,-,80.0%,25.0%,25.0%,0.0%,-,75.0%,25.0%,75.0%,-,75.0%
Joey Meneses RHB,—,N/A,-,2,2.40,0,0,-,0.500,-,-,0.324,50.0%,0.0%,-,-,96.8,-,0,0,-,-,-,100.0%,-,76.3,100.0%,100.0%,-,100.0%,-,-,-,-,100.0%,100.0%,-,-,0.0%
