Matchup,SEA @ TEX
Pitcher,Nathan Eovaldi
Pitcher Team,TEX
Opposing Team,SEA

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,12.1,2.03,="21-55",.382,.691,0.309,4,5,0,5,13.6,4,.424,1.115
Batting Second,15.1,0.85,="10-55",.182,.364,0.182,3,1,0,7,22.0,3,.237,.601
Batting Third,13.0,1.54,="16-52",.308,.577,0.269,3,3,1,10,24.6,4,.368,.945
Batting Fourth,14.1,1.12,="15-55",.273,.600,0.327,5,3,0,12,33.3,1,.281,.881
Batting Fifth,14.0,0.79,="8-50",.160,.220,0.060,1,0,0,2,29.6,3,.222,.442
Batting Sixth,11.2,1.37,="12-47",.255,.404,0.149,2,1,0,3,21.2,4,.327,.731
Batting Seventh,11.0,1.45,="12-46",.261,.478,0.217,3,1,0,5,30.8,4,.333,.811
Batting Eighth,14.0,0.57,="6-47",.128,.170,0.042,0,2,0,5,32.7,2,.163,.333
Batting Ninth,9.2,1.45,="11-38",.289,.395,0.106,1,1,0,4,20.5,3,.349,.744

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Cole Young LHB,Batting First ​,="14-48",.292,.375,0.083,1,1,0,2,13.7,1,.333,.708
Julio Rodriguez RHB,Batting Second ​,="47-188",.250,.410,0.160,7,9,0,20,17.9,16,.309,.719
Dominic Canzone LHB,Batting Third ​,="14-64",.219,.391,0.172,3,2,0,9,21.4,6,.286,.677
Randy Arozarena RHB,Batting Fourth ​,="28-117",.239,.393,0.154,4,6,0,19,19.7,11,.343,.736
Josh Naylor LHB,Batting Fifth ​,="14-65",.215,.246,0.031,0,2,0,1,10.0,5,.271,.517
Cal Raleigh SHB,Batting Sixth ​,="2-16",.125,.125,0.000,0,0,0,4,31.6,2,.263,.388
Luke Raley LHB,Batting Seventh ​,="7-28",.250,.571,0.321,3,0,0,11,36.7,2,.300,.871
JP Crawford LHB,Batting First ​,="50-210",.238,.405,0.167,9,8,0,22,20.4,35,.356,.761
Colt Emerson LHB,Batting Ninth ​,="25-124",.202,.403,0.201,6,5,1,13,31.4,12,.273,.676
