Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Thomas Saggese","STL","Lake Bachar","PIT","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Billy Cook","PIT","Matthew Liberatore","STL","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","0"
"Bo Bichette","NYM","Cody Bradford","TEX","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Petey Halpin","CLE","Sonny Gray","BOS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Miguel Amaya","CHC","Ryan Gusto","MIA","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Dansby Swanson","CHC","Ryan Gusto","MIA","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Masyn Winn","STL","Lake Bachar","PIT","3","0.667","0.67","0.33","1.00","1","1","0","0","1","4","3","0.0","0.667","0"
"Dustin Harris","SD","Yoshinobu Yamamoto","LAD","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Ozzie Albies","ATL","Andrew Abbott","CIN","5","0.600","0.60","0.20","0.80","2","1","0","0","1","0","4","0.0","0.600","0"
"Cody Bellinger","NYY","Ian Seymour","TB","5","0.600","0.67","0.80","1.40","1","1","0","1","2","2","7","20.0","0.600","0"
"Denzer Guzman","LAA","Jeffrey Springs","ATH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Zac Veen","COL","Merrill Kelly","ARI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Jordan Walker","STL","Lake Bachar","PIT","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.667","1"
"Cody Freeman","TEX","Nolan McLean","NYM","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Brett Sullivan","COL","Merrill Kelly","ARI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","50.0","0.500","0"
"Jose Siri","LAA","Jeffrey Springs","ATH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Dylan Beavers","BAL","Max Scherzer","TOR","4","0.500","0.33","0.75","1.25","1","0","0","1","1","3","5","0.0","0.667","2"
"Seiya Suzuki","CHC","Ryan Gusto","MIA","4","0.500","0.50","0.75","1.25","1","0","0","1","1","2","5","25.0","0.600","1"
"Xavier Edwards","MIA","Kevin Gausman","CHC","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.667","2"
"Ben Rice","NYY","Ian Seymour","TB","6","0.500","0.33","1.00","1.50","1","0","0","2","2","4","9","16.7","0.500","0"
"Colson Montgomery","CWS","Seth Lugo","KC","6","0.500","0.60","0.17","0.67","2","1","0","0","1","1","4","16.7","0.500","0"
"Nelson Velazquez","HOU","George Kirby","SEA","6","0.500","0.40","0.50","1.00","2","0","0","1","1","1","6","0.0","0.500","0"
"Cam Smith","HOU","George Kirby","SEA","8","0.500","0.50","0.25","0.75","3","0","1","0","1","1","6","0.0","0.636","3"
"Ezequiel Tovar","COL","Merrill Kelly","ARI","18","0.444","0.55","0.50","0.94","3","3","0","2","5","2","17","27.8","0.444","0"
"Tommy Pham","CWS","Seth Lugo","KC","18","0.444","0.57","0.17","0.61","5","3","0","0","3","2","11","22.2","0.444","0"
"Colton Cowser","BAL","Max Scherzer","TOR","7","0.429","0.25","1.00","1.43","0","1","0","2","3","4","10","14.3","0.556","2"
"Jared Triolo","PIT","Matthew Liberatore","STL","7","0.429","0.50","0.43","0.86","2","0","0","1","1","1","6","28.6","0.500","1"
"Brandon Lowe","PIT","Matthew Liberatore","STL","7","0.429","0.75","0.14","0.57","2","1","0","0","1","0","4","42.9","0.429","0"
"Jeff McNeil","ATH","Walbert Urena","LAA","7","0.429","0.43","0.14","0.57","2","1","0","0","1","2","4","0.0","0.429","0"
"Michael Busch","CHC","Ryan Gusto","MIA","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.400","0"
"Kazuma Okamoto","TOR","Chris Bassitt","BAL","5","0.400","0.25","0.80","1.20","0","1","0","1","2","1","6","0.0","0.500","0"
"Oswald Peraza","LAA","Jeffrey Springs","ATH","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.400","0"
"Gunnar Henderson","BAL","Max Scherzer","TOR","10","0.400","0.44","0.10","0.50","3","1","0","0","1","2","5","10.0","0.455","1"
"Randal Grichuk","CWS","Seth Lugo","KC","10","0.400","0.50","0.10","0.50","3","1","0","0","1","1","5","20.0","0.400","0"
"Kyle Tucker","LAD","Robbie Ray","SD","15","0.400","0.50","0.53","0.93","2","2","0","2","4","3","14","33.3","0.438","1"
"Mike Trout","LAA","Jeffrey Springs","ATH","13","0.385","0.83","0.08","0.46","4","1","0","0","1","3","6","53.8","0.500","3"
"Xander Bogaerts","SD","Yoshinobu Yamamoto","LAD","21","0.381","0.58","0.24","0.62","5","2","0","1","3","3","13","38.1","0.435","2"
"Teoscar Hernandez","LAD","Robbie Ray","SD","16","0.375","0.33","0.38","0.75","4","0","0","2","2","4","12","12.5","0.474","2"
"Miguel Rojas","LAD","Robbie Ray","SD","22","0.364","0.29","0.45","0.82","4","1","0","3","4","3","18","9.1","0.417","2"
"George Springer","TOR","Chris Bassitt","BAL","26","0.346","0.33","0.27","0.62","6","1","0","2","3","3","16","11.5","0.346","0"
"William Contreras","MIL","Aaron Nola","PHI","32","0.344","0.50","0.16","0.50","8","2","0","1","3","1","16","34.4","0.382","2"
"Sam Antonacci","CWS","Seth Lugo","KC","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Travis Bazzana","CLE","Sonny Gray","BOS","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Michael Conforto","CHC","Ryan Gusto","MIA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.500","1"
"Jonathan Aranda","TB","Gerrit Cole","NYY","6","0.333","0.50","0.17","0.50","1","1","0","0","1","2","3","33.3","0.333","0"
