Matchup,ATL @ SD
Pitcher,JR Ritchie
Pitcher Team,ATL
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,35.2,154,0.217,0.324,0.403,0.186,1.37,7,1.77,13.6%,22.2%,19.5%,18.2%,9.6%,7.57,56.5%,7.3%,7.0%,40.0%,30.0%,23.3%,18.0%
vsLHB,22.1,102,0.247,0.367,0.494,0.247,1.57,6,2.42,13.7%,21.9%,19.6%,17.9%,9.7%,8.06,56.9%,7.7%,9.2%,46.2%,32.3%,28.6%,20.0%
vsRHB,13.0,52,0.159,0.237,0.227,0.068,1.08,1,0.69,13.5%,22.7%,19.2%,18.9%,9.5%,6.92,55.8%,6.7%,2.9%,28.6%,25.7%,11.1%,14.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ty France RHB,,N/A,27,22,4.20,2,2,0.190,0.227,0.524,0.333,0.322,-,35.4%,36.4%,18.5%,90.6,301.0,6,2,7.7%,-,23.1%,23.1%,30.8%,71.5,11.6%,20.9%,4.7%,89.6%,38.5%,40.0%,15.4%,38.5%,38.5%,38.5%,23.1%,18.2%
Fernando Tatis Jr. RHB,,N/A,14,31,4.00,1,3,0.370,0.419,0.593,0.222,0.426,9.7%,14.9%,9.7%,6.6%,98.7,297.7,7,5,16.0%,4.0%,4.0%,76.0%,32.0%,76.8,79.1%,44.2%,30.2%,93.5%,24.0%,0.0%,32.0%,40.0%,24.0%,40.0%,36.0%,36.7%
Rodolfo Durán RHB,,N/A,18,22,3.00,1,1,0.150,0.227,0.400,0.250,0.270,9.1%,16.2%,18.2%,6.6%,84.6,250.2,2,1,6.2%,-,6.2%,31.2%,25.0%,73.8,42.4%,18.2%,12.1%,89.2%,18.8%,33.3%,12.5%,62.5%,50.0%,25.0%,25.0%,9.5%
Manny Machado RHB,,N/A,16,21,4.60,1,2,0.158,0.190,0.368,0.211,0.234,4.8%,41.5%,28.6%,20.2%,88.8,304.6,3,2,15.4%,7.7%,23.1%,38.5%,38.5%,74.0,45.7%,17.1%,8.6%,87.5%,15.4%,0.0%,30.8%,53.8%,69.2%,7.7%,23.1%,33.3%
Gavin Sheets LHB,,N/A,20,17,3.40,1,1,0.118,0.118,0.294,0.176,0.176,-,11.1%,17.6%,5.5%,85.2,197.5,1,1,-,-,21.4%,35.7%,14.3%,73.0,34.6%,19.2%,7.7%,76.5%,28.6%,25.0%,7.1%,50.0%,21.4%,50.0%,28.6%,15.0%
Samad Taylor RHB,,N/A,19,25,4.40,0,0,0.318,0.400,0.364,0.045,0.342,12.0%,22.5%,28.0%,7.3%,79.6,196.8,1,0,-,-,6.7%,33.3%,40.0%,68.8,2.8%,25.0%,-,90.0%,6.7%,0.0%,33.3%,40.0%,26.7%,60.0%,13.3%,11.4%
Xander Bogaerts RHB,,N/A,15,22,4.40,0,0,0.263,0.364,0.263,-,0.297,4.5%,14.7%,22.7%,6.8%,89.5,302.7,3,1,-,-,-,35.7%,7.1%,73.9,32.1%,28.6%,3.6%,96.6%,14.3%,0.0%,7.1%,71.4%,21.4%,57.1%,21.4%,25.0%
Sung-Mun Song LHB,—,N/A,12,19,2.80,0,0,0.235,0.316,0.294,0.059,0.276,10.5%,3.1%,10.5%,1.2%,86.0,237.5,4,0,-,-,33.3%,26.7%,40.0%,71.6,20.7%,27.6%,10.3%,96.7%,33.3%,0.0%,20.0%,20.0%,46.7%,20.0%,33.3%,13.0%
Jackson Merrill LHB,,N/A,28,16,4.60,0,0,0.125,0.125,0.188,0.062,0.135,-,38.9%,37.5%,22.6%,92.9,329.6,4,2,-,-,10.0%,40.0%,40.0%,72.1,21.2%,24.2%,9.1%,94.3%,20.0%,0.0%,30.0%,50.0%,30.0%,40.0%,30.0%,50.0%
Miguel Andujar RHB,—,N/A,19,14,1.80,0,0,0.154,0.214,0.154,-,0.174,7.1%,17.2%,7.1%,10.0%,86.6,187.1,1,0,-,-,-,36.4%,9.1%,70.6,20.0%,20.0%,8.0%,86.2%,9.1%,0.0%,18.2%,63.6%,45.5%,18.2%,36.4%,38.5%
Will Wagner LHB,,N/A,10,14,2.80,0,0,0.333,0.429,0.333,-,0.347,14.3%,8.0%,7.1%,3.1%,83.9,222.8,0,0,-,-,-,30.0%,20.0%,69.3,-,26.1%,13.0%,92.0%,20.0%,0.0%,10.0%,70.0%,10.0%,40.0%,50.0%,35.3%
Jase Bowen RHB,—,N/A,1,7,3.20,0,0,-,-,-,-,-,-,62.5%,57.1%,18.5%,70.9,179.0,0,0,-,-,-,-,33.3%,74.7,40.0%,20.0%,-,71.4%,33.3%,0.0%,33.3%,33.3%,-,33.3%,66.7%,11.1%
Blake Hunt RHB,—,N/A,-,1,3.00,0,0,-,-,-,-,-,-,66.7%,100.0%,28.6%,-,-,0,0,-,-,-,-,-,71.2,-,-,-,100.0%,-,-,-,-,-,-,-,0.0%
