Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Taylor Trammell","HOU","Walbert Urena","LAA","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","1"
"Geraldo Perdomo","ARI","Payton Tolle","BOS","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Luis Torrens","NYM","Michael King","SD","2","1.000","1.00","2.00","3.00","0","1","0","1","2","2","6","0.0","1.000","0"
"Jared Young","NYM","Michael King","SD","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Bryan De La Cruz","PHI","Sandy Alcantara","MIA","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Shohei Ohtani","LAD","Kyle Freeland","COL","16","0.563","0.50","0.63","1.19","5","1","0","3","4","9","19","6.3","0.611","1"
"Jordan Lawlar","ARI","Payton Tolle","BOS","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Anthony Seigler","BOS","Brandon Pfaadt","ARI","2","0.500","1.00","0.50","1.00","0","1","0","0","1","2","2","50.0","0.500","0"
"Sean Murphy","ATL","Taj Bradley","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","50.0","0.500","0"
"Connor Wong","BOS","Brandon Pfaadt","ARI","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Ildemaro Vargas","ARI","Payton Tolle","BOS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Jose Trevino","CIN","Matthew Liberatore","STL","6","0.500","0.40","0.67","1.17","1","1","0","1","2","2","7","0.0","0.500","0"
"Andy Pages","LAD","Kyle Freeland","COL","13","0.462","0.40","0.62","1.08","2","2","0","2","4","5","14","7.7","0.500","1"
"Christian Yelich","MIL","Logan Gilbert","SEA","9","0.444","0.67","0.67","1.11","2","0","0","2","2","3","10","44.4","0.444","0"
"Paul Goldschmidt","NYY","Chris Bassitt","BAL","9","0.444","0.43","0.44","0.89","2","1","0","1","2","2","8","11.1","0.500","1"
"Andres Gimenez","TOR","Drew Rasmussen","TB","7","0.429","1.00","0.43","0.86","2","0","0","1","1","4","6","57.1","0.429","0"
"Otto Lopez","MIA","Aaron Nola","PHI","12","0.417","0.42","0.17","0.58","3","2","0","0","2","0","7","0.0","0.417","0"
"Edmundo Sosa","PHI","Sandy Alcantara","MIA","12","0.417","0.45","0.17","0.58","4","0","1","0","1","0","7","8.3","0.462","0"
"Brett Baty","NYM","Michael King","SD","5","0.400","0.33","0.60","1.00","1","0","0","1","1","2","5","20.0","0.400","0"
"Matt McLain","CIN","Matthew Liberatore","STL","5","0.400","0.25","0.60","1.00","1","0","0","1","1","2","5","0.0","0.500","1"
"Carlos Narvaez","BAL","Will Warren","NYY","5","0.400","0.25","0.60","1.00","1","0","0","1","1","1","5","0.0","0.625","2"
"Alec Bohm","PHI","Sandy Alcantara","MIA","37","0.378","0.44","0.11","0.49","11","2","1","0","3","8","18","13.5","0.425","3"
"Francisco Lindor","NYM","Michael King","SD","8","0.375","0.25","0.75","1.13","1","0","0","2","2","5","9","25.0","0.375","0"
"Miguel Rojas","LAD","Kyle Freeland","COL","24","0.375","0.44","0.21","0.58","6","2","0","1","3","5","14","25.0","0.385","1"
"Trea Turner","PHI","Sandy Alcantara","MIA","47","0.362","0.43","0.17","0.53","13","2","0","2","4","6","25","21.3","0.388","2"
"Josh Naylor","SEA","Dustin May","MIL","14","0.357","0.45","0.07","0.43","4","1","0","0","1","3","6","21.4","0.357","0"
"Miguel Vargas","CWS","Clay Holmes","CHC","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.500","1"
"Jose Caballero","NYY","Chris Bassitt","BAL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.600","1"
"Luis Robert","NYM","Michael King","SD","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Ronald Acuna Jr.","ATL","Taj Bradley","MIN","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Mauricio Dubon","ATL","Taj Bradley","MIN","6","0.333","0.50","0.33","0.67","1","0","1","0","1","0","4","33.3","0.500","2"
"Tyler O'Neill","BAL","Will Warren","NYY","6","0.333","0.33","0.67","1.00","0","1","0","1","2","2","6","33.3","0.333","0"
"Colton Cowser","BAL","Will Warren","NYY","9","0.333","0.43","0.33","0.67","0","3","0","0","3","1","6","22.2","0.333","0"
"Xavier Edwards","MIA","Aaron Nola","PHI","9","0.333","0.38","0.11","0.44","2","1","0","0","1","0","4","11.1","0.400","1"
"Tommy Edman","LAD","Kyle Freeland","COL","15","0.333","0.30","0.53","0.87","1","2","0","2","4","2","13","20.0","0.333","0"
"Bryce Harper","PHI","Sandy Alcantara","MIA","49","0.327","0.35","0.27","0.59","9","4","0","3","7","10","29","22.4","0.417","9"
"J.T. Realmuto","PHI","Sandy Alcantara","MIA","39","0.308","0.34","0.21","0.51","8","2","0","2","4","7","20","20.5","0.300","0"
"Amed Rosario","NYY","Chris Bassitt","BAL","10","0.300","0.38","0.10","0.40","2","1","0","0","1","0","4","20.0","0.300","0"
"Bo Bichette","NYM","Michael King","SD","24","0.292","0.44","0.13","0.42","5","1","1","0","2","5","10","33.3","0.346","2"
