Matchup,CHC @ COL
Pitcher,Michael Lorenzen
Pitcher Team,COL
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.2,301,0.363,0.418,0.564,0.201,1.99,11,1.63,7.3%,20.2%,15.9%,16.0%,9.1%,7.12,61.5%,7.0%,9.6%,46.5%,22.8%,21.2%,18.4%
vsLHB,24.1,140,0.432,0.517,0.752,0.320,2.75,8,2.96,9.3%,20.4%,16.4%,16.8%,8.6%,8.51,64.3%,6.7%,15.5%,46.6%,24.3%,32.0%,20.4%
vsRHB,36.0,161,0.304,0.332,0.405,0.101,1.50,3,0.75,5.6%,20.1%,15.5%,15.3%,9.5%,6.25,59.0%,7.3%,4.8%,46.4%,21.6%,11.1%,16.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Crow-Armstrong LHB,,+280,20,30,4.60,2,4,0.357,0.400,0.643,0.286,0.446,6.7%,36.8%,36.7%,17.9%,93.1,306.9,8,5,23.5%,23.5%,35.3%,58.8%,47.1%,75.0,53.2%,25.5%,17.0%,85.5%,52.9%,22.2%,23.5%,17.6%,41.2%,41.2%,17.6%,31.2%
Ian Happ SHB,,+284,37,25,3.60,2,3,0.318,0.400,0.773,0.455,0.483,12.0%,25.5%,24.0%,11.4%,95.6,305.4,9,3,18.8%,18.8%,43.8%,50.0%,56.2%,71.9,29.5%,27.3%,13.6%,93.6%,50.0%,25.0%,37.5%,12.5%,50.0%,43.8%,6.2%,41.7%
Alex Bregman RHB,,+440,24,31,4.40,1,2,0.222,0.290,0.370,0.148,0.286,9.7%,13.5%,16.1%,6.5%,87.5,271.5,5,1,4.3%,4.3%,34.8%,30.4%,34.8%,69.9,2.0%,28.6%,8.2%,96.1%,34.8%,12.5%,26.1%,30.4%,52.2%,30.4%,17.4%,22.6%
Seiya Suzuki RHB,,+325,29,28,3.40,1,2,0.296,0.321,0.444,0.148,0.334,3.6%,27.8%,17.9%,13.2%,90.9,264.3,4,3,9.1%,4.5%,9.1%,40.9%,27.3%,73.8,38.8%,34.7%,16.3%,90.7%,22.7%,20.0%,31.8%,45.5%,40.9%,40.9%,18.2%,20.7%
Michael Busch LHB,,+310,17,25,4.40,1,2,0.238,0.360,0.429,0.190,0.345,16.0%,32.6%,28.0%,16.1%,88.8,274.7,3,2,7.1%,7.1%,7.1%,28.6%,28.6%,69.6,7.5%,25.0%,10.0%,87.0%,28.6%,25.0%,21.4%,42.9%,28.6%,35.7%,35.7%,38.9%
Miguel Amaya RHB,—,N/A,22,23,2.40,1,2,0.100,0.217,0.300,0.200,0.234,8.7%,22.5%,17.4%,10.2%,83.5,249.7,3,2,12.5%,12.5%,25.0%,25.0%,31.2%,71.0,21.6%,21.6%,8.1%,97.4%,43.8%,14.3%,6.2%,37.5%,43.8%,43.8%,12.5%,29.2%
Matt Shaw RHB,—,N/A,6,19,2.40,1,1,0.167,0.211,0.333,0.167,0.238,5.3%,23.8%,15.8%,11.8%,78.7,261.6,5,2,-,-,6.7%,46.7%,40.0%,68.1,5.6%,22.2%,11.1%,85.7%,20.0%,33.3%,26.7%,26.7%,26.7%,46.7%,26.7%,20.0%
Michael Conforto LHB,—,N/A,23,14,2.20,1,2,0.250,0.357,0.583,0.333,0.397,14.3%,31.8%,21.4%,12.7%,91.2,321.5,4,2,22.2%,11.1%,22.2%,55.6%,33.3%,72.6,30.0%,20.0%,15.0%,100.0%,44.4%,25.0%,11.1%,44.4%,55.6%,22.2%,22.2%,40.0%
Nico Hoerner RHB,,+1160,13,34,3.80,0,0,0.156,0.206,0.156,-,0.169,5.9%,6.0%,-,2.5%,90.7,254.5,6,2,-,-,3.1%,37.5%,40.6%,68.6,-,54.3%,13.0%,92.0%,9.4%,0.0%,37.5%,50.0%,28.1%,53.1%,18.8%,23.5%
Carson Kelly RHB,,+570,10,32,3.20,0,0,0.267,0.312,0.267,-,0.268,-,17.0%,12.5%,9.1%,83.3,230.9,3,1,-,-,23.1%,30.8%,34.6%,70.7,4.2%,29.2%,6.2%,90.6%,11.5%,0.0%,26.9%,46.2%,38.5%,50.0%,11.5%,43.8%
