Matchup,PIT @ HOU
Pitcher,Jared Jones
Pitcher Team,PIT
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,4.1,21,0.368,0.466,0.684,0.316,2.08,2,4.15,9.5%,35.7%,28.6%,27.3%,19.5%,12.46,66.7%,3.9%,7.7%,53.8%,15.4%,100.0%,23.1%
vsLHB,2.0,14,0.538,0.649,1.000,0.462,4.00,2,9.00,7.1%,35.5%,21.4%,17.6%,21.2%,13.50,71.4%,3.8%,10.0%,60.0%,20.0%,100.0%,30.0%
vsRHB,2.1,7,-,0.099,-,-,0.43,0,-,14.3%,36.4%,42.9%,60.0%,16.0%,11.57,57.1%,4.0%,-,33.3%,-,-,-

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yordan Alvarez LHB,+310,25,4.80,3,5,0.421,0.520,0.947,0.526,0.578,16.0%,22.7%,24.0%,9.5%,100.4,35.7%,14.3%,21.4%,71.4%,50.0%,76.5,55.8%,25.6%,23.3%,97.7%,57.1%,37.5%,28.6%,14.3%,28.6%,28.6%,42.9%,39.1%
Christian Walker RHB,+402,20,4.80,2,2,0.150,0.150,0.450,0.300,0.254,-,41.5%,40.0%,19.5%,91.8,25.0%,8.3%,8.3%,50.0%,16.7%,73.7,43.8%,21.9%,12.5%,80.0%,33.3%,25.0%,8.3%,50.0%,16.7%,50.0%,33.3%,15.0%
Zach Cole LHB,N/A,20,2.60,1,1,0.200,0.200,0.350,0.150,0.238,-,40.9%,40.0%,18.9%,92.0,16.7%,-,16.7%,50.0%,25.0%,76.5,67.6%,18.9%,10.8%,84.1%,33.3%,25.0%,8.3%,41.7%,41.7%,33.3%,25.0%,38.1%
Taylor Trammell LHB,+840,26,3.60,0,0,0.231,0.231,0.269,0.038,0.220,-,41.7%,42.3%,19.6%,86.2,-,-,20.0%,26.7%,26.7%,73.2,37.8%,11.1%,6.7%,93.8%,20.0%,0.0%,26.7%,53.3%,66.7%,13.3%,20.0%,17.4%
Jake Meyers RHB,+1080,24,4.00,0,0,0.227,0.292,0.273,0.045,0.255,8.3%,21.7%,25.0%,12.5%,87.6,-,-,6.2%,37.5%,18.8%,66.9,5.0%,22.5%,2.5%,93.0%,18.8%,0.0%,18.8%,50.0%,31.2%,43.8%,25.0%,52.2%
Isaac Paredes RHB,+620,21,4.40,0,1,0.200,0.238,0.300,0.100,0.237,4.8%,9.1%,-,3.9%,83.6,10.0%,5.0%,25.0%,40.0%,40.0%,67.4,7.7%,34.6%,15.4%,89.7%,10.0%,0.0%,30.0%,35.0%,45.0%,30.0%,25.0%,19.0%
Christian Vazquez RHB,+1000,18,3.00,0,0,0.176,0.222,0.176,-,0.184,5.6%,16.1%,11.1%,8.3%,84.4,-,-,6.7%,13.3%,46.7%,64.6,-,28.6%,3.6%,96.6%,33.3%,0.0%,33.3%,13.3%,13.3%,26.7%,60.0%,36.4%
Brice Matthews RHB,+810,17,2.80,0,1,0.250,0.294,0.250,-,0.248,5.9%,37.0%,29.4%,16.7%,86.5,9.1%,-,9.1%,54.5%,27.3%,74.2,34.8%,26.1%,17.4%,92.0%,36.4%,0.0%,18.2%,36.4%,45.5%,45.5%,9.1%,33.3%
Cam Smith RHB,+890,16,4.20,0,0,0.143,0.250,0.143,-,0.192,12.5%,37.0%,37.5%,13.7%,86.5,-,-,-,37.5%,25.0%,76.0,65.4%,19.2%,7.7%,96.3%,25.0%,0.0%,12.5%,62.5%,37.5%,25.0%,37.5%,23.5%
Jeremy Pena RHB,+800,15,4.00,0,0,0.250,0.400,0.250,-,0.313,13.3%,39.5%,13.3%,19.7%,81.6,-,-,-,20.0%,30.0%,72.0,9.1%,9.1%,3.0%,86.8%,30.0%,0.0%,30.0%,40.0%,20.0%,40.0%,40.0%,52.6%
Zach Dezenzo RHB,N/A,15,2.00,0,1,0.133,0.133,0.200,0.067,0.144,-,48.3%,53.3%,26.9%,90.7,28.6%,14.3%,14.3%,57.1%,28.6%,74.1,39.1%,21.7%,17.4%,79.3%,28.6%,0.0%,28.6%,42.9%,57.1%,14.3%,28.6%,50.0%
Nick Allen RHB,+1250,14,2.80,0,0,0.154,0.214,0.154,-,0.174,7.1%,33.3%,28.6%,19.1%,77.6,-,-,22.2%,33.3%,22.2%,68.3,-,13.6%,4.5%,84.6%,33.3%,0.0%,11.1%,22.2%,22.2%,44.4%,33.3%,50.0%
Cesar Salazar LHB,+1280,11,3.20,0,0,-,0.273,-,-,0.183,18.2%,5.3%,9.1%,1.9%,88.9,-,-,42.9%,28.6%,28.6%,65.7,-,33.3%,6.7%,83.3%,14.3%,0.0%,42.9%,28.6%,71.4%,14.3%,14.3%,23.1%
