Matchup,PHI @ WSH
Pitcher,Cristopher Sanchez
Pitcher Team,PHI
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,105.0,423,0.234,0.266,0.337,0.102,1.09,7,0.60,4.7%,31.4%,28.4%,27.1%,15.9%,10.29,67.0%,6.3%,8.5%,42.9%,17.7%,14.0%,13.8%
vsLHB,29.1,104,0.147,0.158,0.196,0.049,0.58,1,0.31,1.9%,31.7%,37.5%,39.8%,17.7%,11.97,74.0%,9.1%,4.8%,38.1%,15.9%,10.0%,7.9%
vsRHB,74.2,319,0.264,0.301,0.385,0.120,1.30,6,0.72,5.6%,31.3%,25.4%,23.5%,15.4%,9.76,64.7%,5.4%,9.6%,44.3%,18.3%,15.0%,15.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,,+568,20,13,4.00,2,3,0.250,0.308,0.750,0.500,0.441,7.7%,8.3%,-,3.8%,88.6,332.4,6,4,25.0%,8.3%,8.3%,58.3%,33.3%,73.2,35.0%,35.0%,20.0%,87.0%,50.0%,33.3%,16.7%,33.3%,25.0%,50.0%,25.0%,9.1%
CJ Abrams LHB,,+810,31,9,4.00,1,1,0.333,0.333,0.667,0.333,0.431,-,17.4%,11.1%,10.3%,87.9,307.9,2,1,-,-,25.0%,37.5%,-,72.7,16.7%,16.7%,5.6%,81.8%,25.0%,50.0%,-,62.5%,62.5%,12.5%,25.0%,50.0%
Luis Garcia Jr. LHB,—,N/A,18,8,3.20,1,1,0.500,0.500,0.875,0.375,0.596,-,21.1%,12.5%,11.8%,95.8,307.1,1,1,14.3%,-,-,57.1%,28.6%,72.6,31.2%,37.5%,25.0%,88.9%,28.6%,50.0%,14.3%,57.1%,28.6%,71.4%,-,66.7%
Jacob Young RHB,,+1300,5,14,3.60,0,0,0.077,0.143,0.077,-,0.110,7.1%,5.9%,7.1%,2.9%,92.8,268.2,2,0,-,-,33.3%,41.7%,25.0%,70.9,6.2%,50.0%,12.5%,100.0%,33.3%,0.0%,25.0%,41.7%,58.3%,33.3%,8.3%,33.3%
Keibert Ruiz SHB,,+950,17,13,3.80,0,0,0.417,0.462,0.500,0.083,0.421,7.7%,11.8%,7.7%,5.9%,84.4,231.2,0,0,-,-,9.1%,36.4%,27.3%,67.9,-,50.0%,21.4%,87.5%,9.1%,0.0%,27.3%,63.6%,45.5%,45.5%,9.1%,45.5%
James Wood LHB,,+600,19,12,4.80,0,0,0.250,0.250,0.333,0.083,0.254,-,18.8%,33.3%,6.4%,93.0,282.2,1,0,12.5%,-,-,75.0%,12.5%,77.7,69.2%,38.5%,23.1%,81.2%,12.5%,0.0%,12.5%,75.0%,25.0%,50.0%,25.0%,25.0%
Andres Chaparro RHB,,+810,9,11,2.40,0,0,0.286,0.545,0.571,0.286,0.467,36.4%,37.5%,27.3%,12.5%,91.6,335.8,1,0,-,-,25.0%,50.0%,25.0%,76.5,71.4%,14.3%,7.1%,87.5%,25.0%,0.0%,-,75.0%,75.0%,25.0%,-,40.0%
Daylen Lile LHB,,+1120,26,11,3.80,0,0,0.300,0.364,0.300,-,0.308,-,5.6%,9.1%,2.7%,80.0,225.3,1,0,-,-,-,11.1%,44.4%,70.9,11.8%,23.5%,5.9%,100.0%,22.2%,0.0%,22.2%,55.6%,33.3%,22.2%,44.4%,46.2%
Jorbit Vivas LHB,—,N/A,6,10,2.80,0,0,0.125,0.300,0.125,-,0.219,20.0%,17.6%,-,10.7%,75.8,148.6,0,0,-,-,-,25.0%,25.0%,69.3,13.3%,13.3%,6.7%,88.2%,-,-,12.5%,75.0%,25.0%,50.0%,25.0%,60.0%
Nasim Nuñez SHB,,+1880,15,10,3.80,0,0,0.300,0.300,0.400,0.100,0.305,-,7.1%,10.0%,2.9%,85.4,208.2,0,0,-,-,44.4%,22.2%,22.2%,71.3,21.4%,35.7%,14.3%,100.0%,11.1%,0.0%,33.3%,55.6%,88.9%,-,11.1%,33.3%
Dylan Crews RHB,,+630,7,9,4.40,0,0,0.444,0.444,0.444,-,0.396,-,15.8%,11.1%,7.9%,86.3,232.7,1,0,-,-,12.5%,37.5%,50.0%,73.7,33.3%,16.7%,11.1%,94.7%,25.0%,0.0%,50.0%,25.0%,12.5%,62.5%,25.0%,40.0%
Jose Tena LHB,—,N/A,2,7,3.40,0,0,0.250,0.571,0.750,0.500,0.520,28.6%,40.0%,14.3%,8.3%,83.7,275.2,0,0,-,-,-,33.3%,66.7%,70.3,25.0%,25.0%,25.0%,80.0%,-,-,66.7%,33.3%,-,66.7%,33.3%,10.0%
Drew Millas SHB,—,N/A,1,7,3.60,0,0,-,0.286,-,-,0.185,28.6%,53.3%,57.1%,22.9%,94.2,-,0,0,-,-,-,-,-,67.8,-,12.5%,-,88.9%,-,-,-,100.0%,-,-,100.0%,30.0%
