Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-16,Sutter Health Park,PIT @ ATH,9:40,+38%,+5%,+3%,+20%,+0.85,+0.18,+0.34,+1.78,+32%,+14%,+1%,+21%,+0.73,+0.51,+0.15,+1.81,+6%,-9%,+2%,0%,+0.13,-0.32,+0.19,-0.02
2026-06-16,Wrigley Field,COL @ CHC,8:05,+20%,-13%,-5%,+0%,+0.45,-0.44,-0.52,+0.04,-1%,-11%,-3%,-6%,-0.03,-0.37,-0.34,-0.56,+21%,-2%,-2%,+7%,+0.47,-0.07,-0.18,+0.60
2026-06-16,American Family Fld,CLE @ MIL,7:40,+19%,-14%,0%,+6%,+0.42,-0.50,-0.01,+0.49,+9%,-11%,-8%,-4%,+0.19,-0.39,-0.90,-0.32,+10%,-3%,+8%,+9%,+0.23,-0.12,+0.88,+0.81
2026-06-16,Citizens Bank Park,MIA @ PHI,6:40,+15%,-1%,0%,+7%,+0.34,-0.03,-0.01,+0.65,+16%,-3%,-2%,+5%,+0.37,-0.12,-0.19,+0.48,-1%,+3%,+2%,+2%,-0.03,+0.09,+0.18,+0.17
2026-06-16,Yankee Stadium,CHW @ NYY,7:05,+13%,-19%,-8%,-6%,+0.28,-0.66,-0.86,-0.51,+6%,-12%,-6%,-4%,+0.12,-0.41,-0.66,-0.39,+7%,-7%,-2%,-1%,+0.16,-0.26,-0.20,-0.12
2026-06-16,Dodger Stadium,TB  @ LAD,10:10,+12%,-9%,-9%,-7%,+0.28,-0.33,-0.91,-0.59,+18%,-3%,-5%,+1%,+0.40,-0.11,-0.56,+0.05,-6%,-6%,-3%,-7%,-0.12,-0.22,-0.36,-0.64
2026-06-16,Great American BP,NYM @ CIN,7:10,+11%,-3%,-1%,+6%,+0.24,-0.11,-0.11,+0.49,+12%,+2%,-1%,+9%,+0.28,+0.06,-0.07,+0.77,-2%,-5%,0%,-3%,-0.04,-0.17,-0.03,-0.27
2026-06-16,Nationals Park,KC  @ WAS,6:45,+4%,+5%,+1%,+3%,+0.10,+0.19,+0.08,+0.22,+4%,+4%,+3%,+4%,+0.10,+0.15,+0.32,+0.34,0%,+1%,-2%,-1%,0.00,+0.04,-0.24,-0.12
2026-06-16,Daikin Park,DET @ HOU,8:10,+3%,-11%,-4%,-6%,+0.07,-0.40,-0.46,-0.50,+4%,-12%,-5%,-6%,+0.09,-0.40,-0.49,-0.50,-1%,+0%,+0%,+0%,-0.01,+0.01,+0.03,+0.00
2026-06-16,Fenway Park,TOR @ BOS,6:45,0%,+27%,+4%,+13%,-0.01,+0.93,+0.46,+1.10,-7%,+21%,+7%,+9%,-0.16,+0.75,+0.76,+0.82,+7%,+5%,-3%,+3%,+0.16,+0.18,-0.30,+0.28
2026-06-16,Busch Stadium,SD  @ STL,7:45,-2%,-17%,+3%,-8%,-0.03,-0.61,+0.37,-0.72,-9%,-6%,+4%,-6%,-0.19,-0.19,+0.41,-0.54,+7%,-12%,0%,-2%,+0.16,-0.42,-0.04,-0.18
2026-06-16,Truist Park,SF  @ ATL,7:15,-3%,-17%,+4%,-6%,-0.06,-0.59,+0.47,-0.52,-2%,-6%,+1%,-3%,-0.05,-0.21,+0.15,-0.26,0%,-11%,+3%,-3%,-0.01,-0.39,+0.31,-0.26
2026-06-16,Chase Field,LAA @ ARI,9:40,-8%,+11%,+0%,+1%,-0.17,+0.40,+0.02,+0.06,-7%,+13%,+0%,+2%,-0.17,+0.47,+0.02,+0.14,0%,-2%,+0%,-1%,-0.01,-0.07,+0.00,-0.08
2026-06-16,T-Mobile Park,BAL @ SEA,9:40,-8%,-18%,-6%,-13%,-0.19,-0.61,-0.64,-1.11,+1%,-15%,-7%,-9%,+0.01,-0.54,-0.70,-0.76,-9%,-2%,+1%,-4%,-0.20,-0.08,+0.06,-0.35
2026-06-16,Globe Life Field,MIN @ TEX,8:05,-11%,-7%,-2%,-7%,-0.25,-0.25,-0.16,-0.66,-10%,-7%,-1%,-7%,-0.23,-0.26,-0.15,-0.64,-1%,+0%,0%,0%,-0.02,+0.01,-0.01,-0.02
