Matchup,CLE @ TEX
Pitcher,Tanner Bibee
Pitcher Team,CLE
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.0,290,0.258,0.328,0.447,0.189,1.30,13,1.70,7.6%,27.2%,20.7%,17.8%,12.8%,7.83,61.9%,8.1%,10.6%,45.9%,27.1%,21.4%,22.7%
vsLHB,37.1,160,0.236,0.331,0.465,0.229,1.29,9,2.17,8.8%,31.0%,25.0%,21.2%,14.8%,9.64,59.4%,8.8%,14.3%,47.6%,30.5%,25.0%,23.8%
vsRHB,31.0,130,0.283,0.326,0.425,0.142,1.35,4,1.16,6.2%,22.4%,15.4%,13.5%,10.3%,5.81,64.9%,7.2%,6.9%,44.1%,23.5%,16.7%,21.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,+440,26,4.00,3,3,0.333,0.385,0.792,0.458,0.493,7.7%,28.6%,11.5%,14.3%,92.8,14.3%,14.3%,28.6%,47.6%,33.3%,71.5,19.6%,34.8%,19.6%,95.8%,14.3%,66.7%,28.6%,52.4%,71.4%,23.8%,4.8%,25.0%
Josh Jung RHB,+740,24,4.60,2,2,0.318,0.375,0.636,0.318,0.433,4.2%,18.6%,20.8%,9.8%,89.0,5.9%,5.9%,23.5%,47.1%,35.3%,70.3,4.9%,31.7%,7.3%,95.3%,29.4%,40.0%,29.4%,29.4%,35.3%,41.2%,23.5%,44.4%
Kyle Higashioka RHB,N/A,18,3.80,2,2,0.375,0.444,0.812,0.438,0.528,5.6%,12.5%,11.1%,3.9%,86.4,21.4%,7.1%,14.3%,42.9%,50.0%,70.1,4.5%,45.5%,9.1%,91.7%,35.7%,40.0%,28.6%,28.6%,28.6%,57.1%,14.3%,4.5%
Corey Seager LHB,+375,28,4.00,1,3,0.080,0.179,0.200,0.120,0.176,10.7%,33.3%,28.6%,17.8%,92.3,17.6%,-,5.9%,41.2%,29.4%,72.2,17.0%,22.6%,11.3%,93.0%,52.9%,11.1%,11.8%,35.3%,29.4%,41.2%,29.4%,61.3%
Brandon Nimmo LHB,+529,26,4.00,1,5,0.250,0.308,0.375,0.125,0.305,3.8%,25.6%,26.9%,11.0%,92.3,23.5%,5.9%,23.5%,41.2%,41.2%,72.7,16.7%,30.0%,16.7%,85.7%,58.8%,10.0%,29.4%,11.8%,35.3%,52.9%,11.8%,8.3%
Evan Carter LHB,+790,22,3.00,1,1,0.250,0.318,0.550,0.300,0.367,9.1%,31.2%,27.3%,13.8%,81.4,-,-,7.1%,28.6%,14.3%,71.4,26.8%,14.6%,2.4%,89.1%,14.3%,50.0%,7.1%,64.3%,50.0%,21.4%,28.6%,31.6%
Nicky Lopez LHB,N/A,20,3.40,1,2,0.250,0.250,0.400,0.150,0.283,-,26.8%,15.0%,16.7%,84.9,-,-,29.4%,23.5%,47.1%,66.0,-,34.3%,5.7%,87.5%,17.6%,0.0%,41.2%,35.3%,41.2%,47.1%,11.8%,55.0%
Danny Jansen RHB,+850,25,3.80,0,1,0.167,0.400,0.222,0.056,0.309,20.0%,20.0%,20.0%,9.2%,89.3,7.7%,-,38.5%,30.8%,23.1%,71.4,11.1%,27.8%,2.8%,94.7%,53.8%,0.0%,23.1%,15.4%,53.8%,38.5%,7.7%,40.0%
Ezequiel Duran RHB,+1040,24,3.80,0,0,0.217,0.250,0.261,0.043,0.228,4.2%,16.3%,25.0%,8.3%,85.3,-,-,5.9%,17.6%,23.5%,72.6,28.2%,23.1%,7.7%,90.7%,11.8%,0.0%,17.6%,64.7%,35.3%,35.3%,29.4%,47.8%
Jake Burger RHB,+540,20,4.00,0,0,0.200,0.200,0.250,0.050,0.197,-,23.8%,25.0%,13.3%,93.9,6.7%,-,6.7%,53.3%,40.0%,75.3,63.2%,28.9%,18.4%,90.5%,13.3%,0.0%,33.3%,53.3%,33.3%,46.7%,20.0%,44.4%
Wyatt Langford RHB,+553,20,4.00,0,0,0.316,0.350,0.316,-,0.299,5.0%,25.0%,20.0%,13.6%,94.0,-,-,6.7%,40.0%,20.0%,71.9,19.0%,31.0%,4.8%,95.5%,26.7%,0.0%,13.3%,53.3%,13.3%,33.3%,53.3%,34.8%
Justin Foscue RHB,N/A,12,1.60,0,0,0.200,0.250,0.200,-,0.202,8.3%,5.6%,16.7%,2.4%,85.0,-,-,11.1%,44.4%,22.2%,69.7,-,37.5%,6.2%,88.9%,44.4%,0.0%,22.2%,22.2%,22.2%,44.4%,33.3%,35.7%
Michael Helman RHB,N/A,6,3.00,0,0,0.167,0.167,0.167,-,0.148,-,12.5%,-,6.7%,69.2,-,-,16.7%,16.7%,16.7%,69.2,-,13.3%,-,100.0%,16.7%,0.0%,33.3%,16.7%,16.7%,50.0%,33.3%,25.0%
