Matchup,TB @ KC
Pitcher,Shane McClanahan
Pitcher Team,TB
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.1,211,0.237,0.293,0.371,0.134,1.21,5,0.89,7.1%,27.7%,22.7%,23.1%,13.7%,8.58,62.6%,8.3%,8.2%,41.1%,25.3%,13.5%,17.8%
vsLHB,9.2,40,0.222,0.329,0.472,0.250,1.14,2,1.86,7.5%,29.0%,17.5%,18.4%,14.3%,6.52,65.0%,9.3%,10.3%,37.9%,20.7%,33.3%,10.3%
vsRHB,40.2,171,0.241,0.284,0.348,0.108,1.23,3,0.66,7.0%,27.4%,24.0%,24.1%,13.6%,9.07,62.0%,8.1%,7.7%,41.9%,26.5%,9.7%,19.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jac Caglianone LHB,,+360,17,17,4.00,3,4,0.438,0.471,1.000,0.562,0.622,-,32.1%,35.3%,16.4%,96.7,333.8,4,4,30.0%,10.0%,20.0%,50.0%,50.0%,77.3,76.0%,20.0%,16.0%,89.3%,60.0%,40.0%,75.0%,20.0%,40.0%,50.0%,50.0%,-,50.0%
Bobby Witt Jr. RHB,,+357,38,17,3.80,1,1,0.375,0.353,0.562,0.188,0.385,-,10.7%,11.8%,5.6%,96.4,301.8,6,6,14.3%,7.1%,7.1%,64.3%,71.4%,73.9,37.5%,45.8%,33.3%,88.9%,92.9%,28.6%,25.0%,64.3%,7.1%,7.1%,64.3%,28.6%,20.0%
Nick Loftin RHB,,+900,15,14,3.60,1,1,0.308,0.357,0.538,0.231,0.387,7.1%,7.7%,7.1%,4.3%,87.0,287.2,3,3,8.3%,8.3%,41.7%,33.3%,41.7%,69.1,-,33.3%,11.1%,75.0%,66.7%,50.0%,16.7%,16.7%,25.0%,50.0%,41.7%,8.3%,25.0%
Starling Marte RHB,,+650,14,25,4.00,0,1,0.238,0.320,0.286,0.048,0.271,12.0%,30.0%,24.0%,16.4%,83.4,276.7,4,2,12.5%,-,6.2%,37.5%,25.0%,71.9,28.9%,23.7%,15.8%,95.0%,37.6%,18.8%,0.0%,18.8%,56.2%,43.8%,18.8%,37.5%,26.3%
Salvador Perez RHB,,+477,27,17,3.80,0,3,0.235,0.235,0.353,0.118,0.254,-,22.2%,23.5%,14.5%,91.8,281.3,4,2,15.4%,7.7%,30.8%,61.5%,23.1%,73.8,32.4%,26.5%,17.6%,97.1%,61.6%,46.2%,0.0%,15.4%,30.8%,53.8%,23.1%,23.1%,58.8%
Lane Thomas RHB,,+630,11,15,4.00,0,0,0.231,0.333,0.308,0.077,0.290,13.3%,23.8%,26.7%,8.3%,96.1,296.0,1,0,-,-,11.1%,44.4%,33.3%,71.7,15.0%,40.0%,15.0%,95.2%,44.4%,11.1%,0.0%,33.3%,55.6%,33.3%,55.6%,11.1%,25.0%
Michael Massey LHB,,+455,23,15,3.80,0,0,0.308,0.400,0.462,0.154,0.375,13.3%,12.5%,6.7%,7.1%,80.9,238.8,3,0,-,-,25.0%,8.3%,41.7%,71.3,4.5%,27.3%,4.5%,95.7%,50.0%,8.3%,0.0%,41.7%,16.7%,41.7%,41.7%,16.7%,50.0%
Tyler Tolbert RHB,,+910,3,15,3.20,0,0,0.308,0.400,0.308,-,0.324,13.3%,37.5%,20.0%,18.0%,73.6,238.2,0,0,-,-,10.0%,20.0%,30.0%,69.3,10.5%,21.1%,-,86.4%,30.0%,-,-,30.0%,50.0%,70.0%,-,30.0%,35.7%
Carter Jensen LHB,,+537,21,14,4.20,0,0,0.250,0.357,0.250,-,0.283,14.3%,21.1%,21.4%,9.1%,92.7,273.4,2,0,-,-,22.2%,33.3%,33.3%,71.3,5.6%,44.4%,16.7%,94.7%,55.5%,22.2%,0.0%,33.3%,44.4%,66.7%,11.1%,22.2%,28.6%
Isaac Collins SHB,,+840,10,10,3.20,0,0,0.333,0.400,0.556,0.222,0.408,10.0%,11.8%,20.0%,5.1%,81.4,191.5,0,0,-,-,14.3%,42.9%,14.3%,73.4,33.3%,20.0%,13.3%,93.8%,42.9%,14.3%,0.0%,28.6%,28.6%,28.6%,14.3%,57.1%,44.4%
