Matchup,CHC @ SEA
Pitcher,David Peterson
Pitcher Team,CHC
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,112.1,507,0.277,0.333,0.414,0.137,1.53,11,0.88,9.3%,21.4%,18.5%,19.0%,10.0%,7.53,62.3%,6.0%,6.4%,41.2%,21.3%,13.0%,13.0%
vsLHB,35.0,152,0.248,0.311,0.426,0.177,1.20,5,1.29,4.6%,29.3%,28.3%,25.7%,15.0%,11.06,71.7%,8.2%,9.2%,44.9%,19.4%,26.3%,16.3%
vsRHB,77.0,355,0.289,0.343,0.408,0.119,1.69,6,0.70,11.3%,17.7%,14.4%,15.6%,8.0%,5.96,58.3%,5.1%,5.3%,39.8%,22.0%,8.6%,11.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cal Raleigh SHB,,+368,20,3.20,10,2,2,94.1,268.0,2,1,10.0%,10.0%,50.0%,60.0%,20.0%,74.8,26.7%,46.7%,20.0%,93.8%,60.0%,50.0%,20.0%,10.0%,20.0%,70.0%,30.0%,-,55.6%
Randy Arozarena RHB,,+600,26,4.80,10,1,1,88.4,230.5,1,1,-,-,30.0%,50.0%,30.0%,71.7,33.3%,44.4%,11.1%,75.0%,60.0%,40.0%,25.0%,20.0%,20.0%,30.0%,50.0%,20.0%,40.0%
Weston Wilson RHB,—,N/A,16,2.40,10,0,0,86.5,268.0,2,0,-,-,-,50.0%,40.0%,71.8,8.3%,50.0%,33.3%,85.7%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,20.0%
Josh Naylor LHB,,+900,18,4.60,10,0,0,92.3,238.9,1,0,-,-,-,50.0%,-,69.4,7.7%,61.5%,23.1%,100.0%,10.0%,10.0%,0.0%,-,80.0%,60.0%,30.0%,10.0%,37.5%
Leo Rivas SHB,—,N/A,3,2.20,10,0,0,72.5,216.1,1,0,-,-,30.0%,-,-,68.0,11.1%,33.3%,-,81.8%,30.0%,30.0%,0.0%,-,20.0%,70.0%,20.0%,10.0%,22.2%
Taylor Ward RHB,,+820,13,4.20,10,0,1,89.8,347.9,3,3,20.0%,-,-,30.0%,30.0%,70.6,7.7%,61.5%,15.4%,92.9%,40.0%,40.0%,0.0%,-,60.0%,20.0%,70.0%,10.0%,42.9%
Jhonny Pereda RHB,—,N/A,14,2.20,10,0,0,90.8,211.0,0,0,-,-,10.0%,50.0%,40.0%,72.3,7.1%,42.9%,14.3%,100.0%,50.0%,10.0%,0.0%,40.0%,50.0%,40.0%,60.0%,-,50.0%
Julio Rodriguez RHB,,+545,25,4.80,10,0,1,90.6,251.2,1,1,10.0%,-,20.0%,50.0%,50.0%,77.5,85.7%,42.9%,28.6%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,50.0%,30.0%,20.0%,50.0%
Victor Robles RHB,—,N/A,11,4.00,10,0,0,86.9,221.8,0,0,-,-,20.0%,20.0%,60.0%,67.9,-,53.8%,7.7%,92.9%,60.0%,10.0%,0.0%,50.0%,40.0%,50.0%,30.0%,20.0%,44.4%
Brendan Donovan LHB,,+1060,10,4.60,10,0,0,90.9,278.6,2,1,-,-,10.0%,40.0%,50.0%,66.2,-,46.7%,13.3%,93.8%,50.0%,-,-,50.0%,50.0%,20.0%,50.0%,30.0%,50.0%
Dominic Canzone LHB,,+560,16,4.60,10,0,0,85.5,289.5,2,1,-,-,-,30.0%,30.0%,72.9,25.0%,41.7%,25.0%,92.3%,30.0%,-,-,30.0%,70.0%,30.0%,50.0%,20.0%,11.1%
Cole Young LHB,,+1020,20,4.20,10,0,0,89.4,248.0,1,0,-,-,-,40.0%,30.0%,71.1,6.2%,43.8%,12.5%,72.7%,40.0%,20.0%,0.0%,20.0%,60.0%,10.0%,30.0%,60.0%,14.3%
Brock Rodden SHB,—,N/A,-,3.60,6,0,2,94.2,297.5,2,2,-,-,50.0%,66.7%,50.0%,69.4,-,50.0%,30.0%,100.0%,50.0%,33.3%,0.0%,16.7%,50.0%,100.0%,-,-,40.0%
