Matchup,TB @ DET
Pitcher,Jackson Jobe
Pitcher Team,DET
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,14.0,61,0.264,0.348,0.434,0.170,1.36,2,1.29,8.2%,19.5%,18.0%,16.7%,9.5%,7.07,60.7%,5.2%,11.9%,38.1%,21.4%,11.1%,19.0%
vsLHB,9.0,40,0.265,0.376,0.500,0.235,1.44,2,2.00,10.0%,20.0%,15.0%,20.0%,9.4%,6.00,60.0%,5.8%,17.9%,50.0%,28.6%,12.5%,21.4%
vsRHB,5.0,21,0.263,0.294,0.316,0.053,1.20,0,-,4.8%,18.8%,23.8%,13.9%,9.8%,9.00,61.9%,4.3%,-,14.3%,7.1%,-,14.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Vilade RHB,—,N/A,12,2.80,10,1,1,81.4,294.4,2,1,10.0%,-,10.0%,30.0%,30.0%,76.9,75.0%,33.3%,16.7%,75.0%,40.0%,20.0%,50.0%,20.0%,60.0%,30.0%,70.0%,-,60.0%
Yandy Diaz RHB,,+810,5,4.40,10,1,1,87.6,372.6,2,1,10.0%,10.0%,10.0%,50.0%,20.0%,72.5,26.7%,46.7%,20.0%,88.2%,20.0%,20.0%,50.0%,-,80.0%,20.0%,60.0%,20.0%,66.7%
Jorge Mateo RHB,—,N/A,22,3.40,10,1,1,78.1,238.7,3,1,10.0%,10.0%,20.0%,20.0%,50.0%,73.4,35.3%,17.6%,5.9%,94.4%,40.0%,10.0%,100.0%,30.0%,30.0%,60.0%,10.0%,30.0%,11.1%
Jonathan Aranda LHB,,+557,28,3.40,10,0,0,90.9,278.5,2,0,-,-,-,30.0%,50.0%,69.2,-,45.0%,5.0%,95.2%,70.0%,30.0%,0.0%,40.0%,30.0%,20.0%,20.0%,60.0%,71.4%
Cedric Mullins LHB,,+650,21,2.80,10,0,2,82.4,249.3,3,2,10.0%,-,10.0%,20.0%,10.0%,71.3,20.0%,33.3%,6.7%,100.0%,60.0%,60.0%,0.0%,-,-,10.0%,50.0%,40.0%,16.7%
Taylor Walls SHB,,+1350,19,3.60,10,0,1,81.5,207.8,1,1,-,-,30.0%,20.0%,30.0%,69.0,-,45.5%,9.1%,91.7%,30.0%,20.0%,0.0%,10.0%,30.0%,60.0%,10.0%,30.0%,44.4%
Nick Fortes RHB,—,N/A,13,3.40,10,0,0,85.5,288.0,3,2,-,-,20.0%,30.0%,40.0%,72.5,16.7%,50.0%,25.0%,100.0%,40.0%,-,-,40.0%,40.0%,40.0%,40.0%,20.0%,62.5%
Richie Palacios LHB,,+1300,8,3.80,10,0,0,86.9,225.4,2,1,-,-,10.0%,20.0%,10.0%,69.1,-,53.8%,15.4%,92.9%,50.0%,40.0%,0.0%,10.0%,30.0%,40.0%,40.0%,20.0%,14.3%
Liam Hicks LHB,,+1160,27,3.40,10,0,0,77.8,213.4,2,1,-,-,10.0%,-,40.0%,67.9,7.7%,23.1%,-,81.2%,50.0%,20.0%,0.0%,30.0%,30.0%,10.0%,30.0%,60.0%,40.0%
Jonny DeLuca RHB,,+1140,9,3.80,10,0,0,81.0,291.7,0,0,-,-,10.0%,20.0%,20.0%,71.7,20.0%,50.0%,20.0%,83.3%,20.0%,10.0%,0.0%,10.0%,70.0%,50.0%,40.0%,10.0%,37.5%
Junior Caminero RHB,,+350,27,4.00,10,0,0,100.0,195.5,1,1,-,-,10.0%,60.0%,10.0%,77.2,64.3%,50.0%,35.7%,87.5%,20.0%,10.0%,0.0%,10.0%,60.0%,40.0%,20.0%,40.0%,12.5%
Chandler Simpson LHB,,+4100,6,4.00,10,0,0,78.9,256.3,1,0,-,-,-,10.0%,30.0%,65.0,-,50.0%,-,92.3%,50.0%,20.0%,0.0%,30.0%,40.0%,30.0%,30.0%,40.0%,22.2%
Kenny Piper RHB,—,N/A,-,3.00,4,0,0,83.7,166.9,0,0,-,-,-,-,-,75.0,50.0%,16.7%,-,100.0%,25.0%,25.0%,0.0%,-,50.0%,25.0%,25.0%,50.0%,75.0%
