Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Turner Hill","SF","Quinn Mathews","STL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Corbin Carroll","ARI","Sandy Alcantara","MIA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","33.3","0.333","0"
"Ezequiel Tovar","COL","Casey Mize","SD","3","0.333","0.33","0.33","0.67","0","1","0","0","1","2","2","0.0","0.333","0"
"Trevor Larnach","MIN","Will Warren","NYY","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Tyrone Taylor","CHC","Reynaldo Lopez","ATL","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Marcus Semien","NYM","Brandon Young","BAL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.500","1"
"Ben Rice","NYY","Dean Kremer","MIN","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Spencer Torkelson","DET","Jose Soriano","TOR","6","0.333","0.33","0.67","1.00","0","1","0","1","2","1","6","33.3","0.333","0"
"Geraldo Perdomo","ARI","Sandy Alcantara","MIA","9","0.333","0.38","0.11","0.44","2","1","0","0","1","1","4","11.1","0.300","0"
"Tommy Edman","LAD","Nick Lodolo","CIN","9","0.333","0.33","0.33","0.67","2","0","0","1","1","3","6","22.2","0.400","0"
"Ronald Acuna Jr.","ATL","David Peterson","CHC","23","0.304","0.40","0.17","0.48","5","1","0","1","2","3","11","30.4","0.467","7"
"Andrew Benintendi","CWS","Gavin Williams","CLE","10","0.300","0.38","0.10","0.40","2","1","0","0","1","3","4","20.0","0.417","2"
"Pavin Smith","ARI","Sandy Alcantara","MIA","11","0.273","0.27","0.09","0.36","2","1","0","0","1","2","4","9.1","0.308","1"
"Ketel Marte","ARI","Sandy Alcantara","MIA","8","0.250","0.14","0.38","0.63","1","0","0","1","1","4","5","12.5","0.300","1"
"Luis Garcia Jr.","NYY","Dean Kremer","MIN","12","0.250","0.25","0.08","0.33","2","1","0","0","1","3","4","0.0","0.250","0"
"Matt Olson","ATL","David Peterson","CHC","24","0.208","0.11","0.50","0.71","1","0","0","4","4","12","17","45.8","0.321","4"
"Will Smith","LAD","Nick Lodolo","CIN","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","60.0","0.333","0"
"Austin Wells","NYY","Dean Kremer","MIN","10","0.200","0.14","0.30","0.50","1","0","0","1","1","1","5","20.0","0.200","0"
"JJ Bleday","CIN","Tarik Skubal","LAD","11","0.182","0.25","0.09","0.27","1","1","0","0","1","0","3","27.3","0.250","1"
"Elly De La Cruz","CIN","Tarik Skubal","LAD","6","0.167","0.00","0.50","0.67","0","0","0","1","1","2","4","33.3","0.167","0"
"Lars Nootbaar","ARI","Sandy Alcantara","MIA","12","0.167","0.29","0.08","0.25","1","1","0","0","1","1","3","41.7","0.286","2"
"Michael Harris II","ATL","David Peterson","CHC","18","0.167","0.27","0.06","0.22","2","1","0","0","1","2","4","38.9","0.167","0"
"Cal Raleigh","SEA","Reid Detmers","LAA","15","0.133","0.11","0.20","0.33","1","0","0","1","1","3","5","33.3","0.133","0"
"Ian Happ","CHC","Reynaldo Lopez","ATL","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","50.0","0.222","1"
"Anthony Volpe","NYY","Dean Kremer","MIN","12","0.083","0.13","0.08","0.17","0","1","0","0","1","0","2","33.3","0.214","2"
