Matchup,WSH @ ARI
Pitcher,Eduardo Rodriguez
Pitcher Team,ARI
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.1,296,0.222,0.280,0.344,0.122,1.19,5,0.62,8.8%,18.8%,17.6%,17.6%,8.6%,6.47,60.3%,5.7%,7.8%,35.8%,26.1%,7.0%,15.6%
vsLHB,20.1,80,0.227,0.267,0.333,0.107,1.08,1,0.44,6.2%,16.4%,17.5%,16.9%,7.2%,6.20,59.3%,6.2%,9.8%,41.0%,27.9%,5.9%,13.1%
vsRHB,52.0,216,0.221,0.284,0.349,0.128,1.23,4,0.69,9.7%,19.6%,17.6%,17.9%,9.2%,6.58,60.6%,5.5%,7.0%,33.8%,25.5%,7.5%,16.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
James Wood LHB,N/A,18,4.20,1,1,0.294,0.333,0.471,0.176,0.350,5.6%,17.1%,27.8%,8.1%,93.6,16.7%,16.7%,16.7%,41.7%,33.3%,75.7,62.5%,18.8%,15.6%,91.4%,16.7%,50.0%,25.0%,58.3%,50.0%,25.0%,25.0%,22.2%
CJ Abrams LHB,N/A,14,4.00,1,1,0.091,0.214,0.364,0.273,0.243,14.3%,13.9%,21.4%,7.4%,81.1,11.1%,11.1%,11.1%,33.3%,22.2%,74.2,46.7%,10.0%,6.7%,88.2%,22.2%,50.0%,11.1%,55.6%,55.6%,22.2%,22.2%,26.7%
Keibert Ruiz SHB,N/A,10,3.00,1,2,0.400,0.400,0.900,0.500,0.553,-,22.2%,30.0%,10.8%,93.9,28.6%,28.6%,28.6%,57.1%,28.6%,66.9,-,37.5%,18.8%,88.9%,42.9%,33.3%,-,42.9%,57.1%,42.9%,-,28.6%
Andres Chaparro RHB,N/A,16,2.20,0,0,0.167,0.375,0.250,0.083,0.297,25.0%,16.0%,6.2%,8.3%,86.2,-,-,27.3%,27.3%,36.4%,73.4,34.8%,21.7%,8.7%,92.0%,27.3%,0.0%,18.2%,54.5%,63.6%,36.4%,-,62.5%
Nasim Nuñez SHB,N/A,15,2.60,0,0,0.231,0.333,0.308,0.077,0.290,13.3%,28.6%,20.0%,12.5%,88.6,-,-,20.0%,30.0%,40.0%,69.7,-,40.0%,15.0%,95.2%,20.0%,0.0%,40.0%,40.0%,30.0%,40.0%,30.0%,20.0%
Luis Garcia Jr. LHB,N/A,11,3.60,0,0,0.182,0.182,0.182,-,0.162,-,15.8%,45.5%,8.3%,87.1,-,-,-,33.3%,16.7%,72.3,25.0%,12.5%,12.5%,88.9%,16.7%,0.0%,16.7%,66.7%,33.3%,50.0%,16.7%,66.7%
Curtis Mead RHB,N/A,11,3.60,0,0,0.400,0.455,0.500,0.100,0.417,9.1%,19.0%,27.3%,7.1%,78.8,-,-,28.6%,28.6%,14.3%,72.8,38.9%,16.7%,-,85.7%,42.9%,0.0%,14.3%,42.9%,57.1%,14.3%,28.6%,18.2%
Daylen Lile LHB,N/A,11,4.00,0,1,0.222,0.364,0.333,0.111,0.314,18.2%,9.1%,-,4.4%,93.8,22.2%,11.1%,22.2%,33.3%,33.3%,72.1,15.0%,40.0%,15.0%,95.2%,44.4%,0.0%,11.1%,33.3%,44.4%,33.3%,22.2%,35.7%
Jacob Young RHB,N/A,9,3.20,0,1,0.222,0.222,0.222,-,0.198,-,20.0%,33.3%,8.9%,97.3,16.7%,16.7%,33.3%,83.3%,66.7%,70.0,-,26.3%,21.1%,95.0%,33.3%,0.0%,50.0%,16.7%,33.3%,50.0%,16.7%,18.2%
Jorbit Vivas LHB,N/A,8,2.60,0,0,0.167,0.375,0.167,-,0.274,25.0%,26.7%,-,11.8%,70.5,-,-,-,16.7%,16.7%,69.2,16.7%,16.7%,8.3%,80.0%,-,-,16.7%,50.0%,16.7%,50.0%,33.3%,33.3%
Dylan Crews RHB,N/A,7,4.20,0,0,-,-,-,-,-,-,13.3%,-,7.4%,83.6,-,-,14.3%,-,42.9%,74.4,57.1%,21.4%,-,93.3%,14.3%,0.0%,28.6%,57.1%,71.4%,28.6%,-,45.5%
Jose Tena LHB,N/A,6,2.40,0,0,0.250,0.500,0.250,-,0.376,16.7%,50.0%,16.7%,17.4%,87.1,-,-,-,33.3%,66.7%,74.5,50.0%,16.7%,16.7%,100.0%,-,-,66.7%,33.3%,33.3%,33.3%,33.3%,25.0%
Drew Millas SHB,N/A,5,3.60,0,0,-,-,-,-,-,-,50.0%,60.0%,25.0%,64.1,-,-,-,50.0%,-,68.8,-,12.5%,-,88.9%,-,-,-,50.0%,50.0%,50.0%,-,42.9%
