HR Split,Overall
Dates,="8/10/2026"
Games,10

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:07 PM,Jameson Taillon,vs,1.96,1.55,1.93,2.89,14.5%,25.5%,42.0%,38.5%,6.8%,989
2,9:38 PM,Reid Detmers,vs,1.15,0.74,0.86,1.93,12.2%,20.9%,42.6%,33.8%,8.2%,893
3,7:40 PM,Dean Kremer,vs,0.91,0.90,0.84,2.47,6.6%,23.4%,34.8%,36.8%,7.1%,985
4,7:45 PM,Andrew Painter,@,0.72,1.04,0.16,2.17,8.8%,24.5%,33.2%,26.5%,7.5%,442
5,7:15 PM,Bryce Elder,vs,0.71,0.53,0.86,1.75,8.6%,25.4%,43.0%,26.1%,7.1%,1320
6,9:40 PM,Freddy Peralta,@,0.46,0.53,0.32,1.85,7.4%,20.6%,37.8%,28.3%,6.4%,1426
7,9:40 PM,Logan Henderson,@,0.44,0.95,-0.46,1.42,8.1%,22.6%,38.1%,25.6%,10.6%,392
8,9:38 PM,MacKenzie Gore,@,0.43,0.31,0.30,1.35,10.1%,20.2%,38.6%,26.7%,8.2%,1340
9,7:45 PM,Hunter Dobbins,vs,0.05,-0.29,0.57,1.44,5.3%,19.0%,39.3%,26.2%,6.6%,541
10,10:10 PM,Noah Cameron,@,-0.06,0.49,-0.28,1.05,7.6%,16.0%,37.6%,26.2%,7.5%,1214
11,9:40 PM,Jacob Lopez,vs,-0.17,-0.60,-0.05,1.24,5.7%,13.7%,31.4%,33.7%,7.1%,832
12,9:40 PM,Casey Mize,vs,-0.24,-0.63,0.29,0.76,7.4%,8.2%,40.6%,30.6%,7.3%,1125
13,9:40 PM,Michael Soroka,vs,-0.40,-0.19,-0.50,0.75,8.1%,10.3%,33.1%,28.9%,6.8%,823
14,7:40 PM,Trevor Rogers,@,-0.41,-1.30,-0.16,0.66,6.3%,10.1%,40.0%,24.3%,9.0%,1032
15,7:07 PM,Sonny Gray,@,-0.44,-0.40,-0.13,0.83,6.5%,9.5%,39.6%,22.9%,6.7%,1359
16,10:10 PM,Tarik Skubal,vs,-0.58,-0.68,-0.42,0.63,7.1%,9.8%,31.0%,28.4%,7.4%,1343
17,7:15 PM,Christian Scott,@,-1.05,-0.88,-0.83,0.40,4.6%,6.6%,33.0%,22.2%,6.6%,424
18,9:45 PM,Blade Tidwell,vs,-1.09,-0.46,-1.22,0.58,2.7%,9.7%,36.1%,16.2%,5.7%,194
19,9:40 PM,Gabriel Hughes,@,-1.12,-0.83,-1.08,0.33,3.8%,4.6%,29.3%,28.1%,8.0%,231
20,9:45 PM,Hayden Wesneski,@,-1.26,-0.79,-1.01,0.31,4.0%,2.4%,40.3%,16.3%,3.7%,227
