Matchup,PIT @ WSH
Pitcher,Foster Griffin
Pitcher Team,WSH
Opposing Team,PIT

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,10.2,1.59,="12-44",.273,.523,0.250,3,2,0,3,26.0,5,.360,.883
Batting Second,11.2,1.29,="11-45",.244,.489,0.245,3,2,0,6,22.0,4,.320,.809
Batting Third,12.1,0.81,="9-46",.196,.304,0.108,1,2,0,2,36.7,1,.245,.549
Batting Fourth,12.0,1.17,="8-41",.195,.366,0.171,2,1,0,4,23.4,6,.298,.664
Batting Fifth,11.0,0.91,="6-39",.154,.231,0.077,1,0,0,4,24.4,4,.244,.475
Batting Sixth,10.2,0.94,="8-41",.195,.366,0.171,2,1,0,2,13.6,2,.250,.616
Batting Seventh,9.2,1.14,="9-36",.250,.389,0.139,1,2,0,5,22.5,2,.308,.697
Batting Eighth,11.0,0.64,="6-39",.154,.231,0.077,1,0,0,3,25.0,1,.175,.406
Batting Ninth,9.1,0.86,="8-35",.229,.429,0.200,2,1,0,6,25.7,0,.229,.658

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Brandon Lowe LHB,Batting Second ​,="70-283",.247,.527,0.280,20,17,1,56,25.2,35,.328,.855
Bryan Reynolds SHB,Batting Third ​,="88-313",.281,.463,0.182,11,20,2,51,22.5,57,.398,.861
Marcell Ozuna RHB,Batting Fourth ​,="14-90",.156,.278,0.122,3,2,0,9,32.0,9,.240,.518
Ryan O'Hearn LHB,Batting Fourth ​,="53-187",.283,.444,0.161,8,6,0,35,26.2,13,.332,.776
Nick Gonzales RHB,Batting Fifth ​,="33-98",.337,.429,0.092,2,3,0,13,21.3,6,.398,.827
Endy Rodriguez SHB,Batting Sixth ​,="11-36",.306,.528,0.222,2,2,0,9,24.4,9,.444,.972
Esmerlyn Valdez RHB,Batting Sixth ​,="5-14",.357,.857,0.500,2,1,0,3,33.3,1,.400,1.257
Tyler Callihan LHB,Batting Seventh ​,="11-34",.324,.676,0.352,3,1,1,12,23.1,4,.385,1.061
Jake Mangum SHB,Batting Eighth ​,="27-69",.391,.478,0.087,1,3,0,6,15.8,5,.440,.918
Konnor Griffin RHB,Batting Eighth ​,="23-80",.288,.413,0.125,1,3,2,14,25.6,4,.326,.739
Jared Triolo RHB,Batting Ninth ​,="13-65",.200,.262,0.062,0,4,0,5,24.3,8,.288,.550
Henry Davis RHB,Batting Ninth ​,="20-139",.144,.331,0.187,7,5,0,19,22.9,12,.231,.562
Billy Cook RHB,Batting Ninth ​,="2-15",.133,.133,0.000,0,0,0,0,53.3,0,.133,.266
