Matchup,WSH @ BAL
Pitcher,Andrew Alvarez
Pitcher Team,WSH
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,32.1,137,0.264,0.317,0.400,0.136,1.39,2,0.56,8.8%,28.2%,27.0%,22.3%,12.9%,10.30,48.9%,7.0%,5.7%,46.6%,10.2%,22.2%,18.2%
vsLHB,8.2,41,0.316,0.361,0.474,0.158,1.73,1,1.04,7.3%,27.8%,22.0%,20.0%,12.7%,9.35,51.2%,7.6%,3.4%,41.4%,13.8%,25.0%,13.8%
vsRHB,23.1,96,0.241,0.298,0.368,0.126,1.29,1,0.39,9.4%,28.4%,29.2%,23.1%,13.1%,10.80,47.9%,6.8%,6.8%,49.2%,8.5%,20.0%,20.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Coby Mayo RHB,—,N/A,28,10,3.80,2,2,0.375,0.500,1.125,0.750,0.639,20.0%,24.0%,20.0%,12.5%,89.5,256.1,2,2,33.3%,33.3%,50.0%,33.3%,50.0%,76.7,65.2%,17.4%,8.7%,95.8%,33.3%,100.0%,16.7%,16.7%,66.7%,-,33.3%,60.0%
Taylor Ward RHB,—,N/A,20,10,4.80,1,1,0.556,0.600,1.000,0.444,0.669,10.0%,22.7%,20.0%,11.6%,94.2,255.9,2,1,14.3%,-,42.9%,42.9%,57.1%,70.1,5.3%,31.6%,10.5%,86.4%,42.9%,33.3%,28.6%,14.3%,57.1%,28.6%,14.3%,64.3%
Gunnar Henderson LHB,—,N/A,20,14,5.00,0,0,0.308,0.357,0.462,0.154,0.355,7.1%,22.2%,14.3%,10.0%,81.2,216.5,1,0,-,-,9.1%,-,9.1%,73.9,46.7%,6.7%,-,85.7%,9.1%,0.0%,9.1%,63.6%,36.4%,9.1%,54.5%,26.3%
Pete Alonso RHB,—,N/A,20,12,4.60,0,0,0.286,0.500,0.286,-,0.371,25.0%,22.2%,8.3%,7.0%,93.0,243.7,2,1,14.3%,-,28.6%,57.1%,57.1%,75.3,53.3%,33.3%,13.3%,83.3%,14.3%,0.0%,57.1%,28.6%,28.6%,57.1%,14.3%,26.7%
Colton Cowser LHB,—,N/A,4,11,4.00,0,0,0.200,0.273,0.200,-,0.221,9.1%,65.2%,36.4%,28.8%,87.7,170.6,0,0,-,-,33.3%,33.3%,33.3%,74.3,56.2%,18.8%,6.2%,72.7%,16.7%,0.0%,16.7%,50.0%,50.0%,33.3%,16.7%,41.7%
Leody Taveras SHB,—,N/A,10,10,4.00,0,0,0.222,0.300,0.222,-,0.243,10.0%,47.1%,50.0%,17.4%,62.3,179.9,0,0,-,-,-,-,25.0%,72.2,23.1%,7.7%,-,86.7%,-,-,25.0%,25.0%,25.0%,25.0%,50.0%,10.0%
Samuel Basallo LHB,—,N/A,12,10,4.40,0,0,-,-,-,-,-,-,45.5%,60.0%,24.4%,72.7,-,0,0,-,-,-,25.0%,-,73.2,30.0%,5.0%,5.0%,90.9%,-,-,-,100.0%,50.0%,25.0%,25.0%,40.0%
Blaze Alexander RHB,—,N/A,10,10,3.40,0,0,0.111,0.100,0.111,-,0.089,-,29.0%,20.0%,15.5%,90.9,302.4,1,0,-,-,-,25.0%,25.0%,71.1,22.2%,18.5%,3.7%,90.0%,12.5%,0.0%,12.5%,75.0%,50.0%,25.0%,25.0%,45.5%
Jackson Holliday LHB,—,N/A,1,10,2.80,0,0,0.111,0.200,0.111,-,0.154,10.0%,58.8%,40.0%,25.6%,91.0,283.6,2,0,-,-,-,60.0%,60.0%,69.0,7.7%,15.4%,-,86.7%,20.0%,0.0%,60.0%,20.0%,-,80.0%,20.0%,45.5%
Jeremiah Jackson RHB,—,N/A,13,9,3.40,0,1,0.222,0.222,0.333,0.111,0.240,-,33.3%,22.2%,17.8%,95.2,314.4,2,1,14.3%,14.3%,28.6%,57.1%,42.9%,74.4,38.1%,23.8%,9.5%,87.5%,14.3%,0.0%,28.6%,57.1%,57.1%,14.3%,28.6%,33.3%
Tyler O'Neill RHB,—,N/A,12,8,3.80,0,0,0.286,0.375,0.429,0.143,0.351,12.5%,38.9%,25.0%,20.0%,86.5,192.1,0,0,-,-,80.0%,40.0%,60.0%,72.6,26.7%,13.3%,13.3%,83.3%,20.0%,0.0%,60.0%,20.0%,100.0%,-,-,30.0%
Chadwick Tromp RHB,—,N/A,9,7,2.00,0,0,0.143,0.143,0.286,0.143,0.181,-,45.5%,57.1%,26.3%,90.2,297.5,1,1,-,-,-,33.3%,66.7%,69.0,-,30.0%,-,90.9%,66.7%,0.0%,33.3%,-,-,66.7%,33.3%,33.3%
Sam Huff RHB,—,N/A,4,4,2.80,0,0,0.250,0.250,0.250,-,0.222,-,50.0%,50.0%,22.2%,80.4,-,0,0,-,-,-,50.0%,-,74.0,50.0%,16.7%,16.7%,75.0%,-,-,-,100.0%,100.0%,-,-,33.3%
