Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-29,Sutter Health Park,BAL @ ATH,10:05,+38%,+14%,+1%,+22%,+0.85,+0.50,+0.06,+1.94,+30%,+14%,+1%,+19%,+0.68,+0.47,+0.14,+1.70,+7%,+1%,-1%,+3%,+0.17,+0.02,-0.08,+0.24
2026-08-29,Wrigley Field,CIN @ CHC,2:20,+15%,-8%,-5%,+1%,+0.35,-0.28,-0.54,+0.06,-3%,-11%,-3%,-7%,-0.06,-0.37,-0.33,-0.61,+18%,+3%,-2%,+8%,+0.41,+0.09,-0.21,+0.66
2026-08-29,Rogers Centre,SEA @ TOR,3:07,+13%,-7%,+1%,+2%,+0.30,-0.24,+0.14,+0.18,+6%,-2%,-2%,-2%,+0.13,-0.06,-0.24,-0.14,+7%,-5%,+4%,+4%,+0.17,-0.18,+0.38,+0.32
2026-08-29,Nationals Park,MIA @ WAS,4:05,+4%,+8%,+0%,+3%,+0.09,+0.26,+0.01,+0.24,+3%,+5%,+3%,+4%,+0.07,+0.17,+0.33,+0.32,+1%,+3%,-3%,-1%,+0.02,+0.09,-0.32,-0.08
2026-08-29,American Family Fld,TEX @ MIL,7:15,+3%,-8%,-10%,-5%,+0.07,-0.26,-1.05,-0.47,-2%,-10%,-9%,-8%,-0.04,-0.36,-0.92,-0.66,+5%,+3%,-1%,+2%,+0.12,+0.10,-0.13,+0.19
2026-08-29,Angel Stadium,PHI @ LAA,10:07,-1%,-10%,+4%,-2%,-0.03,-0.36,+0.38,-0.17,-9%,-5%,+1%,-4%,-0.20,-0.17,+0.15,-0.35,+7%,-6%,+2%,+2%,+0.17,-0.19,+0.23,+0.18
2026-08-29,Yankee Stadium,BOS @ NYY,7:15,-2%,-16%,-9%,-11%,-0.04,-0.56,-0.94,-0.96,+4%,-12%,-6%,-5%,+0.09,-0.41,-0.62,-0.44,-5%,-4%,-3%,-6%,-0.12,-0.15,-0.31,-0.53
2026-08-29,Yankee Stadium,BOS @ NYY,1:05,-3%,-12%,-1%,-4%,-0.06,-0.42,-0.11,-0.37,+4%,-11%,-5%,-4%,+0.10,-0.39,-0.52,-0.33,-7%,-1%,+4%,0%,-0.16,-0.02,+0.41,-0.04
2026-08-29,Tropicana Field,SD  @ TB,4:10,-3%,-6%,-8%,-6%,-0.07,-0.23,-0.81,-0.51,-4%,-6%,-8%,-6%,-0.09,-0.22,-0.81,-0.53,+1%,0%,0%,+0%,+0.02,-0.01,0.00,+0.02
2026-08-29,Target Field,CHW @ MIN,2:10,-4%,+2%,+4%,+3%,-0.09,+0.09,+0.45,+0.30,-7%,+2%,+2%,+1%,-0.15,+0.08,+0.24,+0.06,+3%,+0%,+2%,+3%,+0.06,+0.01,+0.21,+0.23
2026-08-29,Progressive Field,KC  @ CLE,4:10,-4%,+1%,-7%,-5%,-0.09,+0.02,-0.71,-0.40,-4%,+2%,-3%,-1%,-0.09,+0.07,-0.27,-0.07,0%,-1%,-4%,-4%,0.00,-0.05,-0.44,-0.34
2026-08-29,Truist Park,COL @ ATL,4:10,-4%,-14%,-1%,-9%,-0.08,-0.48,-0.08,-0.76,-2%,-6%,+1%,-3%,-0.05,-0.20,+0.14,-0.27,-1%,-8%,-2%,-6%,-0.02,-0.28,-0.22,-0.49
2026-08-29,Citi Field,HOU @ NYM,4:10,-6%,-17%,+3%,-4%,-0.14,-0.60,+0.34,-0.38,-2%,-19%,-5%,-8%,-0.03,-0.67,-0.48,-0.72,-5%,+2%,+8%,+4%,-0.11,+0.07,+0.82,+0.34
2026-08-29,Busch Stadium,PIT @ STL,2:15,-12%,-6%,+7%,-5%,-0.27,-0.19,+0.75,-0.45,-9%,-5%,+4%,-6%,-0.21,-0.18,+0.42,-0.55,-2%,0%,+3%,+1%,-0.06,-0.01,+0.33,+0.10
2026-08-29,Oracle Park,ARI @ SF,10:05,-18%,+15%,+11%,+5%,-0.40,+0.53,+1.20,+0.42,-20%,+14%,+6%,-1%,-0.45,+0.48,+0.60,-0.09,+2%,+1%,+6%,+6%,+0.05,+0.05,+0.60,+0.51
2026-08-29,Comerica Park,LAD @ DET,1:10,-25%,+1%,+1%,-11%,-0.55,+0.03,+0.08,-1.00,-11%,+1%,+6%,-2%,-0.26,+0.05,+0.63,-0.15,-13%,0%,-5%,-10%,-0.30,-0.01,-0.55,-0.85
2026-08-29,Oracle Park,ARI @ SF,4:05,-26%,+10%,+4%,-6%,-0.59,+0.33,+0.46,-0.55,-20%,+14%,+6%,-1%,-0.45,+0.48,+0.60,-0.09,-6%,-4%,-1%,-5%,-0.14,-0.15,-0.14,-0.46
