Matchup,PIT @ PHI
Pitcher,Alan Rangel
Pitcher Team,PHI
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,12.0,51,0.250,0.298,0.396,0.146,1.17,1,0.75,3.9%,22.0%,25.5%,23.6%,11.8%,9.75,62.7%,3.8%,2.9%,25.7%,31.4%,9.1%,22.9%
vsLHB,7.0,32,0.276,0.353,0.483,0.207,1.43,1,1.29,6.2%,17.2%,25.0%,21.6%,8.8%,10.29,56.2%,3.2%,4.8%,23.8%,33.3%,14.3%,23.8%
vsRHB,5.0,19,0.211,0.204,0.263,0.053,0.80,0,-,-,30.6%,26.3%,27.8%,18.0%,9.00,73.7%,4.9%,-,28.6%,28.6%,-,21.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Henry Davis RHB,—,N/A,26,17,3.00,3,3,0.333,0.412,1.000,0.667,0.578,5.9%,30.0%,23.5%,15.0%,80.9,350.1,5,3,18.2%,9.1%,27.3%,54.5%,18.2%,73.9,37.5%,20.8%,8.3%,85.7%,54.6%,45.5%,60.0%,9.1%,27.3%,45.5%,18.2%,36.4%,52.9%
Brandon Lowe LHB,,+265,18,20,5.00,1,2,0.250,0.300,0.500,0.250,0.322,10.0%,28.1%,15.0%,14.8%,95.9,280.5,6,3,13.3%,6.7%,20.0%,53.3%,26.7%,74.4,50.0%,30.0%,13.3%,100.0%,66.7%,40.0%,16.7%,26.7%,33.3%,40.0%,46.7%,13.3%,43.8%
Endy Rodriguez SHB,,+448,24,17,4.00,1,1,0.538,0.647,0.923,0.385,0.635,23.5%,21.4%,5.9%,9.7%,95.6,287.4,4,2,16.7%,-,8.3%,50.0%,41.7%,72.7,29.6%,40.7%,22.2%,96.4%,58.4%,16.7%,0.0%,41.7%,41.7%,50.0%,41.7%,8.3%,37.5%
Konnor Griffin RHB,,+448,36,16,4.80,1,1,0.267,0.312,0.533,0.267,0.362,6.2%,32.4%,43.8%,19.0%,93.6,288.4,3,3,12.5%,-,12.5%,62.5%,37.5%,75.2,51.4%,14.3%,11.4%,94.6%,50.0%,25.0%,50.0%,25.0%,37.5%,50.0%,25.0%,25.0%,38.5%
Esmerlyn Valdez RHB,,+341,43,16,4.00,1,2,0.357,0.438,0.714,0.357,0.482,12.5%,43.8%,43.8%,22.6%,98.2,374.5,5,2,42.9%,14.3%,14.3%,71.4%,71.4%,76.2,67.9%,17.9%,14.3%,90.3%,71.4%,57.1%,25.0%,14.3%,28.6%,14.3%,57.1%,28.6%,27.3%
Ryan O'Hearn LHB,,+440,25,16,4.20,1,1,0.312,0.312,0.625,0.312,0.401,-,12.9%,18.8%,6.3%,84.5,219.0,1,1,7.7%,7.7%,23.1%,30.8%,30.8%,71.0,8.0%,12.0%,8.0%,86.2%,46.2%,23.1%,33.3%,23.1%,38.5%,38.5%,15.4%,46.2%,27.8%
Marcell Ozuna RHB,—,N/A,21,16,4.00,1,1,0.312,0.312,0.500,0.188,0.354,-,35.7%,37.5%,14.7%,93.2,260.4,2,1,22.2%,11.1%,44.4%,55.6%,66.7%,74.6,52.4%,23.8%,9.5%,80.8%,77.8%,22.2%,50.0%,55.6%,22.2%,55.6%,33.3%,11.1%,7.1%
Nick Gonzales RHB,,+870,19,16,4.20,1,1,0.462,0.562,0.692,0.231,0.531,18.8%,21.9%,25.0%,10.8%,89.8,285.2,1,1,12.5%,12.5%,12.5%,50.0%,37.5%,71.1,17.9%,14.3%,14.3%,96.6%,50.0%,25.0%,50.0%,25.0%,50.0%,50.0%,25.0%,25.0%,33.3%
Tyler Callihan LHB,,+500,17,17,3.20,0,0,0.125,0.176,0.250,0.125,0.186,5.9%,46.3%,52.9%,27.1%,83.5,203.4,1,0,-,-,42.9%,28.6%,57.1%,70.5,10.5%,7.9%,5.3%,95.0%,71.5%,28.6%,0.0%,42.9%,-,42.9%,28.6%,28.6%,40.0%
Bryan Reynolds SHB,,+365,15,15,4.80,0,2,0.417,0.533,0.667,0.250,0.502,20.0%,30.8%,26.7%,13.6%,94.3,315.0,3,3,-,-,12.5%,62.5%,75.0%,71.7,33.3%,29.2%,8.3%,92.3%,75.0%,37.5%,0.0%,37.5%,25.0%,25.0%,50.0%,25.0%,40.0%
Jared Triolo RHB,—,N/A,16,13,3.40,0,1,0.250,0.308,0.333,0.083,0.285,7.7%,27.3%,30.8%,13.6%,91.5,269.0,1,1,-,-,25.0%,50.0%,50.0%,70.7,5.0%,25.0%,5.0%,90.9%,75.0%,25.0%,0.0%,50.0%,25.0%,37.5%,50.0%,12.5%,36.4%
Jake Mangum SHB,,+1440,9,13,4.60,0,0,0.364,0.462,0.364,-,0.374,15.4%,22.2%,23.1%,12.1%,85.5,377.4,1,1,12.5%,-,-,37.5%,12.5%,68.1,6.2%,15.6%,6.2%,88.9%,12.5%,12.5%,0.0%,-,87.5%,25.0%,25.0%,50.0%,40.0%
Billy Cook RHB,—,N/A,-,7,1.80,0,0,0.143,0.143,0.143,-,0.127,-,27.3%,14.3%,20.0%,79.3,276.7,2,2,-,-,16.7%,-,16.7%,71.8,50.0%,30.0%,10.0%,90.9%,50.0%,50.0%,0.0%,-,33.3%,33.3%,50.0%,16.7%,50.0%
