Matchup,ATL @ PIT
Pitcher,Grant Holmes
Pitcher Team,ATL
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,45.0,196,0.240,0.335,0.444,0.205,1.38,9,1.80,10.7%,26.8%,21.4%,18.6%,12.7%,8.40,57.7%,6.9%,9.9%,44.3%,26.7%,20.0%,22.1%
vsLHB,27.2,120,0.231,0.330,0.433,0.202,1.37,5,1.63,11.7%,27.1%,23.3%,21.1%,13.1%,9.11,59.2%,7.0%,13.0%,46.8%,31.2%,20.8%,23.4%
vsRHB,17.1,76,0.254,0.343,0.463,0.209,1.38,4,2.08,9.2%,26.2%,18.4%,15.1%,12.1%,7.27,55.3%,6.9%,5.6%,40.7%,20.4%,18.2%,20.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan O'Hearn LHB,,+540,15,17,4.80,3,3,0.375,0.412,0.938,0.562,0.566,5.9%,13.2%,11.8%,6.8%,91.3,267.0,3,3,21.4%,14.3%,28.6%,50.0%,50.0%,71.8,16.7%,19.4%,16.7%,94.7%,57.1%,35.7%,60.0%,21.4%,28.6%,42.9%,28.6%,28.6%,45.0%
Brandon Lowe LHB,,+360,20,19,5.00,2,3,0.222,0.263,0.611,0.389,0.369,5.3%,40.5%,42.1%,20.8%,99.4,296.1,3,2,30.0%,30.0%,40.0%,60.0%,50.0%,75.4,68.8%,25.0%,12.5%,88.9%,70.0%,40.0%,50.0%,30.0%,30.0%,60.0%,30.0%,10.0%,46.7%
Henry Davis RHB,,+625,16,19,3.20,2,2,0.333,0.474,0.800,0.467,0.522,15.8%,15.6%,5.3%,8.2%,80.2,269.2,3,2,7.1%,-,35.7%,35.7%,21.4%,73.3,39.3%,14.3%,7.1%,90.3%,42.9%,28.6%,50.0%,14.3%,35.7%,57.1%,28.6%,14.3%,50.0%
Esmerlyn Valdez RHB,,+592,28,24,4.80,1,2,0.500,0.542,0.750,0.250,0.534,12.5%,29.2%,25.0%,14.9%,83.1,281.6,5,2,20.0%,6.7%,6.7%,26.7%,53.3%,75.4,60.5%,13.2%,10.5%,84.4%,60.0%,33.3%,20.0%,26.7%,40.0%,20.0%,40.0%,40.0%,32.0%
Jared Triolo RHB,,+1000,17,20,4.00,1,4,0.421,0.450,0.789,0.368,0.525,5.0%,22.6%,15.0%,11.1%,95.8,319.6,5,5,12.5%,-,18.8%,68.8%,50.0%,70.0,3.3%,43.3%,26.7%,96.8%,56.3%,12.5%,50.0%,43.8%,43.8%,56.2%,37.5%,6.2%,42.1%
Endy Rodriguez SHB,,+750,26,19,4.40,1,1,0.400,0.526,0.733,0.333,0.521,21.1%,21.1%,10.5%,11.6%,96.6,288.9,4,3,15.4%,-,7.7%,61.5%,38.5%,73.0,27.8%,33.3%,19.4%,94.7%,53.9%,23.1%,33.3%,30.8%,46.2%,46.2%,46.2%,7.7%,33.3%
Marcell Ozuna RHB,—,N/A,21,18,4.20,1,1,0.312,0.389,0.500,0.188,0.387,11.1%,34.4%,38.9%,14.3%,90.4,242.2,1,1,12.5%,-,25.0%,50.0%,62.5%,74.6,50.0%,16.7%,4.2%,80.0%,75.0%,25.0%,50.0%,50.0%,25.0%,37.5%,37.5%,25.0%,6.2%
Nick Gonzales RHB,,+950,14,25,4.80,0,0,0.611,0.720,0.722,0.111,0.607,24.0%,22.7%,8.0%,10.2%,90.1,269.2,2,0,-,-,-,60.0%,40.0%,70.2,9.8%,22.0%,12.2%,97.6%,46.6%,13.3%,0.0%,33.3%,53.3%,33.3%,26.7%,40.0%,30.8%
Bryan Reynolds SHB,,+575,17,20,4.80,0,1,0.250,0.400,0.312,0.062,0.327,20.0%,41.0%,40.0%,18.4%,77.9,243.7,2,1,-,-,25.0%,37.5%,25.0%,71.9,21.9%,12.5%,9.4%,82.1%,37.5%,12.5%,0.0%,25.0%,37.5%,50.0%,25.0%,25.0%,37.5%
Tyler Callihan LHB,,+890,13,19,3.20,0,0,0.125,0.211,0.250,0.125,0.200,10.5%,40.0%,47.4%,20.8%,82.7,248.6,2,0,-,-,12.5%,25.0%,50.0%,70.0,8.3%,11.1%,2.8%,92.3%,62.5%,25.0%,0.0%,37.5%,25.0%,37.5%,25.0%,37.5%,38.1%
Jake Mangum SHB,,+1700,9,17,4.80,0,0,0.286,0.412,0.286,-,0.324,17.6%,20.9%,17.6%,11.2%,83.7,173.9,0,0,-,-,-,27.3%,9.1%,66.8,4.8%,16.7%,2.4%,97.7%,-,-,-,-,90.9%,27.3%,54.5%,18.2%,47.4%
Billy Cook RHB,—,N/A,1,5,1.80,0,0,0.200,0.200,0.200,-,0.178,-,44.4%,40.0%,22.2%,90.4,326.4,1,1,-,-,-,-,33.3%,73.9,50.0%,25.0%,12.5%,88.9%,66.7%,66.7%,0.0%,-,33.3%,-,66.7%,33.3%,28.6%
