Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Lawrence Butler","ATH","Daniel Lynch IV","KC","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Seiya Suzuki","CHC","Bryan Hudson","CWS","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","0"
"Sal Stewart","CIN","Kyle Leahy","STL","4","0.750","0.75","0.25","1.00","2","1","0","0","1","3","4","0.0","0.833","2"
"Cole Carrigg","COL","Eric Lauer","LAD","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Coby Mayo","BAL","Carlos Rodon","NYY","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Kyle Tucker","LAD","Ryan Feltner","COL","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"William Contreras","MIL","Bryce Miller","SEA","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Ryan Jeffers","MIN","Tyler Mahle","ATL","5","0.600","0.67","0.60","1.20","2","0","0","1","1","4","6","20.0","0.714","2"
"Jazz Chisholm Jr.","NYY","Shane Baz","BAL","9","0.556","0.67","0.44","1.00","3","1","0","1","2","2","9","22.2","0.600","1"
"Willson Contreras","BOS","Merrill Kelly","ARI","13","0.538","0.60","0.46","1.00","3","3","0","1","4","2","13","15.4","0.600","1"
"Joe Mack","MIA","Zack Wheeler","PHI","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Jo Adell","CLE","Carson Whisenhunt","SF","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Lane Thomas","ATL","Zebby Matthews","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Jonah Heim","ATH","Daniel Lynch IV","KC","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Nick Gonzales","PIT","Keider Montero","DET","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.500","0"
"Francisco Alvarez","NYM","Robbie Ray","SD","4","0.500","0.67","0.50","1.00","1","0","1","0","1","0","4","25.0","0.500","0"
"Oswald Peraza","LAA","Cristian Javier","HOU","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.500","0"
"Ke'Bryan Hayes","CIN","Kyle Leahy","STL","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.500","0"
"Austin Wells","NYY","Shane Baz","BAL","6","0.500","0.50","0.50","1.00","2","0","0","1","1","1","6","16.7","0.667","3"
"Ivan Herrera","STL","Andrew Abbott","CIN","11","0.455","0.50","0.27","0.73","4","0","0","1","1","1","8","18.2","0.500","1"
"Ildemaro Vargas","ARI","Ranger Suarez","BOS","20","0.450","0.39","0.45","0.90","4","3","0","2","5","4","18","0.0","0.500","2"
"Ezequiel Tovar","COL","Eric Lauer","LAD","9","0.444","0.50","0.33","0.78","3","0","0","1","1","3","7","33.3","0.400","0"
"Byron Buxton","MIN","Tyler Mahle","ATL","9","0.444","0.50","0.44","0.89","2","1","0","1","2","1","8","22.2","0.500","0"
"Corbin Carroll","ARI","Ranger Suarez","BOS","16","0.438","0.50","0.25","0.69","5","1","0","1","2","8","11","18.8","0.471","1"
"Otto Lopez","MIA","Zack Wheeler","PHI","16","0.438","0.50","0.25","0.69","4","2","1","0","3","2","11","12.5","0.500","2"
"Junior Caminero","TB","Jose Soriano","TOR","7","0.429","1.00","0.14","0.57","2","1","0","0","1","0","4","57.1","0.429","0"
"Elly De La Cruz","CIN","Kyle Leahy","STL","7","0.429","0.50","1.00","1.43","0","1","0","2","3","4","10","42.9","0.429","0"
"Freddie Freeman","LAD","Ryan Feltner","COL","14","0.429","0.43","0.21","0.64","4","1","1","0","2","1","9","0.0","0.579","4"
"George Springer","TOR","Nick Martinez","TB","19","0.421","0.38","0.32","0.74","6","0","0","2","2","3","14","5.3","0.522","4"
"Chandler Simpson","TB","Jose Soriano","TOR","5","0.400","0.50","0.20","0.60","1","1","0","0","1","1","3","20.0","0.400","0"
"Connor Wong","BOS","Merrill Kelly","ARI","5","0.400","0.50","0.40","0.80","0","2","0","0","2","0","4","20.0","0.400","0"
"Bryce Harper","PHI","Cade Gibson","MIA","5","0.400","0.40","0.40","0.80","0","2","0","0","2","1","4","20.0","0.429","1"
"Trevor Larnach","MIN","Tyler Mahle","ATL","10","0.400","0.67","0.30","0.70","1","3","0","0","3","1","7","40.0","0.400","0"
"Geraldo Perdomo","ARI","Ranger Suarez","BOS","15","0.400","0.50","0.07","0.47","5","1","0","0","1","2","7","20.0","0.412","1"
"Nolan Schanuel","LAA","Cristian Javier","HOU","8","0.375","0.38","0.13","0.50","2","1","0","0","1","0","4","0.0","0.375","0"
"Bryson Stott","PHI","Cade Gibson","MIA","8","0.375","0.29","0.50","0.88","1","1","0","1","2","4","7","0.0","0.375","0"
"Trent Grisham","NYY","Shane Baz","BAL","8","0.375","0.33","0.63","1.00","0","2","0","1","3","1","8","12.5","0.545","3"
"TJ Friedl","CIN","Kyle Leahy","STL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.400","1"
"Michael Toglia","CIN","Kyle Leahy","STL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Vaughn Grissom","LAA","Cristian Javier","HOU","6","0.333","0.33","0.50","0.83","1","0","0","1","1","1","5","33.3","0.333","0"
"Tommy Edman","LAD","Ryan Feltner","COL","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.333","0"
"Jake Bauers","MIL","Bryce Miller","SEA","6","0.333","0.33","0.67","1.00","0","1","0","1","2","2","6","33.3","0.333","0"
"Carlos Narvaez","BAL","Carlos Rodon","NYY","9","0.333","0.40","0.44","0.78","1","1","0","1","2","3","7","33.3","0.455","2"
"Ernie Clement","TOR","Nick Martinez","TB","7","0.286","0.17","0.43","0.71","1","0","0","1","1","3","5","0.0","0.250","0"
"Bo Bichette","NYM","Robbie Ray","SD","11","0.273","0.43","0.27","0.55","0","3","0","0","3","3","6","36.4","0.273","0"
"Tyler O'Neill","BAL","Carlos Rodon","NYY","11","0.273","0.29","0.36","0.64","1","1","0","1","2","3","7","27.3","0.333","1"
