HR Split,Overall
Dates,="6/24/2026"
Games,16

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,2:10 PM,Tanner Bibee,@,1.34,1.22,0.83,2.12,12.5%,21.0%,45.3%,31.6%,8.9%,1262
2,7:45 PM,Matthew Liberatore,vs,1.12,0.64,1.11,2.11,11.5%,21.2%,45.6%,27.4%,7.8%,1062
3,6:40 PM,Griffin Jax,vs,1.07,0.98,0.45,1.81,13.2%,30.5%,42.8%,22.8%,7.6%,569
4,6:40 PM,Ryan Weathers,@,1.03,1.31,0.66,2.06,11.4%,24.8%,40.2%,29.3%,6.9%,616
5,12:10 PM,Eury Perez,vs,1.01,0.06,1.79,1.60,15.0%,19.5%,40.4%,31.3%,9.2%,757
6,8:40 PM,JP Sears,vs,0.91,0.13,0.93,2.00,9.4%,18.1%,39.4%,36.6%,8.2%,583
7,7:07 PM,Mike Burrows,@,0.77,0.67,0.40,2.06,9.8%,22.4%,39.4%,25.9%,6.9%,862
8,3:10 PM,Kyle Freeland,vs,0.71,-0.90,1.09,1.64,10.5%,16.4%,46.7%,30.6%,8.1%,1139
9,6:45 PM,Aaron Nola,@,0.55,0.84,-0.07,1.94,9.2%,21.3%,37.7%,28.6%,5.2%,854
10,6:45 PM,Miles Mikolas,vs,0.40,-0.19,1.09,1.77,8.1%,20.7%,37.6%,28.0%,6.6%,1088
11,7:10 PM,Rhett Lowder,vs,0.38,1.33,-1.63,1.44,9.9%,21.8%,41.3%,25.2%,7.5%,324
12,7:40 PM,Joe Ryan,vs,0.29,0.44,-0.20,1.19,10.8%,16.2%,43.4%,29.5%,7.8%,1166
13,4:07 PM,Jose Soriano,vs,0.06,0.18,-0.21,1.30,8.9%,25.9%,39.8%,19.9%,5.7%,1226
14,12:10 PM,Jacob deGrom,@,-0.01,-0.24,0.26,1.28,6.9%,18.1%,42.0%,29.6%,5.8%,1118
15,9:45 PM,Tyler Mahle,vs,-0.06,-0.04,-0.11,1.58,6.3%,12.8%,35.3%,30.7%,6.4%,708
16,7:10 PM,Sean Manaea,vs,-0.07,-0.44,0.26,1.21,7.6%,19.6%,39.8%,24.4%,7.3%,591
17,4:07 PM,Trey Gibson,@,-0.15,-0.20,0.12,1.09,8.4%,21.7%,42.3%,17.4%,7.4%,223
18,6:40 PM,Bryan Woo,@,-0.17,0.01,-0.35,0.95,7.0%,12.3%,45.7%,29.2%,8.5%,1226
19,7:10 PM,Shane Drohan,@,-0.24,-1.15,0.59,1.00,9.5%,13.2%,34.9%,29.0%,7.4%,290
20,2:10 PM,Erick Fedde,vs,-0.24,-0.31,0.12,1.31,6.6%,15.9%,36.8%,25.3%,6.7%,1017
21,7:07 PM,Trey Yesavage,vs,-0.28,-0.47,0.11,1.14,6.1%,20.1%,39.6%,24.0%,6.1%,518
22,6:40 PM,Tarik Skubal,vs,-0.44,0.17,-0.36,1.01,6.0%,15.7%,41.0%,21.8%,7.5%,1152
23,6:40 PM,Noah Cameron,@,-0.52,0.10,-0.40,0.98,7.3%,12.7%,35.0%,23.3%,8.1%,990
24,1:10 PM,Nolan McLean,vs,-0.87,-0.70,-0.57,0.78,5.7%,16.1%,33.3%,22.2%,5.9%,642
25,6:40 PM,Braxton Ashcraft,vs,-0.89,-0.09,-1.33,0.65,5.0%,9.9%,39.1%,24.6%,7.4%,784
26,8:40 PM,Martin Perez,@,-0.94,-0.37,-0.87,0.61,7.1%,11.3%,35.7%,18.9%,7.6%,605
27,3:10 PM,Ranger Suarez,@,-1.30,-0.37,-1.16,0.46,5.5%,7.0%,30.8%,25.7%,6.0%,1103
28,7:40 PM,Shohei Ohtani,@,-1.52,-1.21,-1.10,0.38,3.9%,7.7%,32.4%,21.8%,5.8%,677
29,9:45 PM,Gage Jump,@,-1.93,-1.43,-1.42,0.00,2.5%,0.0%,29.6%,28.4%,6.9%,236
30,7:45 PM,Mitch Bratt,@,-,-,-,-,-,-,-,-,-,0
