Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jordan Walker,RHB,STL,Kyle Harrison,L,52.9,43.3,43.3,38.7,43.1
Seiya Suzuki,RHB,CHC,Dean Kremer,R,53.8,37.8,33.3,53.3,41.9
Juan Soto,LHB,NYM,Steven Cruz,R,30.1,42.4,28.1,50.9,39
Carter Jensen,LHB,KC,Christian Scott,R,26.9,38,49.2,30.3,38.3
Francisco Alvarez,RHB,NYM,Steven Cruz,R,54.4,41.3,20.6,47.4,37.9
Jac Caglianone,LHB,KC,Christian Scott,R,44.1,40.5,22.5,45.5,36.7
Nick Kurtz,LHB,ATH,Troy Melton,R,29.1,33.4,32.9,48.1,36.5
Hunter Goodman,RHB,COL,Roki Sasaki,R,33.2,35,38.2,36.5,36.2
Jake Burger,RHB,TEX,Walbert Urena,R,46.9,44.2,16.1,43.6,35.9
Randal Grichuk,RHB,CWS,Jake Bennett,L,28.4,46.3,16.5,46.4,35.6
Masataka Yoshida,LHB,BOS,Davis Martin,R,18.2,34.8,32.6,47,35.5
Garrett Mitchell,LHB,MIL,Michael McGreevy,R,28.1,40.9,20.1,49,35.4
Jose Siri,RHB,LAA,MacKenzie Gore,L,7,43.6,18.9,52,34.6
Miguel Amaya,RHB,CHC,Dean Kremer,R,37.5,23.1,19.9,66.7,34.5
Jarren Duran,LHB,BOS,Davis Martin,R,36.2,22.2,25.8,60.1,34.2
Bryce Eldridge,LHB,SF,Dylan Cease,R,22.9,36.2,22.2,48.7,33.8
Bobby Witt Jr.,RHB,KC,Christian Scott,R,34.8,34.4,30.4,36.4,33.7
Josh Bell,SHB,MIN,Slade Cecconi,R,24.5,28.4,41.5,33.7,33.3
A.J. Ewing,LHB,NYM,Steven Cruz,R,32.3,28.1,23.7,52,33.2
Heliot Ramos,RHB,SF,Dylan Cease,R,24.2,46,19.1,35.3,33.1
Jo Adell,RHB,LAA,MacKenzie Gore,L,38.7,42.4,24.3,27.2,32.8
Luke Raley,LHB,SEA,Tyler Phillips,R,34.2,28.6,25.8,46.6,32.8
Owen Caissie,LHB,MIA,George Kirby,R,32.1,37.9,14.3,47.6,32.7
Liam Hicks,LHB,MIA,George Kirby,R,40.7,28.6,24.7,40.2,31.5
Pete Alonso,RHB,BAL,Colin Rea,R,34.2,25.5,31.3,38.3,31.3
Trevor Larnach,LHB,MIN,Slade Cecconi,R,48.8,19.8,13.8,61.3,31.3
TJ Rumfield,LHB,COL,Roki Sasaki,R,33.7,27.4,21.4,47.2,31.2
Yandy Diaz,RHB,TB,Gerrit Cole,R,20.7,28.8,26.6,43.4,31
Christian Walker,RHB,HOU,Foster Griffin,L,20.6,28.4,23,47.9,30.9
Shohei Ohtani,LHB,LAD,Gabriel Hughes,R,34.5,24,23.4,46.9,30.6
Michael Massey,LHB,KC,Christian Scott,R,26.2,26.4,30,38,30.4
Junior Caminero,RHB,TB,Gerrit Cole,R,28.8,30.2,20.3,42.5,30.2
Jackson Holliday,LHB,BAL,Colin Rea,R,20.7,24.9,20.4,51.9,29.9
Dansby Swanson,RHB,CHC,Dean Kremer,R,46.7,25.8,22.2,36.6,29.5
Ian Happ,SHB,CHC,Dean Kremer,R,23.7,20.8,22.2,52.3,29.4
Drake Baldwin,LHB,ATL,Jared Jones,R,26.8,16.1,24.8,53.5,29.1
Edmundo Sosa,RHB,PHI,Chase Burns,R,29.9,32.4,19.8,34.4,28.9
Joe Mack,LHB,MIA,George Kirby,R,43,14.2,25,47.6,28.7
Ezequiel Duran,RHB,TEX,Walbert Urena,R,41.6,16.2,30.1,38.5,28.5
Tyrone Taylor,RHB,NYM,Steven Cruz,R,42.1,26.2,10.3,47.3,28.3
Colson Montgomery,LHB,CWS,Jake Bennett,L,43.3,21.1,21.1,40.5,28.2
Esmerlyn Valdez,RHB,PIT,Grant Holmes,R,36.3,32.5,9.3,41.3,28.1
Willson Contreras,RHB,BOS,Davis Martin,R,42.9,22.6,27,30.6,27.9
Leo Jimenez,RHB,MIA,George Kirby,R,26.4,44.3,,39.2,27.9
Dillon Dingler,RHB,DET,Jeffrey Springs,L,21,32.3,21.3,32.3,27.9
JJ Wetherholt,LHB,STL,Kyle Harrison,L,23.4,35.6,17.3,31.4,27.8
Lawrence Butler,LHB,ATH,Troy Melton,R,18.8,20.6,19,50.9,27.5
Lane Thomas,RHB,KC,Christian Scott,R,59.7,18.2,16.3,40.7,27.4
Bryce Harper,LHB,PHI,Chase Burns,R,28.9,19.6,22.8,43.4,27.4
Dalton Rushing,LHB,LAD,Gabriel Hughes,R,37.8,28,16,36,27.4
JP Crawford,LHB,SEA,Tyler Phillips,R,37.3,21.6,22.4,37.3,27.3
Josh Naylor,LHB,SEA,Tyler Phillips,R,33.3,18.1,9,59.6,27.3
Cole Carrigg,SHB,COL,Roki Sasaki,R,48,18.2,9.6,52.6,27.2
Zach Neto,RHB,LAA,MacKenzie Gore,L,39.2,25.4,18.9,34.7,27.2
Dominic Smith,LHB,ATL,Jared Jones,R,53.5,22.9,17.8,33.9,27.2
Francisco Lindor,SHB,NYM,Steven Cruz,R,17.4,26.3,17.4,43.8,27.1
Manny Machado,RHB,SD,Jose Cabrera,R,23.7,20.9,24,40.9,27.1
Willi Castro,SHB,COL,Roki Sasaki,R,32.7,26.3,19.6,34.8,27.1
Cal Raleigh,SHB,SEA,Tyler Phillips,R,35.8,18.6,18.6,45.8,27.1
Shea Langeliers,RHB,ATH,Troy Melton,R,49.7,14.9,20.7,42.7,27.1
Kyle Tucker,LHB,LAD,Gabriel Hughes,R,54.7,21,20.3,32.8,27.1
Heriberto Hernandez,RHB,MIA,George Kirby,R,29.4,24.3,19.4,39,27
James Wood,LHB,WSH,Spencer Arrighetti,R,25.5,35.9,8.2,36.5,26.7
Mookie Betts,RHB,LAD,Gabriel Hughes,R,54.5,18.1,28.9,24.5,26.6
Kazuma Okamoto,RHB,TOR,Logan Webb,R,33.6,26.6,19.3,32,26.5
Esteury Ruiz,RHB,MIA,George Kirby,R,42.2,30.9,9.2,34.7,26.5
Mickey Moniak,LHB,COL,Roki Sasaki,R,33.9,18.2,18.1,44.8,26.4
Kyle Schwarber,LHB,PHI,Chase Burns,R,25.6,18.3,25.6,38.4,26.2
Endy Rodriguez,SHB,PIT,Grant Holmes,R,33.7,29.1,17.8,29.4,26.2
Yordan Alvarez,LHB,HOU,Foster Griffin,L,36,17.3,40.5,17.3,26.1
Alex Bregman,RHB,CHC,Dean Kremer,R,42.7,21,22.1,31,26
Jeff McNeil,LHB,ATH,Troy Melton,R,27.9,21.6,14.7,44.3,25.8
Michael Harris II,LHB,ATL,Jared Jones,R,33.9,17.5,16,45.6,25.7
Michael Conforto,LHB,CHC,Dean Kremer,R,28.8,21.3,27,28.8,25.6
Jake McCarthy,LHB,COL,Roki Sasaki,R,44,28.7,9.6,33,25.6
Josh Smith,LHB,TEX,Walbert Urena,R,31.4,28.1,6.9,42.1,25.6
Colton Cowser,LHB,BAL,Colin Rea,R,26,30.2,19,25.6,25.3
Jared Young,LHB,NYM,Steven Cruz,R,54.5,22.3,25.4,17.4,25.2
Nick Loftin,RHB,KC,Christian Scott,R,73.3,13.4,18.2,30.4,25.1
Michael Busch,LHB,CHC,Dean Kremer,R,36.5,28.3,18.4,23.8,25
Carson Benge,LHB,NYM,Steven Cruz,R,32.1,32.3,9.4,30.3,24.9
Christian Yelich,LHB,MIL,Michael McGreevy,R,30.6,22.9,22.9,27.3,24.8
Freddie Freeman,LHB,LAD,Gabriel Hughes,R,10.6,26.6,27.1,24.9,24.7
Sung-Mun Song,LHB,SD,Jose Cabrera,R,37.4,24.5,13,33.7,24.6
Jonathan Aranda,LHB,TB,Gerrit Cole,R,30.8,23.9,12.8,36.1,24.3
Jeremiah Jackson,RHB,BAL,Colin Rea,R,50.5,19.3,27,17.6,24.3
Mike Yastrzemski,LHB,ATL,Jared Jones,R,25.2,20.2,29.1,22.9,24
Cedric Mullins,LHB,TB,Gerrit Cole,R,29.8,16.5,19,38.2,24
Jackson Merrill,LHB,SD,Jose Cabrera,R,31.1,24.6,18.6,26.5,23.9
Pete Crow-Armstrong,LHB,CHC,Dean Kremer,R,25.4,24.4,10.4,38.3,23.8
Luis Torrens,RHB,NYM,Steven Cruz,R,46.7,10.3,9.2,50.1,23.6
Kyle Stowers,LHB,MIA,George Kirby,R,16.1,16.8,10.2,51.8,23.5
Adley Rutschman,SHB,BAL,Colin Rea,R,24.1,30.2,13.5,25.2,23.3
Max Schuemann,RHB,NYY,Shane McClanahan,L,33.1,28.1,11.1,26.3,23
Jorge Mateo,RHB,ATL,Jared Jones,R,49.5,18.8,14.4,28.1,22.9
Kody Clemens,LHB,MIN,Slade Cecconi,R,24.9,22.7,5.1,43.9,22.9
Derek Hill,RHB,PHI,Chase Burns,R,15.3,16.2,8.3,52,22.7
Wilyer Abreu,LHB,BOS,Davis Martin,R,30,13,,60.5,22.7
Victor Mesa Jr.,LHB,TB,Gerrit Cole,R,37.4,26.7,,37.6,22.5
Brett Baty,LHB,NYM,Steven Cruz,R,31.9,12.1,10.7,46.4,22.2
Amed Rosario,RHB,NYY,Shane McClanahan,L,27.9,21,21,22.1,22
George Springer,RHB,TOR,Logan Webb,R,33.7,10.4,13.6,42.8,21.8
Corbin Carroll,LHB,ARI,Michael King,R,17.9,10.3,10.3,53.1,21.8
Gary Sanchez,RHB,MIL,Michael McGreevy,R,25.3,21.5,26.2,15.2,21.7
Randy Arozarena,RHB,SEA,Tyler Phillips,R,39.3,11.7,18.1,32.8,21.7
Coby Mayo,RHB,BAL,Colin Rea,R,41.2,9,8.7,47.4,21.7
Anthony Volpe,RHB,NYY,Shane McClanahan,L,24.8,10.8,11.1,47.6,21.5
Jake Bauers,LHB,MIL,Michael McGreevy,R,33,22,16,21.9,21.3
Miguel Vargas,RHB,CWS,Jake Bennett,L,36.5,9.5,17.2,36.7,21.3
Trent Grisham,LHB,NYY,Shane McClanahan,L,47.4,16.7,8.3,33,21.3
Nolan Arenado,RHB,ARI,Michael King,R,25.4,16.5,15.3,32.2,21
Ezequiel Tovar,RHB,COL,Roki Sasaki,R,38.1,17.3,20.3,20.3,21
Pedro Ramirez,SHB,CHC,Dean Kremer,R,41.1,8.5,,55.2,20.9
Alejandro Kirk,RHB,TOR,Logan Webb,R,22.7,12.8,16,37.3,20.9
Zack Gelof,RHB,ATH,Troy Melton,R,24.5,8.9,17.8,39.9,20.9
Alejandro Osuna,LHB,TEX,Walbert Urena,R,10.4,13.7,14.4,43,20.9
Dylan Beavers,LHB,BAL,Colin Rea,R,27.1,9,9.9,47.8,20.8
Otto Lopez,RHB,MIA,George Kirby,R,34.6,14,9,39,20.8
David Fry,RHB,CLE,Connor Prielipp,L,5.8,7.8,16.2,50.7,20.8
Tyler Tolbert,RHB,KC,Christian Scott,R,50.8,18.6,8.5,26.7,20.8
Gunnar Henderson,LHB,BAL,Colin Rea,R,29.3,13.5,7.7,42.8,20.7
Marcell Ozuna,RHB,PIT,Grant Holmes,R,28.1,19.3,9.3,33.1,20.6
Tommy Troy,RHB,ARI,Michael King,R,32.2,24.2,9.4,24.2,20.6
Kyle Karros,RHB,COL,Roki Sasaki,R,41.5,16.1,12.2,28.7,20.6
Casey Schmitt,RHB,SF,Dylan Cease,R,35.7,13.3,14.8,31.8,20.6
Joc Pederson,LHB,TEX,Walbert Urena,R,29.1,22.7,23.1,10.4,20.4
Gavin Sheets,LHB,SD,Jose Cabrera,R,20.9,15.8,19.6,27.2,20.3
Xander Bogaerts,RHB,SD,Jose Cabrera,R,41.4,16.6,12,27.1,20.3
Dylan Crews,RHB,WSH,Spencer Arrighetti,R,27.2,28.8,11.1,16.7,20.3
Kevin McGonigle,LHB,DET,Jeffrey Springs,L,23.5,13.9,16.7,31.8,20.2
Tristan Gray,LHB,MIN,Slade Cecconi,R,38,23.9,,32.2,20.2
Vaughn Grissom,RHB,LAA,MacKenzie Gore,L,31.6,8.4,,56,20.1
Max Muncy,LHB,LAD,Gabriel Hughes,R,40.3,12.5,15.1,28.4,20
Samuel Basallo,LHB,BAL,Colin Rea,R,37.6,9.5,9.5,39.3,19.8
Victor Caratini,SHB,MIN,Slade Cecconi,R,38.1,11.3,15.6,29.3,19.8
Andy Pages,RHB,LAD,Gabriel Hughes,R,30.4,4.1,27.9,27.9,19.8
Rafael Devers,LHB,SF,Dylan Cease,R,31,13.7,18,25.8,19.7
Henry Bolte,RHB,ATH,Troy Melton,R,54.1,17.2,,33.1,19.7
Brandon Lowe,LHB,PIT,Grant Holmes,R,34,22.1,15.2,16.1,19.7
Sal Frelick,LHB,MIL,Michael McGreevy,R,34.8,19,,38.3,19.7
Jackson Chourio,RHB,MIL,Michael McGreevy,R,33.4,21.8,8.1,25.3,19.7
Geraldo Perdomo,SHB,ARI,Michael King,R,19.1,14,7.1,42.7,19.6
Nathan Lukes,LHB,TOR,Logan Webb,R,21.4,7.2,16.3,40.4,19.6
Cam Smith,RHB,HOU,Foster Griffin,L,17.6,8.9,17.2,38.3,19.6
Gabriel Moreno,RHB,ARI,Michael King,R,24,14.2,9.8,36.3,19.4
Alex Freeland,SHB,LAD,Gabriel Hughes,R,38,32,8,8,19.4
Salvador Perez,RHB,KC,Christian Scott,R,32.8,19.2,16.8,16.9,19.3
Xavier Edwards,SHB,MIA,George Kirby,R,38.4,16.5,7.8,29.3,19.3
Matt Olson,LHB,ATL,Jared Jones,R,17.4,13.5,14.3,33.7,19.2
Bo Bichette,RHB,NYM,Steven Cruz,R,48.3,,11.1,44.2,19.2
Eric Haase,RHB,SF,Dylan Cease,R,20.2,17.3,9.2,33.2,19.1
Ozzie Albies,SHB,ATL,Jared Jones,R,43.3,9.3,17,25.2,19
Taylor Walls,SHB,TB,Gerrit Cole,R,38.9,22.8,,28.1,18.9
Fernando Tatis Jr.,RHB,SD,Jose Cabrera,R,21.4,25.7,3.3,26.9,18.8
Max Muncy,RHB,ATH,Troy Melton,R,28.2,4.8,13.2,41.4,18.8
Jose Altuve,RHB,HOU,Foster Griffin,L,36.1,8.2,,48.3,18.6
CJ Abrams,LHB,WSH,Spencer Arrighetti,R,29.1,12.4,8.2,35.6,18.6
Matt Vierling,RHB,DET,Jeffrey Springs,L,33.4,14.7,,40.6,18.6
Austin Wells,LHB,NYY,Shane McClanahan,L,41.9,11.9,,40.9,18.6
Alex Jackson,RHB,MIN,Slade Cecconi,R,37.5,8.5,8.5,37.5,18.6
Jonny DeLuca,RHB,TB,Gerrit Cole,R,44.1,8.5,20.3,20.3,18.6
Lars Nootbaar,LHB,STL,Kyle Harrison,L,31.4,11.8,11.8,30.4,18.4
Logan O'Hoppe,RHB,LAA,MacKenzie Gore,L,29.9,8.4,,49.6,18.3
Jung Hoo Lee,LHB,SF,Dylan Cease,R,25.9,10,18.1,27,18.3
Ceddanne Rafaela,RHB,BOS,Davis Martin,R,38.2,9.9,10.4,31.3,18.2
Austin Riley,RHB,ATL,Jared Jones,R,44.8,12.6,8.7,26.9,18.2
Alec Burleson,LHB,STL,Kyle Harrison,L,21.5,19.4,10.8,24.2,18.2
Evan Carter,LHB,TEX,Walbert Urena,R,34.4,22.4,6.8,19.7,18.2
Daylen Lile,LHB,WSH,Spencer Arrighetti,R,23.2,21,7,25.7,18.2
Jacob Wilson,RHB,ATH,Troy Melton,R,28,8.3,6.9,41.4,18.1
Willy Adames,RHB,SF,Dylan Cease,R,38.2,7.3,12.5,31.4,18
Tommy Edman,SHB,LAD,Gabriel Hughes,R,43.8,16,,32,18
Daniel Schneemann,LHB,CLE,Connor Prielipp,L,43.2,10.6,10.6,26.6,17.9
Dominic Canzone,LHB,SEA,Tyler Phillips,R,22.1,21.7,9.8,20.6,17.9
Hunter Feduccia,LHB,TB,Gerrit Cole,R,18.3,16.4,,41,17.8
Isaac Collins,SHB,KC,Christian Scott,R,59.3,14.9,,26.8,17.8
Nico Hoerner,RHB,CHC,Dean Kremer,R,42.3,,6.5,46.1,17.7
Edouard Julien,LHB,COL,Roki Sasaki,R,29.4,12,11.6,28.2,17.7
Ben Rice,LHB,NYY,Shane McClanahan,L,35.1,10.2,19.1,19.7,17.7
Brandon Nimmo,LHB,TEX,Walbert Urena,R,24.9,15.5,6.9,30.3,17.6
Griffin Conine,LHB,MIA,George Kirby,R,29.8,10.2,10.2,31.7,17.5
Andres Gimenez,LHB,TOR,Logan Webb,R,21.2,9.5,12.1,33.7,17.5
Justin Foscue,RHB,TEX,Walbert Urena,R,32.5,8.1,8.1,36.1,17.5
Connor Wong,RHB,BOS,Davis Martin,R,37,6.5,,45.5,17.4
Bryan Reynolds,SHB,PIT,Grant Holmes,R,34,13.4,9,26.6,17.4
Brice Turang,LHB,MIL,Michael McGreevy,R,20.7,12.4,16.1,24.7,17.4
Spencer Torkelson,RHB,DET,Jeffrey Springs,L,27.1,19.7,8.1,21.3,17.4
Jared Triolo,RHB,PIT,Grant Holmes,R,45,11.3,8.6,24.7,17.2
Teoscar Hernandez,RHB,LAD,Gabriel Hughes,R,40.9,9.1,9.1,28.2,17.1
Brandon Marsh,LHB,PHI,Chase Burns,R,27.5,17.5,12,18.4,17.1
Taylor Ward,RHB,BAL,Colin Rea,R,38.2,18.2,,27.4,17
Jacob Young,RHB,WSH,Spencer Arrighetti,R,42.4,17.8,14.7,8.5,17
Ivan Herrera,RHB,STL,Kyle Harrison,L,31.8,9,9,31.5,16.9
Mark Vientos,RHB,NYM,Steven Cruz,R,45.7,4.9,10.3,29.5,16.8
Nelson Velazquez,RHB,STL,Kyle Harrison,L,29.4,9.9,9.9,29.6,16.8
Jose Caballero,RHB,NYY,Shane McClanahan,L,18.2,9.9,21,21,16.8
