Matchup,TB @ MIA
Pitcher,Ryan Gusto
Pitcher Team,MIA
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,3.0,14,0.357,0.314,0.357,-,1.67,0,-,-,23.1%,28.6%,30.8%,11.5%,12.00,71.4%,9.6%,10.0%,50.0%,20.0%,-,20.0%
vsLHB,1.1,7,0.429,0.376,0.429,-,2.25,0,-,-,-,14.3%,100.0%,-,6.75,71.4%,14.3%,-,50.0%,16.7%,-,33.3%
vsRHB,1.2,7,0.286,0.251,0.286,-,1.20,0,-,-,37.5%,42.9%,25.0%,19.4%,16.20,71.4%,6.5%,25.0%,50.0%,25.0%,-,-

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Vilade RHB,N/A,20,3.60,2,2,0.200,0.350,0.600,0.400,0.384,20.0%,14.6%,5.0%,6.7%,87.3,13.3%,13.3%,13.3%,33.3%,33.3%,76.4,64.9%,10.8%,8.1%,92.5%,26.7%,50.0%,20.0%,46.7%,26.7%,60.0%,13.3%,30.4%
Junior Caminero RHB,+435,30,4.60,1,2,0.308,0.400,0.423,0.115,0.364,13.3%,15.2%,13.3%,6.4%,93.8,9.1%,4.5%,9.1%,63.6%,9.1%,79.2,88.1%,35.7%,23.8%,93.3%,18.2%,25.0%,4.5%,77.3%,36.4%,54.5%,9.1%,21.4%
Yandy Diaz RHB,+720,21,4.40,1,2,0.235,0.381,0.471,0.235,0.369,19.0%,7.7%,14.3%,3.3%,93.5,14.3%,-,-,50.0%,28.6%,74.2,47.4%,23.7%,15.8%,97.4%,35.7%,20.0%,7.1%,50.0%,-,64.3%,35.7%,26.9%
Jonathan Aranda LHB,+568,18,4.60,1,3,0.462,0.556,0.692,0.231,0.508,22.2%,14.3%,16.7%,6.0%,99.6,27.3%,27.3%,45.5%,72.7%,54.5%,70.7,13.3%,33.3%,23.3%,85.7%,36.4%,25.0%,45.5%,18.2%,63.6%,18.2%,18.2%,47.8%
Cedric Mullins LHB,+710,17,3.80,1,1,0.267,0.353,0.533,0.267,0.379,11.8%,16.7%,17.6%,6.2%,90.0,8.3%,8.3%,41.7%,33.3%,66.7%,71.0,6.9%,31.0%,10.3%,96.7%,33.3%,25.0%,41.7%,16.7%,58.3%,33.3%,8.3%,22.2%
Hunter Feduccia LHB,+1260,11,3.00,1,3,0.500,0.545,1.000,0.500,0.586,18.2%,22.7%,18.2%,11.6%,91.7,14.3%,-,14.3%,71.4%,57.1%,70.6,4.8%,28.6%,14.3%,100.0%,57.1%,25.0%,28.6%,-,14.3%,42.9%,42.9%,40.0%
Chandler Simpson LHB,+1820,25,4.00,0,0,0.292,0.320,0.333,0.042,0.290,4.0%,10.8%,12.0%,5.1%,84.1,-,-,9.5%,14.3%,19.0%,65.8,3.3%,53.3%,3.3%,85.7%,23.8%,0.0%,19.0%,42.9%,38.1%,23.8%,38.1%,30.8%
Taylor Walls SHB,+1260,19,4.40,0,0,0.176,0.263,0.353,0.176,0.267,10.5%,30.0%,31.6%,13.4%,88.3,18.2%,9.1%,18.2%,36.4%,36.4%,67.7,7.1%,32.1%,3.6%,93.3%,18.2%,0.0%,27.3%,36.4%,54.5%,9.1%,36.4%,28.6%
Nick Fortes RHB,N/A,19,3.00,0,0,0.263,0.263,0.316,0.053,0.254,-,12.2%,5.3%,7.8%,82.4,-,-,22.2%,22.2%,16.7%,74.1,36.8%,15.8%,7.9%,92.7%,16.7%,0.0%,16.7%,44.4%,61.1%,22.2%,11.1%,38.1%
Ben Williamson RHB,N/A,19,2.60,0,0,0.333,0.474,0.333,-,0.375,15.8%,15.6%,15.8%,6.0%,85.0,-,-,-,41.7%,8.3%,66.2,4.2%,29.2%,-,88.9%,-,-,8.3%,83.3%,33.3%,50.0%,16.7%,10.0%
Richie Palacios LHB,+880,16,4.40,0,0,0.083,0.312,0.083,-,0.218,25.0%,32.1%,18.8%,13.0%,87.1,-,-,22.2%,11.1%,11.1%,69.2,4.0%,24.0%,4.0%,89.3%,33.3%,0.0%,11.1%,44.4%,66.7%,22.2%,11.1%,26.7%
Victor Mesa Jr. LHB,+670,12,3.40,0,0,0.111,0.333,0.111,-,0.236,25.0%,37.5%,25.0%,17.6%,96.4,-,-,16.7%,66.7%,33.3%,74.1,31.8%,22.7%,13.6%,91.7%,16.7%,0.0%,33.3%,16.7%,33.3%,50.0%,16.7%,37.5%
Oliver Dunn LHB,N/A,5,2.00,0,0,-,0.200,-,-,0.130,20.0%,33.3%,40.0%,11.1%,79.1,-,-,-,-,-,73.9,33.3%,-,-,100.0%,-,-,-,50.0%,50.0%,50.0%,-,0.0%
