Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Wade Meckler","LAA","Jacob deGrom","TEX","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","1"
"Richie Palacios","TB","Will Warren","NYY","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Brandon Lowe","PIT","Hurston Waldrep","ATL","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","1"
"Tyler Heineman","LAA","Jacob deGrom","TEX","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Dansby Swanson","CHC","Shane Baz","BAL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"James Outman","DET","J.T. Ginn","ATH","2","1.000","1.00","1.00","2.00","0","2","0","0","2","0","4","0.0","1.000","0"
"Ivan Herrera","STL","Robert Gasser","MIL","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","0"
"Cody Bellinger","NYY","Ian Seymour","TB","3","1.000","1.00","1.33","2.33","1","1","0","1","2","2","7","0.0","1.000","0"
"Kerry Carpenter","DET","J.T. Ginn","ATH","7","0.714","0.83","0.14","0.86","4","1","0","0","1","1","6","14.3","0.714","0"
"Jackson Chourio","MIL","Matt Svanson","STL","3","0.667","1.00","0.33","1.00","1","1","0","0","1","1","3","33.3","0.667","0"
"Leody Taveras","BAL","Matthew Boyd","CHC","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Daniel Schneemann","CLE","Taj Bradley","MIN","5","0.600","1.00","0.40","1.00","1","2","0","0","2","0","5","40.0","0.600","0"
"Alec Bohm","PHI","Andrew Abbott","CIN","7","0.571","0.43","0.71","1.29","1","2","0","1","3","5","9","0.0","0.556","1"
"Alex Bregman","CHC","Shane Baz","BAL","9","0.556","0.50","0.56","1.11","2","2","0","1","3","1","10","0.0","0.556","0"
"Rhys Hoskins","CLE","Taj Bradley","MIN","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Taylor Walls","TB","Will Warren","NYY","4","0.500","0.40","0.25","0.75","1","1","0","0","1","1","3","0.0","0.400","0"
"Zach Neto","LAA","Jacob deGrom","TEX","10","0.500","0.75","0.80","1.30","1","2","0","2","4","3","13","40.0","0.545","1"
"Edmundo Sosa","PHI","Andrew Abbott","CIN","7","0.429","0.43","0.14","0.57","2","1","0","0","1","0","4","0.0","0.444","1"
"Andy Pages","LAD","Michael Lorenzen","COL","5","0.400","0.25","0.60","1.00","1","0","0","1","1","1","5","0.0","0.400","0"
"Tommy Edman","LAD","Michael Lorenzen","COL","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.500","1"
"JJ Bleday","CIN","Zack Wheeler","PHI","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.500","1"
"Jonathan Aranda","TB","Will Warren","NYY","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.571","2"
"Lars Nootbaar","STL","Jacob Misiorowski","MIL","5","0.400","0.50","0.20","0.60","1","1","0","0","1","2","3","20.0","0.571","1"
"Ty France","SD","Zac Gallen","ARI","8","0.375","0.33","0.38","0.75","2","0","0","1","1","1","6","12.5","0.375","0"
"Jorge Soler","LAA","Jacob deGrom","TEX","11","0.364","0.43","0.36","0.73","2","1","0","1","2","2","8","27.3","0.462","2"
"Ben Rice","NYY","Ian Seymour","TB","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Kyle Karros","COL","Justin Wrobleski","LAD","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Colby Thomas","ATH","Tarik Skubal","DET","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Cal Raleigh","SEA","Max Meyer","MIA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Josh Naylor","SEA","Max Meyer","MIA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Michael Conforto","CHC","Shane Baz","BAL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Ezequiel Tovar","COL","Justin Wrobleski","LAD","6","0.333","0.50","0.17","0.50","1","1","0","0","1","0","3","33.3","0.333","0"
"Adley Rutschman","BAL","Matthew Boyd","CHC","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.333","0"
"Byron Buxton","MIN","Joey Cantillo","CLE","6","0.333","0.50","0.33","0.67","0","2","0","0","2","0","4","33.3","0.500","2"
"Kyle Higashioka","TEX","Jose Soriano","LAA","6","0.333","0.50","0.33","0.67","1","0","1","0","1","1","4","33.3","0.333","0"
"Ivan Herrera","STL","Jacob Misiorowski","MIL","9","0.333","0.40","0.44","0.78","1","1","0","1","2","2","7","33.3","0.400","1"
"Gavin Sheets","SD","Zac Gallen","ARI","9","0.333","0.40","0.44","0.78","1","1","0","1","2","1","7","33.3","0.400","1"
"Ketel Marte","ARI","German Marquez","SD","46","0.304","0.33","0.24","0.54","8","3","1","2","6","9","25","17.4","0.396","6"
"Max Kepler","ARI","German Marquez","SD","10","0.300","0.38","0.20","0.50","1","2","0","0","2","1","5","20.0","0.300","0"
"Bryce Harper","PHI","Andrew Abbott","CIN","10","0.300","0.33","0.10","0.40","2","1","0","0","1","1","4","20.0","0.273","0"
"Jake Cronenworth","SD","Zac Gallen","ARI","30","0.300","0.35","0.20","0.50","5","3","0","1","4","3","15","20.0","0.417","5"
"Jacob Wilson","ATH","Tarik Skubal","DET","7","0.286","0.33","0.29","0.57","1","0","1","0","1","2","4","14.3","0.375","1"
"Logan O'Hoppe","LAA","Jacob deGrom","TEX","7","0.286","0.50","0.14","0.43","1","1","0","0","1","2","3","42.9","0.286","0"
"Xander Bogaerts","SD","Zac Gallen","ARI","21","0.286","0.31","0.19","0.48","4","1","0","1","2","2","10","19.0","0.318","1"
"J.T. Realmuto","PHI","Andrew Abbott","CIN","11","0.273","0.30","0.27","0.55","0","3","0","0","3","0","6","9.1","0.273","0"
"Juan Soto","NYM","Seth Lugo","KC","19","0.263","0.29","0.16","0.42","4","0","0","1","1","2","8","26.3","0.423","6"
"Manny Machado","SD","Zac Gallen","ARI","31","0.258","0.28","0.16","0.42","5","2","0","1","3","2","13","16.1","0.324","3"
"Brandon Nimmo","TEX","Jose Soriano","LAA","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Royce Lewis","MIN","Joey Cantillo","CLE","8","0.250","0.33","0.13","0.38","1","1","0","0","1","2","3","25.0","0.333","1"
"Shohei Ohtani","LAD","Michael Lorenzen","COL","12","0.250","0.30","0.08","0.33","2","1","0","0","1","3","4","25.0","0.231","0"
"Nolan Arenado","ARI","German Marquez","SD","17","0.235","0.21","0.24","0.47","2","1","0","1","2","2","8","11.8","0.235","0"
"Fernando Tatis Jr.","SD","Zac Gallen","ARI","26","0.231","0.21","0.38","0.62","2","1","0","3","4","6","16","34.6","0.355","5"
"Jazz Chisholm Jr.","NYY","Ian Seymour","TB","5","0.200","0.50","0.40","0.60","0","0","1","0","1","1","3","60.0","0.200","0"
"Derek Hill","PHI","Andrew Abbott","CIN","5","0.200","0.00","0.60","0.80","0","0","0","1","1","4","4","20.0","0.200","0"
"Zack Gelof","ATH","Tarik Skubal","DET","11","0.182","0.33","0.18","0.36","0","2","0","0","2","0","4","45.5","0.182","0"
"Corbin Carroll","ARI","German Marquez","SD","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","16.7","0.375","1"
"Geraldo Perdomo","ARI","German Marquez","SD","12","0.167","0.20","0.08","0.25","1","1","0","0","1","0","3","16.7","0.412","4"
"Jonah Heim","ATH","Tarik Skubal","DET","18","0.167","0.15","0.22","0.39","1","1","0","1","2","5","7","22.2","0.211","1"
"Shea Langeliers","ATH","Tarik Skubal","DET","13","0.154","0.25","0.23","0.38","1","0","0","1","1","4","5","61.5","0.154","0"
"Evan Carter","TEX","Jose Soriano","LAA","7","0.143","0.14","0.14","0.29","0","1","0","0","1","2","2","0.0","0.250","1"
"TJ Friedl","CIN","Zack Wheeler","PHI","7","0.143","0.14","0.14","0.29","0","1","0","0","1","0","2","0.0","0.143","0"
"Tyler Stephenson","CIN","Zack Wheeler","PHI","7","0.143","0.33","0.14","0.29","0","1","0","0","1","1","2","57.1","0.250","1"
"Elly De La Cruz","CIN","Zack Wheeler","PHI","8","0.125","0.20","0.13","0.25","0","1","0","0","1","1","2","37.5","0.222","1"
"Lourdes Gurriel Jr.","ARI","German Marquez","SD","8","0.125","0.14","0.25","0.38","0","0","1","0","1","2","3","12.5","0.222","1"
"Luis Campusano","SD","Zac Gallen","ARI","9","0.111","0.00","0.33","0.44","0","0","0","1","1","1","4","33.3","0.111","0"
"Spencer Steer","CIN","Zack Wheeler","PHI","10","0.100","0.14","0.10","0.20","0","1","0","0","1","0","2","30.0","0.182","1"
