Matchup,LAA @ SEA
Pitcher,Bryce Miller
Pitcher Team,SEA
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,45.0,163,0.177,0.227,0.342,0.165,0.73,7,1.40,3.1%,29.3%,33.1%,23.9%,16.9%,10.80,63.6%,8.2%,7.7%,27.9%,32.7%,20.6%,21.2%
vsLHB,25.0,88,0.155,0.195,0.274,0.119,0.68,2,0.72,4.5%,28.6%,33.0%,22.1%,16.9%,10.44,62.1%,7.1%,5.5%,23.6%,30.9%,11.8%,20.0%
vsRHB,20.0,75,0.203,0.265,0.419,0.216,0.80,5,2.25,1.3%,30.4%,33.3%,26.3%,16.9%,11.25,65.3%,9.5%,10.2%,32.7%,34.7%,29.4%,22.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,,+440,34,13,4.20,3,4,0.385,0.385,1.231,0.846,0.680,-,37.2%,23.1%,21.9%,88.8,344.4,5,4,30.0%,30.0%,50.0%,50.0%,30.0%,71.2,13.2%,18.4%,5.3%,90.5%,70.0%,60.0%,50.0%,10.0%,30.0%,60.0%,10.0%,30.0%,42.9%
Donovan Walton LHB,,+1080,15,19,3.80,2,2,0.421,0.421,0.947,0.526,0.582,-,13.2%,15.8%,7.9%,94.2,295.4,8,3,6.2%,-,25.0%,43.8%,56.2%,67.5,-,41.2%,14.7%,91.9%,87.6%,43.8%,28.6%,43.8%,12.5%,31.2%,37.5%,31.2%,29.4%
Jorge Soler RHB,,+507,27,19,4.20,1,1,0.267,0.368,0.600,0.333,0.392,15.8%,48.4%,31.6%,21.7%,89.3,296.9,3,2,10.0%,10.0%,30.0%,50.0%,60.0%,74.3,50.0%,23.3%,6.7%,96.8%,80.0%,40.0%,25.0%,40.0%,20.0%,40.0%,40.0%,20.0%,41.7%
Vaughn Grissom RHB,—,N/A,22,18,2.80,1,2,0.294,0.333,0.588,0.294,0.397,-,22.2%,33.3%,11.9%,89.4,294.8,6,2,18.2%,9.1%,27.3%,27.3%,63.6%,71.4,20.6%,23.5%,5.9%,94.4%,81.9%,36.4%,25.0%,45.5%,9.1%,36.4%,36.4%,27.3%,23.5%
Jo Adell RHB,,+478,28,16,4.20,1,2,0.312,0.312,0.750,0.438,0.447,-,38.9%,31.2%,20.0%,94.7,298.9,4,3,18.2%,-,18.2%,63.6%,45.5%,76.7,60.7%,17.9%,14.3%,84.8%,54.6%,27.3%,33.3%,27.3%,36.4%,45.5%,27.3%,27.3%,33.3%
Denzer Guzman RHB,,+560,20,16,4.20,1,1,0.154,0.312,0.385,0.231,0.309,18.8%,17.9%,12.5%,8.9%,91.4,316.0,4,3,18.2%,9.1%,18.2%,45.5%,36.4%,72.4,14.8%,33.3%,7.4%,96.4%,63.7%,36.4%,25.0%,27.3%,36.4%,36.4%,45.5%,18.2%,35.7%
Logan O'Hoppe RHB,,+640,19,14,3.20,1,2,0.286,0.286,0.500,0.214,0.341,-,14.8%,21.4%,9.5%,86.7,268.8,3,2,-,-,36.4%,36.4%,27.3%,69.9,13.6%,27.3%,13.6%,84.6%,54.6%,36.4%,25.0%,18.2%,27.3%,54.5%,36.4%,9.1%,45.5%
Tyler Heineman SHB,—,N/A,6,12,3.40,1,1,0.222,0.417,0.667,0.444,0.449,16.7%,16.0%,8.3%,6.5%,80.9,232.4,1,1,14.3%,14.3%,28.6%,14.3%,28.6%,65.9,-,12.5%,4.2%,96.0%,57.2%,42.9%,33.3%,14.3%,28.6%,42.9%,14.3%,42.9%,6.7%
Wade Meckler LHB,,+1460,15,16,3.60,0,0,0.250,0.250,0.250,-,0.222,-,12.0%,31.2%,5.9%,85.9,248.2,2,0,-,-,18.2%,27.3%,54.5%,66.5,-,26.1%,8.7%,92.0%,54.6%,27.3%,0.0%,27.3%,45.5%,36.4%,36.4%,27.3%,26.7%
Nolan Schanuel LHB,,+1100,24,15,4.20,0,0,0.231,0.333,0.308,0.077,0.290,13.3%,21.7%,13.3%,10.0%,85.1,253.0,2,0,-,-,9.1%,36.4%,54.5%,68.2,-,20.0%,5.0%,95.2%,54.6%,18.2%,0.0%,36.4%,45.5%,36.4%,36.4%,27.3%,35.3%
