Matchup,CIN @ COL
Pitcher,Hunter Greene
Pitcher Team,CIN
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,10.1,45,0.250,0.321,0.400,0.150,1.45,1,0.87,11.1%,30.9%,42.2%,32.2%,15.9%,16.55,64.4%,11.0%,4.8%,47.6%,19.0%,25.0%,19.0%
vsLHB,5.1,26,0.273,0.380,0.500,0.227,1.88,1,1.69,15.4%,39.6%,50.0%,41.9%,18.9%,21.94,50.0%,12.6%,11.1%,77.8%,22.2%,50.0%,33.3%
vsRHB,5.0,19,0.222,0.240,0.278,0.056,1.00,0,-,5.3%,19.5%,31.6%,21.4%,11.3%,10.80,84.2%,8.5%,-,25.0%,16.7%,-,8.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Karros RHB,—,N/A,33,4.20,10,1,1,91.5,300.6,3,1,10.0%,10.0%,10.0%,40.0%,50.0%,71.4,7.7%,53.8%,15.4%,92.9%,50.0%,40.0%,25.0%,10.0%,50.0%,40.0%,20.0%,40.0%,25.0%
Willi Castro SHB,—,N/A,30,3.40,10,1,1,94.8,272.1,3,1,10.0%,10.0%,30.0%,70.0%,30.0%,74.0,50.0%,58.3%,41.7%,92.3%,60.0%,20.0%,50.0%,40.0%,40.0%,60.0%,30.0%,10.0%,55.6%
Jake McCarthy LHB,—,N/A,39,4.40,10,1,1,83.4,301.1,5,2,10.0%,10.0%,10.0%,40.0%,50.0%,72.1,16.7%,58.3%,16.7%,92.3%,50.0%,30.0%,33.3%,20.0%,30.0%,30.0%,50.0%,20.0%,75.0%
Brett Sullivan LHB,—,N/A,17,2.80,10,1,1,88.5,292.6,4,2,10.0%,10.0%,30.0%,40.0%,30.0%,70.2,-,54.5%,9.1%,100.0%,80.0%,60.0%,16.7%,20.0%,10.0%,30.0%,50.0%,20.0%,50.0%
Mickey Moniak LHB,—,N/A,31,4.00,10,1,1,93.3,298.6,4,2,10.0%,10.0%,10.0%,70.0%,40.0%,75.7,71.4%,57.1%,35.7%,100.0%,70.0%,40.0%,25.0%,30.0%,30.0%,20.0%,70.0%,10.0%,60.0%
Hunter Goodman RHB,—,N/A,23,4.20,10,1,1,86.0,218.6,1,1,-,-,20.0%,30.0%,30.0%,76.2,64.3%,35.7%,21.4%,93.3%,40.0%,10.0%,100.0%,30.0%,60.0%,40.0%,50.0%,10.0%,50.0%
Cole Carrigg SHB,—,N/A,31,3.20,10,0,0,80.9,265.7,2,1,-,-,20.0%,-,20.0%,74.6,50.0%,25.0%,-,85.7%,60.0%,40.0%,0.0%,20.0%,40.0%,60.0%,20.0%,20.0%,25.0%
TJ Rumfield LHB,—,N/A,37,4.20,10,0,1,87.9,209.1,1,1,-,-,-,30.0%,20.0%,68.4,-,63.6%,9.1%,84.6%,30.0%,10.0%,0.0%,20.0%,40.0%,20.0%,40.0%,40.0%,62.5%
Edouard Julien LHB,—,N/A,19,2.40,10,0,0,90.4,238.6,0,0,-,-,-,70.0%,20.0%,70.0,16.7%,75.0%,25.0%,85.7%,20.0%,-,-,20.0%,70.0%,30.0%,20.0%,50.0%,62.5%
Tyler Freeman RHB,—,N/A,16,3.60,10,0,0,85.1,257.3,1,0,-,-,-,50.0%,30.0%,71.0,20.0%,46.7%,20.0%,93.8%,20.0%,-,-,20.0%,70.0%,30.0%,40.0%,30.0%,40.0%
Troy Johnston LHB,—,N/A,18,3.20,10,0,0,90.0,264.9,3,1,-,-,-,20.0%,30.0%,69.0,6.2%,37.5%,-,88.9%,40.0%,10.0%,0.0%,30.0%,50.0%,20.0%,50.0%,30.0%,20.0%
Ezequiel Tovar RHB,—,N/A,20,3.20,10,0,1,86.4,316.2,2,1,-,-,-,30.0%,20.0%,72.3,25.0%,31.2%,6.2%,100.0%,30.0%,20.0%,0.0%,10.0%,70.0%,10.0%,60.0%,30.0%,55.6%
Braxton Fulford RHB,—,N/A,6,2.40,7,0,0,83.7,280.8,2,0,-,-,-,28.6%,28.6%,70.8,12.5%,37.5%,12.5%,100.0%,57.2%,28.6%,0.0%,28.6%,42.9%,42.9%,28.6%,28.6%,14.3%
