Matchup,TB @ BAL
Pitcher,Shane McClanahan
Pitcher Team,TB
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,102.1,422,0.209,0.267,0.319,0.110,1.12,8,0.70,8.3%,26.9%,22.0%,21.1%,13.0%,8.18,63.1%,8.3%,8.7%,41.5%,27.7%,10.0%,18.0%
vsLHB,25.0,95,0.131,0.221,0.250,0.119,0.80,2,0.72,9.5%,25.5%,22.1%,22.3%,11.4%,7.56,63.2%,8.5%,9.5%,41.3%,25.4%,12.5%,17.5%
vsRHB,76.2,327,0.231,0.281,0.338,0.107,1.24,6,0.70,8.0%,27.3%,22.0%,20.8%,13.5%,8.45,63.1%,8.2%,8.4%,41.6%,28.3%,9.4%,18.1%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Coby Mayo RHB,,+461,29,4.00,10,3,4,97.8,350.1,7,5,40.0%,30.0%,60.0%,70.0%,70.0%,75.9,50.0%,41.7%,33.3%,100.0%,90.0%,70.0%,42.9%,20.0%,10.0%,70.0%,30.0%,-,25.0%
Samuel Basallo LHB,,+640,12,3.40,10,1,1,91.0,293.8,3,1,20.0%,20.0%,20.0%,50.0%,30.0%,74.0,38.9%,38.9%,16.7%,94.7%,30.0%,20.0%,50.0%,10.0%,60.0%,60.0%,20.0%,20.0%,66.7%
Tyler O'Neill RHB,,+435,25,3.60,10,1,1,84.3,313.0,2,1,10.0%,10.0%,10.0%,50.0%,20.0%,73.4,25.0%,31.2%,12.5%,94.1%,40.0%,40.0%,25.0%,-,60.0%,40.0%,40.0%,20.0%,33.3%
Pete Alonso RHB,,+355,26,4.20,10,1,1,87.7,297.2,4,2,10.0%,-,30.0%,50.0%,40.0%,74.4,35.3%,35.3%,17.6%,89.5%,70.0%,50.0%,20.0%,20.0%,30.0%,40.0%,50.0%,10.0%,77.8%
Christian Encarnacion-Strand RHB,,+540,33,3.80,10,1,2,99.0,265.3,5,3,40.0%,20.0%,40.0%,60.0%,30.0%,75.6,54.5%,54.5%,36.4%,84.6%,70.0%,40.0%,25.0%,30.0%,20.0%,60.0%,30.0%,10.0%,55.6%
Leody Taveras SHB,,+1060,14,3.00,10,0,0,84.9,199.6,0,0,-,-,-,50.0%,20.0%,73.6,35.7%,42.9%,28.6%,87.5%,50.0%,-,-,50.0%,40.0%,40.0%,40.0%,20.0%,14.3%
Dylan Beavers LHB,—,N/A,5,3.20,10,0,0,74.9,182.7,1,0,-,-,10.0%,10.0%,20.0%,73.1,20.0%,40.0%,-,71.4%,30.0%,20.0%,0.0%,10.0%,30.0%,30.0%,30.0%,40.0%,28.6%
Yohel Pozo RHB,—,N/A,8,2.00,10,0,1,85.9,193.6,1,0,-,-,10.0%,30.0%,20.0%,70.4,21.1%,21.1%,10.5%,95.0%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,66.7%
Colton Cowser LHB,—,N/A,16,2.60,10,0,0,88.2,244.6,3,0,-,-,20.0%,30.0%,40.0%,74.6,66.7%,40.0%,13.3%,88.2%,60.0%,30.0%,0.0%,30.0%,30.0%,30.0%,50.0%,20.0%,28.6%
Carlos Narvaez RHB,,+551,24,3.00,10,0,1,90.0,311.5,5,2,10.0%,-,10.0%,30.0%,30.0%,71.9,16.7%,38.9%,11.1%,94.7%,70.0%,60.0%,0.0%,10.0%,30.0%,40.0%,40.0%,20.0%,33.3%
Gunnar Henderson LHB,,+600,16,4.40,10,0,1,89.3,275.3,2,2,-,-,10.0%,40.0%,40.0%,73.6,30.0%,50.0%,30.0%,76.9%,60.0%,40.0%,0.0%,20.0%,40.0%,30.0%,50.0%,20.0%,40.0%
Jackson Holliday LHB,,+900,12,4.40,10,0,1,87.4,253.6,2,1,10.0%,-,10.0%,30.0%,50.0%,71.0,6.7%,46.7%,13.3%,88.2%,70.0%,30.0%,0.0%,40.0%,20.0%,40.0%,40.0%,20.0%,37.5%
Christian Franklin RHB,,+907,5,2.80,7,0,1,94.4,288.3,2,1,14.3%,-,-,71.4%,28.6%,74.0,57.1%,35.7%,7.1%,100.0%,57.2%,28.6%,0.0%,28.6%,28.6%,-,28.6%,71.4%,42.9%
