Matchup,ATL @ NYM
Pitcher,Sean Manaea
Pitcher Team,NYM
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,43.0,192,0.266,0.339,0.432,0.166,1.44,5,1.05,8.9%,22.5%,23.4%,18.4%,10.3%,9.42,55.4%,7.1%,8.7%,37.3%,24.6%,16.1%,26.2%
vsLHB,15.1,65,0.258,0.305,0.419,0.161,1.17,2,1.17,3.1%,26.3%,29.2%,22.9%,12.1%,11.15,61.5%,10.1%,7.0%,34.9%,14.0%,33.3%,9.3%
vsRHB,27.2,127,0.271,0.357,0.439,0.168,1.59,3,0.98,11.8%,20.7%,20.5%,16.0%,9.5%,8.46,52.3%,5.7%,9.6%,38.6%,30.1%,12.0%,34.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jorge Mateo RHB,—,N/A,20,15,2.40,2,2,0.500,0.533,0.929,0.429,0.620,6.7%,15.4%,20.0%,8.9%,92.5,301.2,4,2,18.2%,18.2%,27.3%,54.5%,81.8%,73.1,32.0%,24.0%,16.0%,96.2%,54.5%,33.3%,27.3%,18.2%,27.3%,36.4%,36.4%,46.7%
Matt Olson LHB,,N/A,20,13,4.40,1,2,0.273,0.385,0.545,0.273,0.398,15.4%,23.8%,23.1%,10.9%,95.3,224.1,2,1,-,-,25.0%,75.0%,12.5%,73.7,50.0%,33.3%,22.2%,85.7%,25.0%,50.0%,25.0%,25.0%,25.0%,25.0%,50.0%,27.3%
Mauricio Dubon RHB,,N/A,17,12,4.00,1,1,0.300,0.417,0.700,0.400,0.463,16.7%,17.2%,8.3%,9.1%,85.9,223.7,2,2,11.1%,-,33.3%,33.3%,33.3%,68.8,-,17.9%,7.1%,96.6%,33.3%,33.3%,33.3%,11.1%,33.3%,44.4%,22.2%,52.9%
Ha-Seong Kim RHB,,N/A,9,15,3.60,0,0,0.154,0.267,0.154,-,0.205,13.3%,11.1%,13.3%,5.2%,85.1,290.4,2,1,-,-,20.0%,40.0%,20.0%,71.6,16.7%,20.8%,8.3%,96.0%,40.0%,0.0%,-,50.0%,40.0%,40.0%,20.0%,33.3%
Austin Wynns RHB,,N/A,-,13,3.60,0,1,0.083,0.154,0.083,-,0.118,7.7%,20.8%,15.4%,13.5%,95.1,249.7,2,1,10.0%,10.0%,20.0%,40.0%,30.0%,70.3,5.0%,35.0%,15.0%,87.0%,20.0%,0.0%,30.0%,40.0%,30.0%,50.0%,20.0%,60.0%
Sandy León SHB,—,N/A,4,12,2.40,0,0,0.167,0.167,0.167,-,0.148,-,34.6%,50.0%,22.0%,80.2,213.4,1,0,-,-,33.3%,16.7%,33.3%,65.1,-,8.3%,-,92.3%,-,-,33.3%,50.0%,83.3%,-,16.7%,30.8%
Eli White RHB,—,N/A,19,12,1.40,0,0,0.182,0.250,0.182,-,0.202,8.3%,15.8%,16.7%,7.0%,83.6,299.9,1,0,-,-,-,33.3%,11.1%,72.6,21.1%,21.1%,10.5%,100.0%,22.2%,0.0%,-,77.8%,44.4%,11.1%,44.4%,9.1%
Michael Harris II LHB,,N/A,31,12,4.00,0,0,0.400,0.500,0.500,0.100,0.436,16.7%,19.0%,8.3%,7.5%,84.8,250.9,1,0,11.1%,11.1%,22.2%,22.2%,44.4%,75.6,64.7%,23.5%,11.8%,85.0%,11.1%,0.0%,44.4%,33.3%,22.2%,55.6%,22.2%,6.2%
Mike Yastrzemski LHB,,N/A,8,10,3.80,0,0,0.250,0.400,0.375,0.125,0.353,10.0%,0.0%,40.0%,-,90.6,305.1,1,0,-,-,-,50.0%,50.0%,71.3,-,30.0%,10.0%,90.9%,25.0%,0.0%,25.0%,50.0%,25.0%,50.0%,25.0%,11.1%
Dominic Smith LHB,,N/A,10,10,4.20,0,0,0.250,0.400,0.375,0.125,0.346,20.0%,4.5%,-,2.1%,80.4,245.0,1,0,-,-,-,12.5%,12.5%,67.9,5.6%,11.1%,-,81.8%,50.0%,0.0%,-,37.5%,-,37.5%,62.5%,30.8%
Ozzie Albies SHB,,N/A,17,9,4.40,0,0,0.556,0.556,0.778,0.222,0.579,-,8.0%,11.1%,5.7%,86.5,214.1,0,0,-,-,25.0%,50.0%,37.5%,70.7,13.6%,18.2%,13.6%,88.0%,-,-,37.5%,50.0%,50.0%,12.5%,37.5%,27.3%
Austin Riley RHB,,N/A,12,9,4.00,0,0,0.143,0.333,0.143,-,0.243,22.2%,33.3%,55.6%,17.0%,99.2,-,0,0,-,-,-,50.0%,-,75.6,59.1%,4.5%,4.5%,95.7%,-,-,-,100.0%,-,100.0%,-,50.0%
