Matchup,COL @ LAD
Pitcher,Michael Lorenzen
Pitcher Team,COL
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.0,224,0.315,0.382,0.508,0.193,1.74,6,1.15,8.9%,18.2%,18.3%,17.4%,7.9%,7.85,63.4%,7.3%,8.1%,42.2%,29.8%,12.5%,16.1%
vsLHB,25.1,125,0.318,0.395,0.523,0.206,1.89,3,1.07,11.2%,18.1%,16.8%,16.3%,7.7%,7.46,61.6%,7.7%,7.9%,42.7%,29.2%,11.5%,14.6%
vsRHB,21.2,99,0.311,0.364,0.489,0.178,1.57,3,1.25,6.1%,18.4%,20.2%,18.7%,8.1%,8.31,65.7%,6.9%,8.3%,41.7%,30.6%,13.6%,18.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mookie Betts RHB,,+446,10,25,4.40,2,3,0.333,0.360,0.625,0.292,0.423,4.0%,15.2%,4.0%,7.4%,93.9,258.9,7,4,13.0%,4.3%,17.4%,56.5%,26.1%,69.6,7.7%,51.3%,17.9%,86.7%,47.8%,30.4%,28.6%,17.4%,39.1%,34.8%,43.5%,21.7%,32.0%
Kyle Tucker LHB,,+436,17,23,3.80,1,2,0.312,0.522,0.500,0.188,0.444,30.4%,22.2%,13.0%,11.1%,87.7,275.4,3,2,15.4%,7.7%,38.5%,30.8%,61.5%,71.0,14.6%,14.6%,7.3%,97.6%,92.4%,46.2%,16.7%,46.2%,7.7%,46.2%,23.1%,30.8%,42.1%
Freddie Freeman LHB,,+340,28,20,4.40,1,1,0.353,0.450,0.588,0.235,0.444,15.0%,11.9%,10.0%,5.6%,92.4,275.5,3,2,14.3%,14.3%,21.4%,50.0%,42.9%,70.9,17.6%,23.5%,11.8%,82.9%,57.1%,21.4%,33.3%,35.7%,42.9%,42.9%,21.4%,35.7%,36.4%
Dalton Rushing LHB,,+360,36,20,3.40,1,1,0.278,0.300,0.444,0.167,0.315,5.0%,19.5%,25.0%,11.3%,92.5,308.6,7,3,21.4%,7.1%,14.3%,57.1%,21.4%,71.8,10.0%,22.5%,15.0%,97.6%,64.3%,50.0%,14.3%,14.3%,28.6%,28.6%,64.3%,7.1%,57.1%
Andy Pages RHB,,+358,28,31,4.40,0,1,0.200,0.355,0.280,0.080,0.298,12.9%,22.7%,16.1%,9.3%,84.7,229.0,4,2,5.0%,-,5.0%,20.0%,30.0%,73.2,35.9%,15.4%,2.6%,90.7%,45.0%,30.0%,0.0%,15.0%,35.0%,30.0%,35.0%,35.0%,31.0%
Max Muncy LHB,,+300,26,25,3.60,0,1,0.217,0.280,0.304,0.087,0.260,8.0%,17.6%,8.0%,8.7%,87.0,292.5,3,2,-,-,14.3%,28.6%,23.8%,71.2,13.8%,31.0%,10.3%,93.5%,66.6%,47.6%,0.0%,19.0%,33.3%,33.3%,38.1%,28.6%,30.0%
Shohei Ohtani LHB,,+210,27,23,4.40,0,1,0.333,0.391,0.333,-,0.327,8.7%,21.9%,17.4%,8.3%,94.9,260.0,4,0,5.9%,5.9%,23.5%,47.1%,29.4%,75.3,56.7%,40.0%,20.0%,96.8%,41.1%,17.6%,0.0%,23.5%,52.9%,70.6%,11.8%,17.6%,28.6%
Tommy Edman SHB,,+690,10,23,2.60,0,0,0.211,0.348,0.316,0.105,0.299,17.4%,18.9%,21.7%,8.5%,79.5,230.0,1,0,7.1%,7.1%,14.3%,21.4%,28.6%,69.2,-,27.6%,3.4%,80.6%,42.9%,14.3%,0.0%,28.6%,42.9%,57.1%,14.3%,28.6%,29.2%
Teoscar Hernandez RHB,,+384,17,20,4.20,0,0,0.111,0.200,0.111,-,0.154,10.0%,31.8%,35.0%,14.4%,93.7,232.9,3,1,-,-,9.1%,54.5%,9.1%,73.1,26.2%,23.8%,4.8%,95.5%,54.6%,36.4%,0.0%,18.2%,36.4%,27.3%,54.5%,18.2%,28.6%
Miguel Rojas RHB,—,N/A,17,20,3.00,0,0,0.200,0.300,0.267,0.067,0.253,10.0%,7.7%,5.0%,3.1%,87.1,250.4,4,2,12.5%,-,12.5%,50.0%,25.0%,69.5,8.3%,41.7%,16.7%,92.3%,43.7%,37.5%,0.0%,6.2%,43.8%,25.0%,62.5%,12.5%,16.7%
Alex Call RHB,—,N/A,17,19,3.00,0,0,0.250,0.316,0.250,-,0.256,10.5%,21.9%,26.3%,9.5%,83.4,270.5,1,0,-,-,8.3%,8.3%,25.0%,66.0,-,33.3%,-,84.4%,58.3%,50.0%,0.0%,8.3%,41.7%,16.7%,41.7%,41.7%,21.1%
Alex Freeland SHB,,+750,22,19,3.00,0,0,0.167,0.211,0.222,0.056,0.195,5.3%,28.9%,31.6%,14.3%,85.0,246.5,2,1,-,-,16.7%,16.7%,33.3%,71.4,5.9%,14.7%,5.9%,91.9%,41.7%,16.7%,0.0%,25.0%,41.7%,41.7%,33.3%,25.0%,33.3%
