Matchup,SEA @ DET
Pitcher,Keider Montero
Pitcher Team,DET
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.0,242,0.205,0.270,0.366,0.161,1.00,7,1.03,6.2%,17.7%,17.8%,18.2%,8.3%,6.34,63.2%,8.3%,8.7%,42.6%,29.0%,13.2%,21.3%
vsLHB,34.1,139,0.211,0.278,0.375,0.164,1.08,5,1.31,7.2%,15.8%,15.1%,14.0%,7.2%,5.50,59.7%,7.9%,10.2%,43.5%,33.3%,13.9%,20.4%
vsRHB,26.2,103,0.198,0.258,0.354,0.156,0.90,2,0.68,4.9%,20.5%,21.4%,25.6%,10.1%,7.42,68.0%,8.9%,6.7%,41.3%,22.7%,11.8%,22.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,+390,27,4.60,4,4,0.308,0.333,0.846,0.538,0.495,3.7%,31.5%,25.9%,19.1%,88.3,31.6%,15.8%,26.3%,42.1%,42.1%,78.0,75.6%,20.0%,15.6%,86.5%,26.3%,60.0%,31.6%,36.8%,36.8%,31.6%,31.6%,36.4%
JP Crawford LHB,+760,23,4.00,3,3,0.350,0.435,0.850,0.500,0.530,13.0%,17.9%,17.4%,9.0%,90.8,18.8%,12.5%,25.0%,43.8%,56.2%,71.9,24.5%,24.5%,9.4%,94.6%,43.8%,42.9%,18.8%,37.5%,43.8%,31.2%,25.0%,33.3%
Luke Raley LHB,+300,23,3.40,2,2,0.318,0.348,0.591,0.273,0.407,-,30.6%,26.1%,18.1%,83.3,12.5%,12.5%,31.2%,25.0%,37.5%,75.9,66.0%,8.5%,8.5%,95.9%,25.0%,50.0%,25.0%,37.5%,50.0%,6.2%,43.8%,56.2%
Colt Emerson LHB,+710,16,3.60,2,2,0.267,0.312,0.733,0.467,0.438,6.2%,42.9%,37.5%,24.2%,87.6,11.1%,11.1%,22.2%,44.4%,33.3%,72.1,18.8%,18.8%,6.2%,94.1%,33.3%,66.7%,22.2%,33.3%,33.3%,22.2%,44.4%,64.3%
Mitch Garver RHB,N/A,16,3.60,2,2,0.143,0.250,0.571,0.429,0.344,12.5%,30.3%,31.2%,14.7%,98.6,11.1%,11.1%,66.7%,77.8%,22.2%,72.9,23.3%,26.7%,16.7%,90.9%,77.8%,28.6%,11.1%,11.1%,66.7%,33.3%,-,36.8%
Dominic Canzone LHB,+310,24,2.80,1,1,0.304,0.333,0.522,0.217,0.369,4.2%,24.4%,25.0%,15.1%,97.4,17.6%,17.6%,23.5%,64.7%,47.1%,75.0,47.7%,34.1%,22.7%,97.8%,17.6%,33.3%,41.2%,41.2%,41.2%,41.2%,17.6%,52.6%
Cole Young LHB,+710,18,4.20,1,1,0.167,0.167,0.333,0.167,0.216,-,14.3%,5.6%,7.5%,82.0,5.9%,5.9%,17.6%,35.3%,23.5%,71.6,21.4%,28.6%,14.3%,82.4%,29.4%,20.0%,5.9%,47.1%,23.5%,52.9%,23.5%,28.6%
Randy Arozarena RHB,+520,26,4.60,0,1,0.160,0.192,0.280,0.120,0.208,-,27.3%,23.1%,16.5%,91.1,5.3%,-,-,31.6%,42.1%,70.2,21.6%,25.5%,9.8%,92.7%,15.8%,0.0%,21.1%,63.2%,26.3%,47.4%,26.3%,44.4%
Jhonny Pereda RHB,+820,21,3.80,0,0,0.211,0.286,0.211,-,0.231,9.5%,11.6%,4.8%,5.2%,92.4,-,-,16.7%,38.9%,33.3%,69.9,8.1%,40.5%,13.5%,88.1%,27.8%,0.0%,33.3%,22.2%,22.2%,50.0%,27.8%,34.8%
Josh Naylor LHB,+570,19,4.00,0,1,0.111,0.158,0.111,-,0.128,5.3%,16.7%,5.3%,8.1%,88.7,5.9%,5.9%,17.6%,11.8%,23.5%,69.9,-,41.4%,6.9%,100.0%,35.3%,0.0%,17.6%,29.4%,35.3%,29.4%,35.3%,17.6%
Rob Refsnyder RHB,N/A,10,2.00,0,0,0.222,0.300,0.222,-,0.243,10.0%,38.9%,30.0%,16.3%,87.1,-,-,33.3%,16.7%,50.0%,72.9,29.4%,11.8%,5.9%,94.4%,66.7%,0.0%,33.3%,-,33.3%,50.0%,16.7%,40.0%
Patrick Wisdom RHB,N/A,7,2.80,0,0,0.167,0.286,0.333,0.167,0.274,14.3%,20.0%,14.3%,9.7%,89.5,20.0%,-,20.0%,40.0%,40.0%,76.1,69.2%,23.1%,15.4%,86.7%,20.0%,0.0%,20.0%,20.0%,20.0%,-,80.0%,50.0%
Victor Robles RHB,N/A,7,2.60,0,0,0.143,0.143,0.143,-,0.127,-,9.1%,-,4.2%,81.1,-,-,-,-,-,67.8,-,36.4%,-,100.0%,-,-,-,85.7%,42.9%,42.9%,14.3%,16.7%
