Matchup,BAL @ LAA
Pitcher,Jose Soriano
Pitcher Team,LAA
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,92.0,384,0.213,0.285,0.320,0.108,1.27,10,0.98,12.0%,33.4%,25.3%,22.0%,15.4%,9.49,57.7%,5.6%,8.9%,37.6%,24.1%,17.5%,12.2%
vsLHB,47.2,210,0.247,0.322,0.385,0.137,1.51,8,1.51,12.9%,32.6%,22.9%,21.1%,15.5%,9.06,55.7%,5.3%,9.0%,40.6%,24.1%,25.0%,12.0%
vsRHB,44.0,174,0.171,0.240,0.243,0.072,1.02,2,0.41,10.9%,34.3%,28.2%,23.1%,15.2%,10.02,60.0%,6.0%,8.7%,33.7%,24.0%,8.0%,12.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+414,14,23,4.40,2,2,0.278,0.435,0.611,0.333,0.440,21.7%,27.1%,34.8%,12.7%,89.7,321.5,2,2,10.0%,-,10.0%,50.0%,30.0%,75.4,56.5%,13.0%,6.5%,95.8%,20.0%,100.0%,20.0%,60.0%,60.0%,30.0%,10.0%,15.4%
Gunnar Henderson LHB,,+494,18,23,4.80,2,2,0.150,0.261,0.450,0.300,0.309,8.7%,24.4%,30.4%,11.5%,92.2,296.3,5,3,15.4%,15.4%,38.5%,46.2%,30.8%,73.7,28.2%,23.1%,5.1%,95.1%,46.2%,33.3%,15.4%,30.8%,61.5%,30.8%,7.7%,22.7%
Taylor Ward RHB,,+710,13,32,4.60,1,2,0.233,0.281,0.367,0.133,0.285,6.2%,20.8%,28.1%,10.7%,89.1,280.3,6,4,9.5%,4.8%,9.5%,33.3%,33.3%,67.9,2.2%,30.4%,8.7%,88.5%,28.6%,16.7%,28.6%,33.3%,23.8%,52.4%,23.8%,50.0%
Jackson Holliday LHB,—,N/A,32,21,3.20,1,1,0.200,0.238,0.400,0.200,0.276,4.8%,36.6%,28.6%,19.2%,91.2,268.0,4,3,15.4%,7.7%,7.7%,46.2%,46.2%,70.6,5.6%,25.0%,8.3%,87.8%,38.5%,20.0%,23.1%,30.8%,23.1%,46.2%,30.8%,45.5%
Jeremiah Jackson RHB,,+810,10,20,3.20,1,1,0.211,0.250,0.421,0.211,0.290,5.0%,24.3%,10.0%,14.5%,90.4,250.0,3,1,-,-,-,35.3%,17.6%,72.7,22.9%,34.3%,14.3%,94.6%,29.4%,20.0%,17.6%,35.3%,23.5%,41.2%,35.3%,50.0%
Colton Cowser LHB,,+680,23,20,4.00,1,1,0.250,0.400,0.438,0.188,0.372,15.0%,11.5%,20.0%,4.5%,82.2,271.7,3,1,8.3%,-,16.7%,41.7%,25.0%,75.4,43.5%,21.7%,21.7%,88.5%,33.3%,25.0%,16.7%,41.7%,33.3%,41.7%,25.0%,23.1%
Blaze Alexander RHB,—,N/A,12,23,3.40,0,0,0.381,0.435,0.524,0.143,0.419,4.3%,12.5%,4.3%,7.0%,92.6,284.6,6,3,15.8%,-,10.5%,47.4%,31.6%,71.7,9.3%,37.2%,9.3%,89.6%,31.6%,0.0%,15.8%,47.4%,36.8%,26.3%,36.8%,32.1%
Coby Mayo RHB,,+540,22,22,4.00,0,0,0.136,0.136,0.182,0.045,0.139,-,40.9%,54.5%,18.8%,89.9,174.1,0,0,-,-,20.0%,60.0%,20.0%,75.3,52.9%,14.7%,8.8%,81.0%,-,-,20.0%,50.0%,40.0%,20.0%,40.0%,29.2%
Leody Taveras SHB,,+960,11,20,3.80,0,1,0.350,0.350,0.600,0.250,0.404,-,28.9%,20.0%,16.5%,87.9,270.4,4,0,-,-,12.5%,56.2%,37.5%,73.2,28.6%,31.0%,11.9%,93.3%,31.2%,0.0%,37.5%,18.8%,31.2%,50.0%,18.8%,35.0%
Samuel Basallo LHB,,+520,16,19,4.20,0,0,0.167,0.211,0.167,-,0.175,5.3%,33.3%,31.6%,18.8%,86.8,249.2,1,0,-,-,8.3%,25.0%,25.0%,74.1,36.4%,18.2%,9.1%,86.8%,25.0%,0.0%,16.7%,50.0%,50.0%,16.7%,33.3%,42.9%
