Matchup,BAL @ LAA
Pitcher,Ryan Johnson
Pitcher Team,LAA
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,13.1,72,0.371,0.469,0.677,0.306,2.32,5,3.38,11.1%,23.2%,9.7%,10.8%,12.4%,4.72,60.3%,9.3%,8.8%,42.1%,35.1%,25.0%,19.3%
vsLHB,7.1,40,0.324,0.429,0.588,0.265,2.32,2,2.45,15.0%,22.1%,15.0%,13.0%,12.5%,7.36,63.4%,9.9%,7.1%,39.3%,32.1%,22.2%,14.3%
vsRHB,6.0,32,0.429,0.522,0.786,0.357,2.33,3,4.50,6.2%,25.0%,3.1%,5.3%,12.1%,1.50,56.2%,8.4%,10.3%,44.8%,37.9%,27.3%,24.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,N/A,35,17,4.20,3,3,0.467,0.529,1.067,0.600,0.656,11.8%,12.1%,17.6%,6.2%,91.3,295.6,3,3,27.3%,9.1%,9.1%,45.5%,36.4%,75.2,59.4%,21.9%,15.6%,97.0%,27.3%,100.0%,18.2%,45.5%,45.5%,27.3%,27.3%,42.1%
Gunnar Henderson LHB,,N/A,29,8,4.60,2,2,0.500,0.500,1.250,0.750,0.748,-,15.8%,-,7.7%,96.4,290.3,2,2,25.0%,25.0%,37.5%,62.5%,25.0%,75.1,52.6%,31.6%,21.1%,100.0%,37.5%,66.7%,12.5%,50.0%,62.5%,25.0%,12.5%,40.0%
Blaze Alexander RHB,,N/A,14,22,3.80,1,1,0.550,0.591,0.750,0.200,0.579,4.5%,3.2%,-,2.0%,89.1,285.8,3,2,10.5%,5.3%,21.1%,42.1%,31.6%,72.1,16.0%,60.0%,20.0%,83.3%,21.1%,25.0%,15.8%,57.9%,47.4%,31.6%,21.1%,35.3%
Tyler O'Neill RHB,,N/A,22,15,4.20,0,0,0.200,0.200,0.333,0.133,0.229,-,18.2%,33.3%,8.5%,88.4,284.2,3,0,10.0%,-,10.0%,30.0%,20.0%,73.0,33.3%,33.3%,11.1%,81.8%,30.0%,0.0%,20.0%,50.0%,60.0%,20.0%,20.0%,18.2%
Taylor Ward RHB,,N/A,19,15,4.60,0,0,0.071,0.133,0.071,-,0.107,-,14.3%,46.7%,5.6%,88.5,298.9,3,1,-,-,-,14.3%,28.6%,67.1,-,31.6%,-,90.5%,57.1%,0.0%,14.3%,28.6%,14.3%,42.9%,42.9%,23.1%
Leody Taveras SHB,—,N/A,19,9,4.20,0,0,0.556,0.556,1.000,0.444,0.657,-,31.2%,22.2%,13.9%,97.6,263.8,1,0,-,-,42.9%,85.7%,71.4%,73.5,31.2%,37.5%,12.5%,100.0%,-,-,71.4%,28.6%,71.4%,28.6%,-,33.3%
Samuel Basallo LHB,—,N/A,25,8,4.20,0,0,0.250,0.250,0.250,-,0.222,-,17.6%,12.5%,11.5%,88.5,278.8,0,0,-,-,28.6%,28.6%,28.6%,75.9,62.5%,18.8%,12.5%,94.1%,28.6%,0.0%,28.6%,42.9%,71.4%,14.3%,14.3%,33.3%
Colton Cowser LHB,,N/A,40,8,3.80,0,0,-,0.250,-,-,0.171,12.5%,30.8%,12.5%,12.5%,74.6,282.6,2,1,-,-,20.0%,20.0%,40.0%,75.6,58.3%,16.7%,8.3%,92.3%,20.0%,0.0%,20.0%,40.0%,40.0%,40.0%,20.0%,25.0%
Coby Mayo RHB,,N/A,37,8,3.20,0,0,-,0.125,-,-,0.081,12.5%,26.7%,37.5%,9.8%,84.2,175.6,1,1,-,-,-,-,-,75.8,66.7%,13.3%,-,100.0%,25.0%,0.0%,-,25.0%,-,50.0%,50.0%,7.7%
Chadwick Tromp RHB,—,N/A,1,6,2.00,0,0,-,-,-,-,-,-,0.0%,16.7%,-,81.6,257.6,1,1,-,-,25.0%,25.0%,25.0%,71.5,20.0%,30.0%,10.0%,100.0%,25.0%,0.0%,25.0%,25.0%,50.0%,50.0%,-,12.5%
Jackson Holliday LHB,—,N/A,22,6,3.20,0,0,-,-,-,-,-,-,35.7%,50.0%,18.5%,101.1,329.4,2,1,33.3%,-,-,100.0%,66.7%,70.5,16.7%,25.0%,16.7%,85.7%,33.3%,0.0%,66.7%,-,-,100.0%,-,33.3%
Jeremiah Jackson RHB,,N/A,20,5,2.60,0,0,0.600,0.600,0.800,0.200,0.610,-,0.0%,-,-,89.4,229.5,0,0,-,-,-,40.0%,40.0%,74.2,46.2%,30.8%,7.7%,92.9%,20.0%,0.0%,20.0%,40.0%,-,60.0%,40.0%,55.6%
Sam Huff RHB,,N/A,3,4,2.80,0,0,0.250,0.250,0.250,-,0.222,-,41.7%,50.0%,33.3%,67.9,-,0,0,-,-,-,-,-,73.8,41.7%,-,-,100.0%,-,-,-,100.0%,100.0%,-,-,100.0%
