Matchup,BAL @ CIN
Pitcher,Trevor Rogers
Pitcher Team,BAL
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.0,215,0.253,0.317,0.429,0.177,1.29,6,1.06,7.4%,21.4%,16.7%,13.0%,11.3%,6.35,68.8%,9.2%,7.4%,44.2%,27.0%,11.4%,17.8%
vsLHB,16.0,64,0.200,0.253,0.333,0.133,1.00,1,0.56,6.2%,23.6%,25.0%,20.3%,11.8%,9.00,70.3%,11.4%,4.5%,40.9%,25.0%,-,11.4%
vsRHB,35.0,151,0.275,0.344,0.471,0.196,1.43,5,1.29,7.9%,20.5%,13.2%,10.1%,11.1%,5.14,68.2%,8.3%,8.4%,45.4%,27.7%,15.2%,20.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Elly De La Cruz SHB,,+397,25,12,4.60,1,1,0.400,0.500,0.800,0.400,0.543,8.3%,38.9%,25.0%,15.6%,92.3,392.9,2,2,28.6%,14.3%,14.3%,57.1%,14.3%,76.7,66.7%,33.3%,26.7%,83.3%,28.6%,14.3%,100.0%,14.3%,71.4%,28.6%,42.9%,28.6%,30.0%
Noelvi Marte RHB,,+567,12,9,4.00,1,1,0.222,0.222,0.556,0.333,0.332,-,23.8%,22.2%,12.5%,81.6,302.9,2,1,14.3%,-,-,14.3%,14.3%,72.1,28.6%,9.5%,4.8%,100.0%,42.9%,42.9%,33.3%,-,42.9%,28.6%,57.1%,14.3%,37.5%
JJ Bleday LHB,,+409,18,13,3.60,0,0,0.111,0.385,0.111,-,0.268,30.8%,29.6%,7.7%,13.3%,81.3,314.1,1,1,-,-,-,50.0%,25.0%,74.0,33.3%,16.7%,4.2%,96.0%,25.0%,12.5%,0.0%,12.5%,75.0%,25.0%,62.5%,12.5%,35.7%
Tyler Stephenson RHB,,+390,11,12,3.80,0,1,0.500,0.667,0.625,0.125,0.545,33.3%,12.0%,-,4.9%,89.0,252.7,2,0,12.5%,12.5%,50.0%,50.0%,75.0%,69.9,4.8%,19.0%,9.5%,84.0%,87.5%,25.0%,0.0%,62.5%,12.5%,50.0%,25.0%,25.0%,37.5%
TJ Friedl LHB,—,N/A,8,11,2.60,0,0,0.182,0.182,0.182,-,0.162,-,18.8%,27.3%,7.9%,69.1,193.5,1,1,-,-,-,14.3%,28.6%,70.2,-,16.7%,-,75.0%,28.6%,28.6%,0.0%,-,-,14.3%,71.4%,14.3%,23.1%
Nathaniel Lowe LHB,—,N/A,5,10,2.80,0,0,-,0.100,-,-,0.065,10.0%,29.2%,30.0%,14.0%,86.7,238.4,0,0,-,-,-,40.0%,40.0%,72.4,21.1%,10.5%,-,82.6%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,27.3%
Edwin Arroyo SHB,,+730,6,7,3.40,0,0,0.286,0.286,0.286,-,0.254,-,22.2%,14.3%,16.0%,83.8,228.4,1,0,-,-,33.3%,16.7%,66.7%,69.2,-,6.2%,-,94.1%,83.4%,16.7%,0.0%,66.7%,-,33.3%,33.3%,33.3%,66.7%
Sal Stewart RHB,,+413,27,7,4.40,0,0,0.286,0.286,0.429,0.143,0.309,-,35.7%,42.9%,19.2%,86.4,363.1,1,1,-,-,-,25.0%,25.0%,72.5,21.4%,14.3%,7.1%,100.0%,25.0%,-,-,25.0%,75.0%,75.0%,25.0%,-,0.0%
Matt McLain RHB,,+519,17,7,2.60,0,0,0.200,0.429,0.200,-,0.313,28.6%,46.2%,28.6%,16.2%,68.4,251.8,1,0,-,-,-,-,66.7%,70.6,18.2%,9.1%,-,91.7%,66.6%,33.3%,0.0%,33.3%,-,-,33.3%,66.7%,11.1%
Spencer Steer RHB,,+423,19,7,3.00,0,0,-,-,-,-,-,-,35.0%,42.9%,17.9%,73.2,173.5,0,0,-,-,-,-,25.0%,71.8,21.1%,5.3%,-,95.0%,-,-,-,-,75.0%,75.0%,-,25.0%,40.0%
Jose Trevino RHB,—,N/A,1,6,3.00,0,0,0.167,0.167,0.167,-,0.148,-,40.0%,33.3%,22.2%,76.1,167.4,0,0,-,-,-,50.0%,50.0%,70.4,11.1%,22.2%,22.2%,100.0%,25.0%,-,-,25.0%,50.0%,25.0%,50.0%,25.0%,25.0%
Eugenio Suarez RHB,,+343,27,4,4.20,0,0,0.250,0.250,0.250,-,0.222,-,40.0%,25.0%,13.8%,73.4,229.0,0,0,-,-,-,-,33.3%,70.4,-,-,-,90.0%,33.3%,33.3%,0.0%,-,66.7%,66.7%,33.3%,-,25.0%
Ivan Johnson SHB,—,N/A,-,1,2.00,0,0,-,-,-,-,-,-,50.0%,-,33.3%,90.8,318.7,1,0,-,-,-,-,-,75.2,50.0%,50.0%,-,100.0%,100.0%,100.0%,0.0%,-,-,-,-,100.0%,100.0%
