Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Troy Johnston","COL","Shane Drohan","MIL","1","1.000","0.50","1.00","2.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Gabriel Moreno","ARI","Carson Palmquist","WSH","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","1"
"Corbin Carroll","ARI","Carson Palmquist","WSH","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Jo Adell","LAA","Logan Webb","SF","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Jackson Holliday","BAL","Grant Holmes","ATL","3","1.000","1.00","1.00","2.00","2","0","0","1","1","2","6","0.0","1.000","0"
"Yainer Diaz","HOU","Davis Martin","CWS","5","0.800","0.80","0.20","1.00","3","1","0","0","1","1","5","0.0","0.800","0"
"Tommy Edman","LAD","Sean Manaea","NYM","5","0.800","0.67","1.40","2.20","1","1","0","2","3","5","11","0.0","0.800","0"
"Jacob Wilson","ATH","Zebby Matthews","MIN","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Evan Carter","TEX","Bryce Miller","SEA","3","0.667","0.00","2.00","2.67","0","0","0","2","2","4","8","33.3","0.750","1"
"Liam Hicks","MIA","German Marquez","SD","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Otto Lopez","MIA","German Marquez","SD","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Starling Marte","KC","Tarik Skubal","DET","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Keibert Ruiz","WSH","Eduardo Rodriguez","ARI","5","0.600","0.60","0.20","0.80","2","1","0","0","1","0","4","0.0","0.600","0"
"Dansby Swanson","CHC","Jared Jones","PIT","5","0.600","0.33","1.20","1.80","1","0","0","2","2","3","9","0.0","0.600","0"
"Jose Altuve","HOU","Davis Martin","CWS","5","0.600","0.75","0.40","1.00","1","2","0","0","2","2","5","20.0","0.667","1"
"Josh Jung","TEX","Bryce Miller","SEA","7","0.571","0.60","0.57","1.14","2","1","0","1","2","2","8","14.3","0.625","1"
"Rafael Flores","PIT","Matthew Boyd","CHC","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Nolan Schanuel","LAA","Logan Webb","SF","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Junior Caminero","TB","Joey Cantillo","CLE","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Braxton Fulford","COL","Shane Drohan","MIL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Zach Neto","LAA","Logan Webb","SF","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Ceddanne Rafaela","BOS","Trey Yesavage","TOR","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.333","0"
"Tyler Heineman","LAA","Logan Webb","SF","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.667","0"
"Brandon Nimmo","TEX","Bryce Miller","SEA","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.667","1"
"Anthony Volpe","NYY","Jesus Luzardo","PHI","4","0.500","0.00","1.50","2.00","0","0","0","2","2","6","8","50.0","0.600","1"
"Cody Bellinger","NYY","Jesus Luzardo","PHI","4","0.500","0.50","0.75","1.25","0","1","1","0","2","0","5","0.0","0.600","1"
"Eugenio Suarez","CIN","Dustin May","STL","6","0.500","0.50","0.50","1.00","2","0","0","1","1","1","6","16.7","0.500","0"
"Paul Goldschmidt","NYY","Jesus Luzardo","PHI","9","0.444","0.57","0.11","0.56","3","1","0","0","1","0","5","22.2","0.444","0"
"Isaac Paredes","HOU","Davis Martin","CWS","7","0.429","0.40","0.43","0.86","2","0","0","1","1","1","6","14.3","0.500","1"
"Ian Happ","CHC","Jared Jones","PIT","12","0.417","0.50","0.50","0.92","2","1","1","1","3","3","11","25.0","0.417","0"
"James Wood","WSH","Eduardo Rodriguez","ARI","5","0.400","1.00","0.20","0.60","1","1","0","0","1","2","3","60.0","0.400","0"
"Ryan Jeffers","MIN","Jacob Lopez","ATH","5","0.400","0.50","0.60","1.00","1","0","0","1","1","1","5","40.0","0.400","0"
"Ketel Marte","ARI","Carson Palmquist","WSH","5","0.400","0.40","0.40","0.80","0","2","0","0","2","1","4","0.0","0.400","0"
"Amed Rosario","NYY","Jesus Luzardo","PHI","10","0.400","0.44","0.30","0.70","2","1","1","0","2","0","7","10.0","0.400","0"
"Weston Wilson","SEA","MacKenzie Gore","TEX","10","0.400","0.50","0.30","0.70","3","0","0","1","1","1","7","30.0","0.455","1"
