Matchup,KC @ MIN
Pitcher,Luinder Avila
Pitcher Team,KC
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,26.1,116,0.290,0.369,0.460,0.170,1.71,2,0.68,13.8%,23.8%,21.6%,17.7%,9.8%,8.54,51.7%,6.9%,8.0%,32.0%,26.7%,10.0%,14.7%
vsLHB,14.2,66,0.328,0.404,0.534,0.207,1.84,2,1.23,12.1%,27.2%,21.2%,20.0%,12.1%,8.59,52.2%,7.5%,9.1%,31.8%,31.8%,14.3%,13.6%
vsRHB,11.1,50,0.238,0.322,0.357,0.119,1.59,0,-,16.0%,18.8%,22.0%,15.5%,7.0%,8.74,51.0%,6.1%,6.5%,32.3%,19.4%,-,16.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brooks Lee SHB,+334,28,4.20,2,2,0.192,0.214,0.423,0.231,0.269,3.6%,25.0%,25.0%,13.7%,86.8,10.0%,10.0%,15.0%,35.0%,25.0%,69.4,4.3%,25.5%,8.5%,87.0%,40.0%,25.0%,15.0%,45.0%,40.0%,30.0%,30.0%,39.3%
Kody Clemens LHB,+185,27,4.20,2,3,0.280,0.333,0.640,0.360,0.410,7.4%,29.8%,25.9%,15.6%,95.7,16.7%,-,11.1%,55.6%,38.9%,72.3,13.6%,29.5%,15.9%,95.7%,27.8%,40.0%,27.8%,33.3%,33.3%,33.3%,27.8%,30.8%
Byron Buxton RHB,+157,22,4.60,2,2,0.211,0.318,0.526,0.316,0.360,13.6%,23.4%,22.7%,12.4%,93.4,14.3%,-,14.3%,50.0%,28.6%,74.2,43.2%,20.5%,11.4%,93.6%,42.9%,16.7%,21.4%,35.7%,35.7%,42.9%,21.4%,29.2%
Trevor Larnach LHB,+404,29,3.60,1,1,0.222,0.276,0.370,0.148,0.284,6.9%,36.0%,27.6%,17.3%,84.5,5.3%,5.3%,15.8%,15.8%,36.8%,70.9,23.3%,16.3%,2.3%,86.0%,47.4%,11.1%,15.8%,31.6%,21.1%,52.6%,26.3%,39.3%
Victor Caratini SHB,+349,28,4.20,1,1,0.250,0.286,0.417,0.167,0.294,7.1%,19.5%,17.9%,8.4%,89.0,9.5%,4.8%,14.3%,52.4%,47.6%,70.9,2.9%,41.2%,17.6%,82.9%,23.8%,20.0%,28.6%,38.1%,33.3%,42.9%,23.8%,29.6%
Tristan Gray LHB,N/A,23,2.80,1,2,0.333,0.348,0.571,0.238,0.385,4.3%,30.0%,17.4%,18.1%,94.8,5.6%,5.6%,22.2%,61.1%,50.0%,73.2,35.6%,28.9%,15.6%,91.8%,33.3%,16.7%,33.3%,22.2%,33.3%,44.4%,22.2%,50.0%
Ryan Kreidler RHB,+590,16,1.40,1,1,0.250,0.250,0.562,0.312,0.344,-,28.1%,25.0%,18.0%,91.0,8.3%,-,8.3%,41.7%,33.3%,74.1,43.8%,21.9%,12.5%,100.0%,25.0%,33.3%,25.0%,41.7%,33.3%,58.3%,8.3%,62.5%
Austin Martin RHB,+741,30,4.00,0,0,0.103,0.133,0.138,0.034,0.123,3.3%,23.1%,16.7%,10.5%,86.2,-,-,16.7%,12.5%,29.2%,69.9,8.3%,27.1%,4.2%,92.3%,4.2%,0.0%,29.2%,62.5%,58.3%,20.8%,20.8%,29.0%
Josh Bell SHB,+257,25,3.20,0,0,0.375,0.400,0.458,0.083,0.377,4.0%,31.4%,28.0%,16.3%,93.4,5.9%,5.9%,29.4%,52.9%,41.2%,70.7,11.9%,31.0%,9.5%,84.0%,17.6%,0.0%,35.3%,47.1%,47.1%,17.6%,35.3%,42.9%
Luke Keaschall RHB,+742,24,3.80,0,0,0.348,0.333,0.391,0.043,0.312,-,19.4%,16.7%,9.9%,88.7,-,-,5.0%,50.0%,35.0%,69.0,3.0%,36.4%,12.1%,94.3%,30.0%,0.0%,35.0%,30.0%,25.0%,45.0%,30.0%,26.3%
James Outman LHB,N/A,22,2.40,0,0,0.200,0.273,0.250,0.050,0.238,9.1%,44.7%,40.9%,21.9%,87.4,-,-,27.3%,27.3%,36.4%,71.1,6.8%,15.9%,4.5%,93.6%,27.3%,0.0%,27.3%,45.5%,63.6%,18.2%,18.2%,47.8%
Orlando Arcia RHB,N/A,13,3.40,0,0,0.333,0.385,0.417,0.083,0.353,7.7%,11.8%,7.7%,5.4%,90.0,-,-,9.1%,27.3%,36.4%,71.9,14.3%,50.0%,7.1%,82.4%,18.2%,0.0%,27.3%,54.5%,36.4%,54.5%,9.1%,35.7%
Alex Jackson RHB,N/A,7,3.40,0,0,0.429,0.429,0.571,0.143,0.436,-,47.1%,42.9%,25.0%,70.5,-,-,-,25.0%,25.0%,73.2,37.5%,6.2%,6.2%,94.1%,25.0%,0.0%,25.0%,25.0%,25.0%,25.0%,50.0%,33.3%
