HR Split,Overall
Dates,="6/27/2026"
Games,9

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:40 PM,Randy Vasquez,vs,1.43,0.32,1.78,1.75,13.0%,14.2%,45.4%,32.4%,9.8%,1014
2,7:05 PM,Foster Griffin,@,1.02,0.03,0.96,1.68,9.8%,25.2%,39.9%,26.8%,6.9%,489
3,7:10 PM,Logan Gilbert,@,0.72,0.60,0.40,1.15,11.8%,15.7%,43.8%,30.6%,8.4%,1088
4,7:10 PM,Michael Lorenzen,@,0.57,0.38,0.47,1.40,8.0%,15.7%,45.2%,29.7%,7.2%,1077
5,9:38 PM,Jack Perkins,@,0.52,0.05,0.66,1.62,7.2%,16.0%,35.6%,32.9%,7.0%,457
6,7:10 PM,Kyle Harrison,vs,0.35,-0.28,0.56,1.33,7.3%,16.3%,37.9%,31.3%,7.5%,553
7,7:15 PM,Ryan Gusto,@,0.22,0.38,-0.13,1.08,10.6%,8.5%,46.5%,22.8%,7.7%,618
8,7:10 PM,David Peterson,@,0.19,0.64,-0.09,1.24,8.2%,19.0%,39.8%,20.0%,7.0%,1135
9,6:10 PM,Cole Sulser,vs,0.13,-0.80,1.58,1.14,8.8%,18.4%,37.7%,25.6%,5.1%,257
10,9:05 PM,Bryce Elder,@,0.13,-0.42,0.94,1.36,5.1%,18.5%,41.7%,24.0%,6.4%,1202
11,7:10 PM,Slade Cecconi,vs,0.00,0.47,-0.42,1.21,7.1%,12.2%,39.5%,25.0%,7.4%,1028
12,7:10 PM,Mike Paredes,vs,-0.36,0.02,-0.65,0.89,3.2%,11.8%,47.6%,27.0%,7.5%,170
13,7:05 PM,Brandon Young,vs,-0.45,-0.15,-0.43,0.74,6.2%,9.8%,41.6%,24.3%,8.1%,665
14,9:38 PM,Reid Detmers,vs,-0.50,-0.66,-0.11,0.66,6.7%,10.6%,38.4%,25.5%,8.1%,764
15,7:15 PM,Andre Pallante,vs,-0.51,-0.20,-0.44,0.86,5.7%,18.6%,34.1%,16.4%,7.9%,1173
16,8:40 PM,Yoshinobu Yamamoto,@,-1.02,-0.65,-0.68,0.62,4.5%,11.8%,33.7%,17.8%,7.0%,1305
17,9:05 PM,Logan Webb,vs,-1.10,-0.56,-0.85,0.43,4.8%,8.0%,38.4%,22.6%,5.8%,1320
18,6:10 PM,Jose Cabrera,@,-,-,-,0.00,7.1%,0.0%,35.7%,28.6%,4.8%,36
