Matchup,DET @ SEA
Pitcher,Drew Anderson
Pitcher Team,DET
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,63.2,277,0.239,0.312,0.401,0.162,1.32,9,1.27,9.0%,29.3%,28.2%,22.4%,14.2%,11.03,62.3%,7.2%,7.6%,39.4%,23.5%,20.0%,10.0%
vsLHB,30.0,132,0.242,0.281,0.342,0.100,1.30,3,0.90,7.6%,23.5%,25.0%,17.6%,11.9%,9.90,64.9%,8.0%,4.5%,38.6%,22.7%,15.0%,10.2%
vsRHB,33.0,145,0.236,0.339,0.457,0.220,1.36,6,1.64,10.3%,35.3%,31.0%,28.1%,16.2%,12.27,60.0%,6.4%,11.0%,40.2%,24.4%,25.0%,9.8%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,,+460,19,4.60,10,1,2,95.0,279.8,3,2,20.0%,10.0%,30.0%,50.0%,50.0%,76.6,63.6%,63.6%,45.5%,100.0%,90.0%,50.0%,20.0%,40.0%,10.0%,30.0%,50.0%,20.0%,66.7%
Weston Wilson RHB,—,N/A,12,3.80,8,1,1,85.3,283.3,1,1,12.5%,12.5%,12.5%,37.5%,12.5%,72.3,18.2%,45.5%,18.2%,100.0%,50.0%,37.5%,33.3%,12.5%,37.5%,37.5%,25.0%,37.5%,60.0%
Colt Emerson LHB,,+830,20,3.80,10,0,0,79.0,204.0,0,0,-,-,10.0%,20.0%,30.0%,73.2,23.5%,23.5%,11.8%,100.0%,30.0%,10.0%,0.0%,20.0%,50.0%,40.0%,20.0%,40.0%,50.0%
Josh Naylor LHB,,+600,17,4.20,10,0,1,96.0,284.5,3,1,-,-,30.0%,70.0%,60.0%,70.7,16.7%,66.7%,25.0%,92.3%,60.0%,-,-,60.0%,40.0%,40.0%,30.0%,30.0%,50.0%
Leo Rivas SHB,—,N/A,13,3.00,10,0,0,89.2,315.8,4,2,10.0%,-,30.0%,40.0%,20.0%,65.4,-,50.0%,14.3%,93.3%,60.0%,50.0%,0.0%,10.0%,40.0%,40.0%,50.0%,10.0%,22.2%
Taylor Ward RHB,,+610,15,3.80,10,0,1,89.2,289.1,3,2,10.0%,-,-,30.0%,30.0%,69.8,6.7%,53.3%,13.3%,100.0%,70.0%,50.0%,0.0%,20.0%,20.0%,20.0%,50.0%,30.0%,50.0%
Jhonny Pereda RHB,—,N/A,9,3.80,10,0,0,92.6,259.4,2,0,-,-,-,50.0%,50.0%,71.1,13.3%,60.0%,26.7%,100.0%,50.0%,-,-,50.0%,50.0%,10.0%,40.0%,50.0%,100.0%
Cal Raleigh SHB,,+345,21,4.40,10,0,2,91.8,289.9,3,1,20.0%,10.0%,30.0%,40.0%,30.0%,75.6,50.0%,38.9%,22.2%,100.0%,50.0%,30.0%,0.0%,20.0%,40.0%,60.0%,20.0%,20.0%,50.0%
Randy Arozarena RHB,,+500,24,4.60,10,0,1,94.4,330.0,2,1,10.0%,10.0%,20.0%,70.0%,30.0%,72.2,42.1%,36.8%,31.6%,100.0%,30.0%,-,-,30.0%,70.0%,40.0%,50.0%,10.0%,50.0%
Victor Robles RHB,—,N/A,14,3.40,10,0,1,82.1,214.9,2,0,-,-,40.0%,20.0%,60.0%,66.7,-,42.9%,7.1%,100.0%,60.0%,20.0%,0.0%,40.0%,30.0%,50.0%,30.0%,20.0%,50.0%
Brendan Donovan LHB,,+760,19,4.00,10,0,0,85.6,237.7,2,1,10.0%,-,30.0%,40.0%,50.0%,70.0,-,25.0%,16.7%,100.0%,80.0%,50.0%,0.0%,30.0%,20.0%,30.0%,60.0%,10.0%,66.7%
Dominic Canzone LHB,,+425,30,4.60,10,0,0,88.3,265.3,1,1,-,-,20.0%,50.0%,40.0%,74.9,42.9%,35.7%,28.6%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,50.0%,40.0%,10.0%,50.0%
Cole Young LHB,,+572,21,4.60,10,0,0,89.1,270.4,4,0,-,-,20.0%,20.0%,40.0%,69.1,5.9%,29.4%,11.8%,89.5%,80.0%,50.0%,0.0%,30.0%,20.0%,30.0%,20.0%,50.0%,50.0%
