Matchup,MIL @ ATH
Pitcher,Brandon Sproat
Pitcher Team,MIL
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.0,240,0.267,0.368,0.481,0.214,1.56,11,1.83,12.1%,23.7%,22.5%,18.6%,10.5%,9.00,58.8%,7.8%,9.9%,43.4%,30.3%,23.9%,15.1%
vsLHB,25.0,120,0.253,0.366,0.455,0.202,1.72,4,1.44,15.0%,22.9%,25.0%,19.5%,10.4%,10.80,58.3%,6.5%,7.2%,46.4%,31.9%,18.2%,11.6%
vsRHB,27.0,120,0.280,0.370,0.505,0.224,1.52,7,2.33,9.2%,24.5%,20.0%,17.6%,10.6%,8.00,59.2%,9.1%,12.0%,41.0%,28.9%,29.2%,18.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nick Kurtz LHB,,+198,37,24,5.00,2,3,0.294,0.500,0.706,0.412,0.491,29.2%,34.1%,16.7%,15.1%,94.7,353.7,7,6,30.8%,7.7%,7.7%,69.2%,53.8%,79.6,90.9%,21.2%,18.2%,91.7%,38.5%,20.0%,23.1%,38.5%,30.8%,38.5%,30.8%,45.0%
Brent Rooker RHB,,+235,30,22,3.80,2,2,0.316,0.409,0.684,0.368,0.462,9.1%,18.6%,22.7%,9.8%,89.6,311.7,7,5,21.4%,14.3%,14.3%,50.0%,28.6%,73.7,41.7%,25.0%,16.7%,90.0%,50.0%,28.6%,14.3%,28.6%,21.4%,57.1%,21.4%,50.0%
Zack Gelof RHB,,+366,24,23,4.40,1,2,0.300,0.391,0.500,0.200,0.386,13.0%,25.0%,30.4%,12.2%,77.7,257.3,3,2,7.7%,-,15.4%,15.4%,30.8%,73.7,25.0%,8.3%,4.2%,75.0%,53.8%,14.3%,15.4%,15.4%,38.5%,15.4%,46.2%,20.0%
Carlos Cortes LHB,,+410,15,26,3.20,0,1,0.182,0.308,0.227,0.045,0.251,15.4%,18.4%,7.7%,6.7%,88.2,256.4,5,1,10.0%,5.0%,5.0%,25.0%,30.0%,71.0,9.7%,38.7%,12.9%,91.2%,25.0%,0.0%,15.0%,45.0%,20.0%,35.0%,45.0%,21.4%
Jeff McNeil LHB,,+820,36,23,3.00,0,0,0.130,0.130,0.130,-,0.116,-,21.2%,13.0%,12.8%,86.0,215.7,3,0,-,-,15.0%,20.0%,35.0%,67.9,2.1%,25.0%,4.2%,98.0%,20.0%,0.0%,25.0%,35.0%,40.0%,25.0%,35.0%,57.7%
Lawrence Butler LHB,—,N/A,20,21,2.00,0,0,0.150,0.190,0.150,-,0.158,4.8%,30.0%,19.0%,18.5%,86.5,197.4,0,0,-,-,12.5%,37.5%,31.2%,74.4,41.4%,17.2%,10.3%,85.3%,-,-,31.2%,68.8%,43.8%,31.2%,25.0%,38.9%
Tyler Soderstrom LHB,,+340,25,19,4.20,0,0,0.385,0.579,0.462,0.077,0.459,31.6%,13.3%,10.5%,5.5%,88.4,205.9,0,0,-,-,18.2%,36.4%,27.3%,74.3,30.4%,8.7%,4.3%,95.8%,-,-,27.3%,72.7%,54.5%,36.4%,9.1%,36.8%
Henry Bolte RHB,,+475,13,17,4.00,0,0,0.250,0.294,0.250,-,0.252,-,40.6%,41.2%,26.0%,88.7,283.5,0,0,-,-,11.1%,44.4%,11.1%,76.6,71.4%,23.8%,19.0%,80.8%,22.2%,0.0%,-,77.8%,55.6%,33.3%,11.1%,50.0%
Shea Langeliers RHB,,+240,17,16,5.20,0,0,0.062,0.062,0.062,-,0.056,-,23.1%,18.8%,12.3%,92.1,286.3,6,2,7.7%,-,7.7%,53.8%,53.8%,74.6,46.2%,34.6%,15.4%,86.7%,38.5%,0.0%,15.4%,30.8%,23.1%,53.8%,23.1%,38.1%
Alika Williams RHB,—,N/A,4,16,4.40,0,0,0.188,0.188,0.250,0.062,0.191,-,13.6%,31.2%,6.4%,84.1,282.1,3,0,-,-,18.2%,36.4%,36.4%,69.0,6.7%,26.7%,13.3%,88.2%,18.2%,0.0%,27.3%,36.4%,45.5%,45.5%,9.1%,37.5%
Jonah Heim SHB,—,N/A,13,15,2.20,0,0,0.154,0.267,0.154,-,0.205,13.3%,17.4%,13.3%,6.6%,91.4,250.6,2,0,-,-,9.1%,27.3%,27.3%,69.0,9.5%,42.9%,14.3%,95.5%,45.5%,0.0%,18.2%,36.4%,18.2%,54.5%,27.3%,35.3%
Max Muncy RHB,,+450,23,15,4.00,0,0,0.143,0.133,0.143,-,0.119,-,25.9%,20.0%,12.1%,80.6,166.5,0,0,-,-,8.3%,8.3%,-,74.1,50.0%,18.8%,-,84.2%,25.0%,0.0%,-,58.3%,50.0%,25.0%,25.0%,40.0%
Colby Thomas RHB,—,N/A,-,5,2.20,0,1,-,-,-,-,-,-,20.0%,20.0%,15.4%,84.4,405.3,1,1,-,-,-,25.0%,-,73.8,16.7%,-,-,75.0%,25.0%,0.0%,-,75.0%,25.0%,75.0%,-,60.0%
