Matchup,SEA @ WSH
Pitcher,Cade Cavalli
Pitcher Team,WSH
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.2,313,0.273,0.324,0.371,0.098,1.44,5,0.65,8.0%,24.4%,24.3%,21.6%,11.3%,9.82,62.3%,8.6%,7.9%,39.1%,24.3%,6.1%,13.4%
vsLHB,38.0,181,0.306,0.357,0.414,0.108,1.61,3,0.71,7.2%,27.1%,26.0%,23.5%,12.6%,11.13,60.2%,8.9%,6.2%,34.8%,27.7%,9.7%,14.3%
vsRHB,31.0,132,0.229,0.278,0.314,0.085,1.26,2,0.58,9.1%,20.8%,22.0%,19.1%,9.7%,8.42,65.2%,8.2%,10.0%,44.4%,20.0%,-,12.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Colt Emerson LHB,,N/A,30,19,3.80,2,2,0.222,0.263,0.611,0.389,0.369,5.3%,43.8%,42.1%,27.3%,85.0,224.4,2,2,10.0%,10.0%,20.0%,30.0%,20.0%,72.1,22.2%,13.3%,2.2%,95.7%,40.0%,50.0%,10.0%,10.0%,20.0%,20.0%,60.0%,62.5%
Josh Naylor LHB,,N/A,30,24,4.60,1,1,0.190,0.292,0.381,0.190,0.299,8.3%,19.4%,8.3%,10.3%,88.8,234.7,4,1,-,-,10.5%,21.1%,15.8%,70.1,2.9%,35.3%,5.9%,94.4%,26.3%,20.0%,10.5%,42.1%,36.8%,15.8%,47.4%,30.0%
Luke Raley LHB,,N/A,38,21,4.20,1,2,0.158,0.238,0.368,0.211,0.268,4.8%,33.3%,23.8%,19.3%,89.0,217.7,4,2,14.3%,7.1%,35.7%,42.9%,28.6%,76.2,62.5%,10.4%,8.3%,94.1%,35.7%,20.0%,21.4%,21.4%,57.1%,-,42.9%,47.1%
Cole Young LHB,,N/A,19,21,4.60,1,1,0.200,0.238,0.350,0.150,0.261,-,28.1%,19.0%,14.1%,85.1,231.5,2,1,6.2%,6.2%,31.2%,37.5%,37.5%,72.7,21.4%,28.6%,17.9%,90.3%,31.2%,20.0%,12.5%,25.0%,37.5%,43.8%,18.8%,22.7%
Dominic Canzone LHB,,N/A,24,17,3.00,1,2,0.412,0.412,0.706,0.294,0.482,-,25.6%,5.9%,15.6%,97.5,312.3,7,2,25.0%,6.2%,12.5%,62.5%,56.2%,75.8,56.4%,35.9%,17.9%,100.0%,25.0%,25.0%,43.8%,31.2%,25.0%,56.2%,18.8%,37.5%
Mitch Garver RHB,—,N/A,17,14,3.60,1,1,0.182,0.357,0.455,0.273,0.353,21.4%,9.1%,14.3%,3.6%,91.2,306.6,5,1,11.1%,11.1%,44.4%,55.6%,22.2%,73.6,27.3%,22.7%,13.6%,100.0%,55.6%,20.0%,11.1%,33.3%,66.7%,33.3%,-,41.2%
Randy Arozarena RHB,,N/A,14,23,4.60,0,1,0.333,0.478,0.389,0.056,0.396,13.0%,22.6%,17.4%,9.2%,95.7,252.7,1,1,7.1%,-,-,50.0%,35.7%,69.6,7.1%,39.3%,17.9%,93.3%,7.1%,0.0%,21.4%,71.4%,28.6%,35.7%,35.7%,30.8%
Julio Rodriguez RHB,,N/A,21,20,4.60,0,0,0.158,0.200,0.158,-,0.166,5.0%,25.0%,25.0%,11.7%,94.4,296.4,2,2,7.1%,-,-,64.3%,14.3%,76.4,64.5%,25.8%,9.7%,91.2%,7.1%,0.0%,21.4%,71.4%,14.3%,64.3%,21.4%,15.8%
Jhonny Pereda RHB,,N/A,9,18,3.80,0,0,0.471,0.500,0.471,-,0.432,5.6%,13.5%,5.6%,8.1%,93.8,248.7,3,0,-,-,6.2%,50.0%,37.5%,70.4,3.1%,43.8%,18.8%,86.5%,6.2%,0.0%,37.5%,56.2%,25.0%,37.5%,37.5%,47.4%
Patrick Wisdom RHB,—,N/A,10,14,4.00,0,0,0.077,0.143,0.077,-,0.110,7.1%,31.4%,28.6%,19.3%,89.6,277.5,3,3,33.3%,-,22.2%,33.3%,33.3%,76.0,69.7%,15.2%,9.1%,94.3%,44.4%,0.0%,22.2%,22.2%,22.2%,22.2%,55.6%,68.8%
Rob Refsnyder RHB,—,N/A,4,8,2.40,0,0,0.286,0.375,0.286,-,0.304,12.5%,35.7%,25.0%,15.6%,85.9,258.3,1,0,-,-,40.0%,20.0%,60.0%,73.3,30.8%,7.7%,7.7%,92.9%,60.0%,0.0%,40.0%,-,40.0%,40.0%,20.0%,50.0%
Victor Robles RHB,—,N/A,-,8,3.00,0,0,0.250,0.250,0.250,-,0.222,-,8.3%,-,4.0%,79.4,76.8,0,0,-,-,-,-,-,67.2,-,33.3%,-,100.0%,-,-,-,87.5%,50.0%,37.5%,12.5%,28.6%
Miles Mastrobuoni LHB,,N/A,-,3,3.50,0,0,0.333,0.333,0.333,-,0.297,-,20.0%,-,11.1%,91.7,302.6,1,0,-,-,-,33.3%,66.7%,69.6,-,60.0%,20.0%,100.0%,-,-,66.7%,33.3%,33.3%,66.7%,-,50.0%
