Matchup,ATL @ SD
Pitcher,JP Sears
Pitcher Team,SD
Opposing Team,ATL

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Drake Baldwin LHB,,+425,27,22,4.20,3,4,0.227,0.227,0.636,0.409,0.367,-,25.0%,45.5%,11.5%,94.7,362.6,4,4,33.3%,-,-,58.3%,50.0%,74.6,35.5%,32.3%,22.6%,86.1%,33.3%,75.0%,16.7%,50.0%,41.7%,41.7%,16.7%,38.5%
Matt Olson LHB,,+399,39,22,4.00,1,1,0.333,0.455,0.500,0.167,0.416,18.2%,20.5%,22.7%,8.7%,87.7,287.2,3,3,15.4%,-,-,38.5%,23.1%,74.8,47.5%,17.5%,10.0%,93.0%,30.8%,0.0%,7.7%,53.8%,30.8%,46.2%,23.1%,21.7%
Ozzie Albies SHB,,+550,18,19,4.20,1,1,0.333,0.316,0.500,0.167,0.345,-,11.4%,5.3%,7.8%,87.2,249.9,3,2,5.6%,-,22.2%,33.3%,38.9%,69.3,3.4%,41.4%,10.3%,85.3%,33.3%,16.7%,27.8%,27.8%,33.3%,27.8%,38.9%,38.9%
Mauricio Dubon RHB,,+800,11,15,4.20,1,2,0.333,0.467,0.667,0.333,0.473,20.0%,7.1%,13.3%,3.2%,87.8,291.9,2,2,-,-,30.0%,50.0%,40.0%,69.4,4.2%,29.2%,8.3%,88.9%,40.0%,25.0%,20.0%,40.0%,40.0%,30.0%,30.0%,23.1%
Michael Harris II LHB,,+500,22,18,3.40,0,0,0.389,0.389,0.556,0.167,0.409,-,35.9%,27.8%,20.9%,84.6,228.1,1,0,7.7%,7.7%,46.2%,23.1%,53.8%,75.1,43.3%,10.0%,10.0%,83.3%,7.7%,0.0%,53.8%,30.8%,61.5%,30.8%,7.7%,42.1%
Ha-Seong Kim RHB,—,N/A,8,17,3.00,0,0,0.133,0.235,0.133,-,0.181,11.8%,33.3%,35.3%,14.8%,85.3,216.7,1,0,-,-,33.3%,11.1%,11.1%,71.6,25.0%,16.7%,-,92.3%,33.3%,0.0%,-,33.3%,55.6%,33.3%,11.1%,15.4%
Dominic Smith LHB,,+800,17,15,2.80,0,0,0.083,0.267,0.083,-,0.189,20.0%,4.0%,-,1.6%,75.1,212.3,1,0,-,-,16.7%,-,8.3%,67.5,4.8%,14.3%,-,87.5%,41.7%,0.0%,-,33.3%,33.3%,25.0%,41.7%,31.2%
Mike Yastrzemski LHB,,+810,18,14,3.40,0,0,0.091,0.286,0.182,0.091,0.235,14.3%,17.6%,50.0%,4.9%,86.7,292.3,1,0,-,-,-,25.0%,50.0%,71.5,6.2%,18.8%,6.2%,94.1%,50.0%,0.0%,25.0%,25.0%,25.0%,25.0%,50.0%,15.4%
Jorge Mateo RHB,,+775,8,14,2.20,0,0,0.154,0.214,0.154,-,0.174,7.1%,27.6%,21.4%,14.0%,88.0,280.4,4,1,-,-,-,30.0%,60.0%,72.8,25.9%,18.5%,7.4%,93.1%,50.0%,0.0%,30.0%,20.0%,10.0%,50.0%,40.0%,35.7%
Joey Bart RHB,,+550,28,14,3.80,0,2,0.071,0.071,0.143,0.071,0.091,-,27.6%,28.6%,14.5%,87.3,299.7,5,3,10.0%,-,20.0%,50.0%,20.0%,75.5,53.8%,23.1%,11.5%,89.7%,50.0%,0.0%,10.0%,30.0%,40.0%,30.0%,30.0%,27.3%
Eli White RHB,,+680,29,10,3.00,0,0,0.125,0.300,0.125,-,0.219,20.0%,33.3%,40.0%,16.7%,97.1,303.5,1,1,-,-,-,50.0%,25.0%,71.2,14.3%,9.5%,-,100.0%,25.0%,0.0%,25.0%,50.0%,50.0%,25.0%,25.0%,0.0%
Austin Riley RHB,,+425,15,8,3.80,0,0,0.375,0.375,0.500,0.125,0.381,-,40.0%,25.0%,15.1%,102.0,309.1,3,2,33.3%,16.7%,16.7%,100.0%,33.3%,76.1,63.2%,31.6%,31.6%,95.0%,33.3%,0.0%,33.3%,33.3%,33.3%,50.0%,16.7%,42.9%
Rowdy Tellez LHB,—,N/A,15,2,1.80,0,1,-,-,-,-,-,-,0.0%,-,-,94.2,344.8,2,1,50.0%,-,-,50.0%,50.0%,75.7,33.3%,33.3%,33.3%,100.0%,100.0%,0.0%,-,-,-,50.0%,50.0%,0.0%
