Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Hunter Goodman","COL","Nick Martinez","TB","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Kazuma Okamoto","TOR","Hunter Brown","HOU","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","1"
"Sean Murphy","ATL","Eury Perez","MIA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Daylen Lile","WSH","Andrew Painter","PHI","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Ben Rice","NYY","Andre Pallante","STL","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Michael Conforto","CHC","Eric Lauer","LAD","6","0.667","0.60","0.50","1.17","3","0","0","1","1","3","7","0.0","0.714","1"
"Michael Massey","KC","Dean Kremer","MIN","7","0.571","0.67","0.29","0.86","2","2","0","0","2","0","6","14.3","0.571","0"
"Gleyber Torres","DET","Bryan Woo","SEA","11","0.545","0.67","0.09","0.64","5","1","0","0","1","0","7","18.2","0.545","0"
"Christian Vazquez","HOU","Jameson Taillon","TOR","11","0.545","0.50","0.73","1.27","2","2","0","2","4","4","14","9.1","0.545","0"
"Colt Emerson","SEA","Drew Anderson","DET","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Julio Rodriguez","SEA","Drew Anderson","DET","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Jared Triolo","PIT","Kyle Harrison","MIL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Kyle Tucker","LAD","Shota Imanaga","CHC","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Daulton Varsho","HOU","Jameson Taillon","TOR","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Rafael Devers","SF","Cody Bradford","TEX","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Corbin Carroll","ARI","Casey Mize","SD","4","0.500","0.67","0.50","1.00","1","0","1","0","1","0","4","25.0","0.600","1"
"Drake Baldwin","ATL","Eury Perez","MIA","6","0.500","0.33","1.00","1.50","1","0","0","2","2","4","9","16.7","0.625","2"
"Ronald Acuna Jr.","ATL","Eury Perez","MIA","6","0.500","0.67","0.67","1.17","1","1","0","1","2","2","7","33.3","0.571","1"
"Tommy Edman","LAD","Shota Imanaga","CHC","8","0.500","0.20","1.13","1.63","1","0","0","3","3","5","13","0.0","0.500","0"
"Travis d'Arnaud","LAA","Trevor Rogers","BAL","15","0.467","0.50","0.53","1.00","1","5","0","1","6","3","15","20.0","0.438","0"
"Ryan Jeffers","MIN","Noah Cameron","KC","11","0.455","0.63","0.18","0.64","3","2","0","0","2","0","7","27.3","0.455","0"
"Jeremy Pena","HOU","Jameson Taillon","TOR","11","0.455","0.50","0.18","0.64","3","2","0","0","2","1","7","9.1","0.455","0"
"Dominic Smith","ATL","Eury Perez","MIA","7","0.429","0.43","0.29","0.71","1","2","0","0","2","1","5","14.3","0.375","0"
"Randal Grichuk","CWS","Sonny Gray","BOS","7","0.429","0.75","0.43","0.86","0","3","0","0","3","0","6","42.9","0.429","0"
"Christian Yelich","MIL","Paul Skenes","PIT","12","0.417","0.63","0.08","0.50","4","1","0","0","1","1","6","33.3","0.462","1"
"Heriberto Hernandez","MIA","Bryce Elder","ATL","5","0.400","0.50","0.60","1.00","1","0","0","1","1","2","5","40.0","0.400","0"
"George Springer","TOR","Hunter Brown","HOU","10","0.400","0.60","0.30","0.70","3","0","0","1","1","2","7","40.0","0.455","1"
"J.T. Realmuto","PHI","Jake Irvin","WSH","15","0.400","0.36","0.20","0.60","5","0","0","1","1","3","9","0.0","0.400","0"
"Andrew Benintendi","CWS","Sonny Gray","BOS","29","0.379","0.40","0.14","0.52","9","1","0","1","2","3","15","10.3","0.379","0"
"Gunnar Henderson","BAL","Reid Detmers","LAA","8","0.375","0.50","0.38","0.75","1","1","1","0","2","1","6","25.0","0.500","2"
"Andy Pages","LAD","Shota Imanaga","CHC","8","0.375","0.33","0.50","0.88","1","1","0","1","2","2","7","25.0","0.333","0"
"Teoscar Hernandez","LAD","Shota Imanaga","CHC","8","0.375","0.43","0.13","0.50","2","1","0","0","1","0","4","12.5","0.500","2"
"Bryson Stott","PHI","Jake Irvin","WSH","19","0.368","0.31","0.37","0.74","4","1","0","2","3","5","14","5.3","0.400","0"
"Colton Cowser","BAL","Reid Detmers","LAA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Wilyer Abreu","BOS","Sean Burke","CWS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","33.3","0.333","0"
"Jonathan Aranda","TB","Tomoyuki Sugano","COL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Jazz Chisholm Jr.","NYY","Andre Pallante","STL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","33.3","0.500","1"
"Joey Ortiz","MIL","Paul Skenes","PIT","6","0.333","0.40","0.17","0.50","1","1","0","0","1","1","3","16.7","0.333","0"
"Andres Gimenez","TOR","Hunter Brown","HOU","6","0.333","0.33","0.50","0.83","1","0","0","1","1","2","5","33.3","0.429","0"
"Jake Mangum","PIT","Kyle Harrison","MIL","6","0.333","0.67","0.17","0.50","1","1","0","0","1","1","3","50.0","0.333","0"
"Edmundo Sosa","PHI","Jake Irvin","WSH","12","0.333","0.36","0.08","0.42","3","1","0","0","1","0","5","8.3","0.333","0"
"Yordan Alvarez","HOU","Jameson Taillon","TOR","15","0.333","0.33","0.20","0.53","4","0","0","1","1","3","8","13.3","0.412","2"
"Ian Happ","CHC","Eric Lauer","LAD","15","0.333","0.63","0.27","0.60","2","2","1","0","3","1","9","46.7","0.444","3"
"Bryce Harper","PHI","Jake Irvin","WSH","13","0.308","0.33","0.08","0.38","3","1","0","0","1","0","5","7.7","0.471","3"
"Christian Walker","HOU","Jameson Taillon","TOR","10","0.300","0.38","0.20","0.50","1","2","0","0","2","1","5","20.0","0.300","0"
"Trea Turner","PHI","Jake Irvin","WSH","17","0.294","0.36","0.24","0.53","3","1","0","1","2","1","9","29.4","0.333","1"
