Matchup,ATL @ CIN
Pitcher,Nick Lodolo
Pitcher Team,CIN
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.0,92,0.267,0.399,0.560,0.293,1.38,5,2.14,9.8%,25.1%,19.6%,17.1%,11.9%,7.71,59.1%,3.9%,15.0%,40.0%,23.3%,28.6%,15.0%
vsLHB,5.2,27,0.333,0.443,0.571,0.238,1.76,1,1.59,11.1%,31.1%,14.8%,12.9%,13.5%,6.35,59.3%,4.8%,5.6%,33.3%,11.1%,-,22.2%
vsRHB,15.1,65,0.241,0.381,0.556,0.315,1.24,4,2.35,9.2%,23.0%,21.5%,18.9%,11.3%,8.22,59.1%,3.5%,19.0%,42.9%,28.6%,33.3%,11.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Matt Olson LHB,N/A,20,4.60,1,1,0.176,0.300,0.412,0.235,0.314,10.0%,16.1%,15.0%,8.1%,93.4,14.3%,7.1%,21.4%,50.0%,28.6%,75.3,60.0%,26.7%,23.3%,96.8%,21.4%,33.3%,28.6%,35.7%,28.6%,42.9%,28.6%,38.9%
Jorge Mateo RHB,N/A,19,3.00,1,1,0.389,0.421,0.611,0.222,0.446,5.3%,24.3%,31.6%,13.8%,93.3,8.3%,8.3%,33.3%,66.7%,66.7%,73.4,35.3%,23.5%,17.6%,91.9%,41.7%,20.0%,33.3%,25.0%,50.0%,25.0%,25.0%,47.1%
Austin Riley RHB,N/A,22,4.40,0,1,0.150,0.227,0.250,0.100,0.214,9.1%,45.7%,59.1%,22.1%,90.5,14.3%,-,14.3%,57.1%,28.6%,76.1,69.6%,8.7%,8.7%,100.0%,28.6%,0.0%,28.6%,42.9%,42.9%,57.1%,-,22.2%
Mauricio Dubon RHB,N/A,19,4.20,0,1,0.111,0.158,0.167,0.056,0.148,5.3%,12.5%,10.5%,6.8%,89.0,6.2%,6.2%,18.8%,31.2%,43.8%,69.2,2.8%,27.8%,11.1%,90.0%,18.8%,0.0%,37.5%,31.2%,43.8%,31.2%,25.0%,33.3%
Ronald Acuna Jr. RHB,N/A,19,4.80,0,0,0.133,0.316,0.133,-,0.230,21.1%,31.9%,31.6%,14.9%,87.9,-,-,22.2%,11.1%,44.4%,76.4,64.3%,9.5%,2.4%,89.4%,11.1%,0.0%,44.4%,44.4%,33.3%,33.3%,33.3%,31.8%
Eli White RHB,N/A,18,2.20,0,1,0.267,0.389,0.400,0.133,0.350,11.1%,22.6%,16.7%,10.0%,84.8,-,-,8.3%,25.0%,33.3%,73.4,24.1%,20.7%,6.9%,93.5%,25.0%,0.0%,16.7%,58.3%,41.7%,16.7%,41.7%,11.8%
Ha-Seong Kim RHB,N/A,17,4.20,0,0,0.062,0.118,0.062,-,0.091,5.9%,22.2%,35.3%,9.0%,86.4,-,-,-,30.0%,20.0%,72.0,20.8%,20.8%,8.3%,96.0%,30.0%,0.0%,-,60.0%,30.0%,50.0%,20.0%,22.2%
Ozzie Albies SHB,N/A,16,4.60,0,1,0.200,0.188,0.267,0.067,0.191,-,8.8%,6.2%,5.5%,87.8,6.7%,6.7%,26.7%,33.3%,33.3%,68.9,3.1%,34.4%,9.4%,97.0%,40.0%,0.0%,20.0%,33.3%,53.3%,20.0%,26.7%,35.3%
Michael Harris II LHB,N/A,12,4.40,0,0,0.333,0.333,0.333,-,0.297,-,22.7%,16.7%,14.3%,83.8,-,-,10.0%,40.0%,10.0%,74.9,55.6%,22.2%,16.7%,85.7%,30.0%,0.0%,10.0%,50.0%,40.0%,40.0%,20.0%,42.9%
Sandy León SHB,N/A,10,2.20,0,0,0.200,0.200,0.200,-,0.178,-,27.6%,30.0%,19.0%,80.3,-,-,42.9%,14.3%,42.9%,66.0,3.7%,11.1%,-,93.1%,-,-,42.9%,42.9%,85.7%,-,14.3%,41.7%
Dominic Smith LHB,N/A,10,3.60,0,0,0.333,0.400,0.444,0.111,0.370,10.0%,0.0%,10.0%,-,72.4,-,-,12.5%,25.0%,-,66.5,-,15.4%,7.7%,76.5%,25.0%,0.0%,12.5%,50.0%,12.5%,62.5%,25.0%,33.3%
Mike Yastrzemski LHB,N/A,9,2.00,0,0,0.286,0.444,0.429,0.143,0.400,-,12.5%,33.3%,2.9%,97.1,-,-,25.0%,75.0%,75.0%,71.1,-,50.0%,12.5%,100.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,20.0%
Chadwick Tromp RHB,N/A,6,2.20,0,0,0.333,0.333,0.500,0.167,0.360,-,40.0%,33.3%,21.1%,80.5,-,-,-,-,25.0%,69.4,-,22.2%,-,90.0%,25.0%,0.0%,25.0%,50.0%,25.0%,25.0%,50.0%,60.0%
