Matchup,NYY @ TB
Pitcher,Will Warren
Pitcher Team,NYY
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.1,235,0.279,0.347,0.457,0.178,1.48,6,1.01,8.9%,22.3%,19.1%,17.5%,10.1%,7.59,63.7%,8.3%,7.1%,36.3%,25.6%,14.0%,19.0%
vsLHB,29.2,129,0.287,0.349,0.452,0.165,1.48,3,0.91,8.5%,17.5%,12.4%,13.3%,7.9%,4.85,61.1%,6.8%,6.9%,32.7%,27.7%,10.7%,16.8%
vsRHB,23.2,106,0.269,0.345,0.462,0.194,1.48,3,1.14,9.4%,27.5%,27.4%,21.2%,12.6%,11.03,67.0%,10.0%,7.5%,41.8%,22.4%,20.0%,22.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Junior Caminero RHB,,+310,31,25,4.40,4,4,0.217,0.280,0.739,0.522,0.424,8.0%,19.5%,16.0%,9.4%,92.8,261.9,5,4,15.8%,5.3%,36.8%,47.4%,21.1%,80.2,82.4%,29.4%,20.6%,85.0%,36.9%,31.6%,66.7%,5.3%,36.8%,68.4%,26.3%,5.3%,22.7%
Cedric Mullins LHB,,+563,24,23,3.80,4,4,0.333,0.348,0.905,0.571,0.510,4.3%,17.4%,17.4%,8.6%,90.4,246.1,6,4,11.1%,5.6%,27.8%,38.9%,27.8%,70.4,4.7%,37.2%,11.6%,95.6%,50.0%,38.9%,57.1%,11.1%,16.7%,38.9%,44.4%,16.7%,28.0%
Jonny DeLuca RHB,—,N/A,9,23,3.40,2,2,0.250,0.348,0.550,0.300,0.383,13.0%,18.2%,13.0%,9.7%,81.7,199.2,3,2,5.9%,5.9%,11.8%,23.5%,29.4%,74.9,53.1%,9.4%,6.2%,100.0%,47.0%,23.5%,25.0%,23.5%,23.5%,29.4%,23.5%,47.1%,47.1%
Victor Mesa Jr. LHB,,+770,37,28,3.80,1,2,0.217,0.321,0.391,0.174,0.308,14.3%,21.3%,25.0%,10.6%,90.3,254.9,4,3,5.9%,5.9%,29.4%,47.1%,35.3%,74.4,47.6%,23.8%,9.5%,93.3%,47.0%,17.6%,33.3%,29.4%,23.5%,64.7%,29.4%,5.9%,36.4%
Richie Palacios LHB,,+1060,19,24,3.40,1,2,0.261,0.292,0.391,0.130,0.300,4.2%,25.5%,8.3%,14.0%,80.3,272.1,4,1,4.8%,4.8%,9.5%,19.0%,33.3%,69.2,2.3%,20.5%,6.8%,93.6%,47.6%,33.3%,14.3%,14.3%,38.1%,33.3%,42.9%,23.8%,32.0%
Jonathan Aranda LHB,,+491,30,22,4.40,1,2,0.158,0.273,0.368,0.211,0.282,13.6%,33.3%,27.3%,17.0%,88.3,280.0,4,3,7.7%,-,15.4%,46.2%,30.8%,69.8,12.5%,17.5%,12.5%,88.9%,61.6%,30.8%,25.0%,30.8%,38.5%,38.5%,23.1%,38.5%,55.6%
Ben Williamson RHB,—,N/A,10,16,3.40,1,1,0.143,0.250,0.357,0.214,0.268,12.5%,22.7%,18.8%,9.6%,79.1,250.2,1,1,-,-,9.1%,18.2%,27.3%,66.8,-,26.3%,5.3%,90.5%,36.4%,18.2%,0.0%,18.2%,54.5%,27.3%,54.5%,18.2%,23.5%
Nick Fortes RHB,—,N/A,18,14,2.80,1,2,0.143,0.143,0.429,0.286,0.241,-,11.1%,14.3%,5.7%,84.0,291.8,2,2,8.3%,8.3%,16.7%,25.0%,16.7%,71.3,18.8%,31.2%,18.8%,88.9%,41.7%,41.7%,20.0%,-,50.0%,41.7%,25.0%,33.3%,25.0%
Chandler Simpson LHB,,+2500,8,23,4.00,0,0,0.364,0.391,0.455,0.091,0.371,4.3%,11.1%,-,4.9%,82.5,227.9,0,0,-,-,4.8%,9.5%,19.0%,64.5,-,50.0%,-,88.9%,28.6%,4.8%,0.0%,23.8%,66.7%,28.6%,42.9%,28.6%,33.3%
Yandy Diaz RHB,,+610,16,22,4.40,0,0,0.053,0.136,0.053,-,0.099,9.1%,27.3%,36.4%,11.9%,90.3,225.3,1,0,-,-,-,58.3%,16.7%,72.9,29.3%,19.5%,17.1%,93.2%,16.7%,-,-,16.7%,75.0%,16.7%,58.3%,25.0%,25.9%
