Matchup,COL @ ATL
Pitcher,Martin Perez
Pitcher Team,ATL
Opposing Team,COL
Source,SyntheticGapFill

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,48.1,205,0.236,0.312,0.376,0.140,1.39,6,1.12,12.2%,19.3%,14.1%,15.3%,8.1%,5.40,59.0%,4.7%,4.0%,36.4%,19.9%,20.0%,16.6%
vsLHB,12.2,54,0.288,0.339,0.481,0.192,1.34,3,2.13,3.7%,17.4%,22.2%,15.4%,8.7%,8.53,59.3%,5.7%,7.5%,52.5%,20.0%,37.5%,12.5%
vsRHB,35.2,151,0.214,0.303,0.333,0.119,1.40,3,0.76,15.2%,20.4%,11.3%,15.2%,7.8%,4.29,58.9%,4.4%,2.7%,30.6%,19.8%,13.6%,18.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cole Carrigg SHB,—,N/A,25,4.60,8,0,0,81.0,258.9,1,1,-,-,12.5%,25.0%,12.5%,72.4,50.0%,25.0%,12.5%,80.0%,37.5%,25.0%,0.0%,12.5%,62.5%,62.5%,25.0%,12.5%,50.0%
Hunter Goodman RHB,—,N/A,20,3.80,8,2,4,96.3,351.2,5,4,50.0%,25.0%,25.0%,62.5%,25.0%,75.1,41.7%,50.0%,41.7%,92.3%,62.5%,62.5%,40.0%,-,25.0%,37.5%,25.0%,37.5%,62.5%
Jake McCarthy LHB,—,N/A,19,4.60,8,0,0,87.1,268.1,1,1,12.5%,-,-,50.0%,50.0%,73.0,18.2%,36.4%,27.3%,91.7%,50.0%,-,-,50.0%,50.0%,25.0%,37.5%,37.5%,71.4%
Willi Castro SHB,—,N/A,18,4.40,8,1,1,88.3,251.1,2,1,12.5%,12.5%,62.5%,50.0%,62.5%,71.3,38.5%,30.8%,15.4%,100.0%,75.0%,25.0%,50.0%,50.0%,12.5%,62.5%,37.5%,-,50.0%
Mickey Moniak LHB,—,N/A,15,4.40,8,1,1,98.4,277.0,3,2,-,-,25.0%,62.5%,37.5%,74.1,38.5%,53.8%,30.8%,100.0%,87.5%,50.0%,25.0%,37.5%,12.5%,37.5%,50.0%,12.5%,60.0%
TJ Rumfield LHB,—,N/A,14,4.20,8,0,0,86.5,256.5,1,0,-,-,25.0%,25.0%,37.5%,69.0,14.3%,42.9%,7.1%,93.3%,75.0%,37.5%,0.0%,37.5%,25.0%,50.0%,50.0%,-,42.9%
Ezequiel Tovar RHB,—,N/A,14,3.20,8,0,0,92.8,295.4,2,1,-,-,-,37.5%,12.5%,71.9,12.5%,43.8%,18.8%,100.0%,50.0%,37.5%,0.0%,12.5%,50.0%,25.0%,75.0%,-,16.7%
Troy Johnston LHB,—,N/A,13,3.80,8,0,1,90.0,257.8,1,1,-,-,-,50.0%,37.5%,69.6,-,75.0%,-,80.0%,62.5%,25.0%,0.0%,37.5%,37.5%,25.0%,37.5%,37.5%,20.0%
Jordan Beck RHB,—,N/A,11,2.80,8,0,0,88.2,232.9,1,0,12.5%,-,12.5%,25.0%,25.0%,73.7,33.3%,25.0%,8.3%,100.0%,37.5%,25.0%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,50.0%
Connor Norby RHB,—,N/A,9,4.40,8,0,0,94.3,239.9,1,1,-,-,25.0%,62.5%,75.0%,70.4,-,54.5%,45.5%,100.0%,87.5%,25.0%,0.0%,62.5%,12.5%,25.0%,50.0%,25.0%,50.0%
Brett Sullivan LHB,—,N/A,5,3.80,8,1,2,88.9,274.4,4,1,-,-,25.0%,37.5%,12.5%,71.2,9.1%,63.6%,9.1%,91.7%,62.5%,50.0%,25.0%,12.5%,25.0%,37.5%,50.0%,12.5%,42.9%
Ryan Ritter RHB,—,N/A,,2.20,2,0,0,87.4,291.9,0,0,-,-,-,-,-,70.3,-,66.7%,-,100.0%,50.0%,50.0%,0.0%,-,50.0%,-,50.0%,50.0%,50.0%
Zac Veen LHB,—,N/A,,1.80,8,1,1,87.4,272.7,2,2,12.5%,12.5%,50.0%,37.5%,50.0%,71.6,30.0%,30.0%,20.0%,100.0%,62.5%,37.5%,33.3%,25.0%,37.5%,87.5%,12.5%,-,75.0%
