Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Ian Happ,SHB,CHC,Kodai Senga,R,26.1,48.1,19.4,62.1,40.8
George Springer,RHB,TOR,Hunter Brown,R,30.2,30.5,33.9,60.6,39
Dalton Rushing,LHB,LAD,Zebby Matthews,R,37.5,34.2,30.7,52.1,38
Kyle Schwarber,LHB,PHI,Foster Griffin,L,40.8,23.3,40.5,50.2,36.9
Jarren Duran,LHB,BOS,Ryan Feltner,R,30.1,32,30.5,54.3,36.9
Spencer Torkelson,RHB,DET,Gerrit Cole,R,60.7,29.5,39.3,32.1,36.2
Dillon Dingler,RHB,DET,Gerrit Cole,R,55,26.9,31.7,39.3,34.2
Jonathan Aranda,LHB,TB,Michael Wacha,R,19.9,34.3,29,44,33.7
Heriberto Hernandez,RHB,MIA,Tyler Alexander,L,54.4,25.6,18.4,55.2,33.7
Derek Hill,RHB,PHI,Foster Griffin,L,29.9,28.8,26.2,46.2,32.5
Shohei Ohtani,LHB,LAD,Zebby Matthews,R,44.8,31.8,13.9,50.4,32.4
Corbin Carroll,LHB,ARI,Andre Pallante,R,23.2,25.2,34.7,43.6,32.4
Yordan Alvarez,LHB,HOU,Dylan Cease,R,24.5,42.2,15.9,41.4,32.3
Kerry Carpenter,LHB,DET,Gerrit Cole,R,35.9,21.2,28.7,48.6,31.8
Juan Soto,LHB,NYM,Shota Imanaga,L,21.4,34.1,22.1,43.5,31.6
Garrett Mitchell,LHB,MIL,Brady Singer,R,20.5,44.9,10.4,40,30.9
Yohendrick Pinango,LHB,TOR,Hunter Brown,R,38.6,27.2,8.3,58.1,30.4
Colson Montgomery,LHB,CWS,Gavin Williams,R,33.4,21.8,29.1,43,30.4
Drew Romo,SHB,CWS,Gavin Williams,R,55.9,19,32.4,32.4,30.1
Edmundo Sosa,RHB,PHI,Foster Griffin,L,8.5,17.3,31.4,54.6,30
Freddie Freeman,LHB,LAD,Zebby Matthews,R,30.6,25.2,14.3,53,29.4
Andy Pages,RHB,LAD,Zebby Matthews,R,28.9,26.2,16.8,49.2,29.4
Jackson Chourio,RHB,MIL,Brady Singer,R,28.9,32.8,15.8,41.1,29.4
Hunter Goodman,RHB,COL,Jake Bennett,L,34.2,34.7,27.8,21.1,29.2
Andrew Benintendi,LHB,CWS,Gavin Williams,R,34.6,30.7,27.3,23.7,28.3
Junior Caminero,RHB,TB,Michael Wacha,R,36.7,33.6,26.2,20.1,28.3
Max Muncy,LHB,LAD,Zebby Matthews,R,20.2,29,23.2,35.5,28
Ryan Vilade,RHB,TB,Michael Wacha,R,36.4,21.6,21.6,41,27.9
Alex Freeland,SHB,LAD,Zebby Matthews,R,35.1,27.2,9.6,47.1,27.7
Justin Foscue,RHB,TEX,Tyler Phillips,R,31.1,16.9,18.5,52.1,27.6
Michael Conforto,LHB,CHC,Kodai Senga,R,20,33.7,8.5,44.2,27.4
Drake Baldwin,LHB,ATL,Michael King,R,25.4,27.2,11.2,48,27.4
Michael Harris II,LHB,ATL,Michael King,R,38.2,27.5,6,47.7,27.2
Jac Caglianone,LHB,KC,Drew Rasmussen,R,36,20.2,16.5,45,26.9
Jazz Chisholm Jr.,LHB,NYY,Framber Valdez,L,37.8,15.9,21.5,42.8,26.5
Riley Greene,LHB,DET,Gerrit Cole,R,25.8,26.4,22.7,30,26.1
Willson Contreras,RHB,BOS,Ryan Feltner,R,45.4,21.9,19.3,31.8,25.9
Alex Bregman,RHB,CHC,Kodai Senga,R,24.9,13.9,30.2,37.3,25.7
Coby Mayo,RHB,BAL,Samuel Aldegheri,L,31.6,22.4,22.4,31.6,25.6
Jake Bauers,LHB,MIL,Brady Singer,R,35.7,29.7,17.8,23.7,25.2
Ketel Marte,SHB,ARI,Andre Pallante,R,31.8,23.2,24.8,24.2,24.8
Vladimir Guerrero Jr.,RHB,TOR,Hunter Brown,R,44.2,17.9,12.1,41.8,24.8
Nolan Arenado,RHB,ARI,Andre Pallante,R,24.3,18.5,25,32.3,24.5
Christian Yelich,LHB,MIL,Brady Singer,R,32.1,25,9.5,38.4,24.4
Nick Loftin,RHB,KC,Drew Rasmussen,R,45.5,17.2,10.9,41.8,24.3
Nolan Schanuel,LHB,LAA,Kyle Bradish,R,21.9,7.2,28.4,43.9,24.2
Cam Smith,RHB,HOU,Dylan Cease,R,41.3,36.9,,28.7,24.2
Amed Rosario,RHB,NYY,Framber Valdez,L,31.2,27.5,18.6,23.2,24.1
Jake Rogers,RHB,DET,Gerrit Cole,R,27.4,29.6,9.5,32.1,24
Ezequiel Duran,RHB,TEX,Tyler Phillips,R,40.5,16.6,21.9,30.1,24
Jackson Merrill,LHB,SD,Grant Holmes,R,29.4,24.2,15.3,31.4,23.8
Bryce Harper,LHB,PHI,Foster Griffin,L,43.3,17.2,17.2,32.5,23.6
Kody Clemens,LHB,MIN,Eric Lauer,L,30.3,17.6,21.2,31.8,23.5
Seiya Suzuki,RHB,CHC,Kodai Senga,R,39.9,27.5,14.5,22.2,23.5
Brandon Valenzuela,SHB,TOR,Hunter Brown,R,58.8,10.4,8.3,45.5,23.4
Alec Bohm,RHB,PHI,Foster Griffin,L,8.5,24.3,27,23.9,23.4
Adrian Del Castillo,LHB,ARI,Andre Pallante,R,27.9,24.8,9.5,35.4,23.2
Anthony Volpe,RHB,NYY,Framber Valdez,L,54.8,18.6,10.3,32.2,23.1
Ryan Ward,LHB,LAD,Zebby Matthews,R,55.4,9.6,9.6,44.9,23
Richie Palacios,LHB,TB,Michael Wacha,R,39,25.4,8.9,30.2,23
Dansby Swanson,RHB,CHC,Kodai Senga,R,36.1,22.3,14.1,28.1,22.7
Ty France,RHB,SD,Grant Holmes,R,32.5,12.5,26.8,27.3,22.5
Bo Bichette,RHB,NYM,Shota Imanaga,L,35,26.6,23.2,10.9,22.5
Gary Sanchez,RHB,MIL,Brady Singer,R,28.3,19.4,24.2,21.5,22.3
Colt Keith,LHB,DET,Gerrit Cole,R,61.8,11.2,4.8,42.8,22.2
Connor Wong,RHB,BOS,Ryan Feltner,R,45.8,9.7,,55.7,21.9
Matt Olson,LHB,ATL,Michael King,R,24.1,14.3,16.3,38.2,21.9
Gavin Sheets,LHB,SD,Grant Holmes,R,30,18.6,18.6,26.9,21.8
Ceddanne Rafaela,RHB,BOS,Ryan Feltner,R,35.6,16.1,15.4,31.9,21.8
Byron Buxton,RHB,MIN,Eric Lauer,L,23,16.9,30.9,16.7,21.7
Victor Mesa Jr.,LHB,TB,Michael Wacha,R,32.9,32.9,10.8,14.6,21.7
Kazuma Okamoto,RHB,TOR,Hunter Brown,R,24,27.3,4.6,32,21.3
Cody Bellinger,LHB,NYY,Framber Valdez,L,29.6,8.9,25.7,30.1,21.3
Kyle Karros,RHB,COL,Jake Bennett,L,44.8,21.1,8.9,26.9,21.3
Masataka Yoshida,LHB,BOS,Ryan Feltner,R,23.1,19.2,16.1,29.4,21.2
Wilyer Abreu,LHB,BOS,Ryan Feltner,R,35.6,15.1,7.8,39.7,21.1
Trevor Larnach,LHB,MIN,Eric Lauer,L,52.3,12.1,12.1,31.6,21
Carter Jensen,LHB,KC,Drew Rasmussen,R,30.7,19.9,19.1,20.4,20.9
Pedro Pages,RHB,STL,Merrill Kelly,R,34.7,16.4,23.5,18.2,20.8
Yainer Diaz,RHB,HOU,Dylan Cease,R,16.8,17.3,17.3,31.2,20.7
Manny Machado,RHB,SD,Grant Holmes,R,28.4,16.6,17.6,27,20.7
Chase Meidroth,RHB,CWS,Gavin Williams,R,16.8,27.4,15.3,19.5,20.7
