Matchup,TB @ DET
Pitcher,Ian Seymour
Pitcher Team,TB
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,101.1,421,0.220,0.301,0.430,0.210,1.14,18,1.60,7.6%,29.4%,29.2%,23.1%,14.7%,10.92,63.9%,9.9%,10.3%,37.0%,30.9%,22.2%,26.0%
vsLHB,34.1,149,0.261,0.354,0.543,0.283,1.22,9,2.36,4.0%,29.4%,28.2%,24.4%,15.4%,11.01,69.6%,10.2%,10.3%,38.1%,32.0%,29.0%,29.9%
vsRHB,67.0,272,0.198,0.272,0.366,0.169,1.10,9,1.21,9.6%,29.4%,29.8%,22.5%,14.3%,10.88,60.8%,9.7%,10.3%,36.4%,30.3%,18.0%,23.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Eduardo Valencia RHB,,+558,15,2.80,9,2,2,95.5,327.3,7,3,33.3%,11.1%,22.2%,55.6%,66.7%,73.9,35.3%,47.1%,29.4%,100.0%,88.9%,55.6%,40.0%,33.3%,11.1%,22.2%,44.4%,33.3%,57.1%
Zach McKinstry LHB,—,N/A,8,3.20,10,0,0,89.0,212.6,1,0,-,-,30.0%,20.0%,50.0%,67.5,-,70.0%,20.0%,100.0%,70.0%,20.0%,0.0%,50.0%,20.0%,40.0%,40.0%,20.0%,50.0%
Hao-Yu Lee RHB,,+550,19,3.80,10,0,0,89.8,251.9,4,0,-,-,20.0%,50.0%,40.0%,69.7,9.1%,54.5%,36.4%,100.0%,70.0%,20.0%,0.0%,50.0%,30.0%,30.0%,20.0%,50.0%,20.0%
Javier Baez RHB,,+1060,20,3.40,10,0,0,82.8,243.4,1,1,-,-,10.0%,30.0%,10.0%,75.3,64.3%,35.7%,7.1%,100.0%,40.0%,20.0%,0.0%,20.0%,60.0%,40.0%,50.0%,10.0%,66.7%
Kevin McGonigle LHB,,+750,12,4.40,10,0,0,93.7,336.7,4,3,20.0%,-,10.0%,50.0%,40.0%,69.2,-,57.1%,21.4%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,30.0%,50.0%,20.0%,62.5%
Ben Malgeri RHB,,+920,9,2.40,10,0,0,84.4,216.7,1,0,-,-,30.0%,40.0%,50.0%,68.9,7.7%,38.5%,23.1%,92.9%,80.0%,30.0%,0.0%,50.0%,10.0%,40.0%,30.0%,30.0%,50.0%
Max Clark LHB,,+1340,8,3.60,10,0,0,83.6,258.9,0,0,-,-,-,60.0%,30.0%,73.3,31.2%,31.2%,18.8%,100.0%,20.0%,-,-,20.0%,80.0%,30.0%,50.0%,20.0%,12.5%
Gleyber Torres RHB,,+850,15,4.40,10,0,1,88.0,284.0,3,1,-,-,10.0%,50.0%,50.0%,69.5,16.7%,66.7%,8.3%,92.3%,70.0%,30.0%,0.0%,40.0%,30.0%,40.0%,20.0%,40.0%,37.5%
Colt Keith LHB,—,N/A,4,3.20,10,0,0,79.2,221.0,1,1,-,-,10.0%,30.0%,40.0%,71.5,16.7%,25.0%,25.0%,75.0%,30.0%,-,-,30.0%,60.0%,40.0%,50.0%,10.0%,11.1%
Spencer Torkelson RHB,,+523,28,3.60,10,0,0,80.4,266.9,2,0,-,-,-,30.0%,50.0%,72.5,11.8%,23.5%,11.8%,94.4%,70.0%,40.0%,0.0%,30.0%,30.0%,20.0%,70.0%,10.0%,40.0%
Dillon Dingler RHB,,+650,26,3.60,10,0,0,84.7,180.5,0,0,-,-,-,20.0%,-,71.9,18.8%,25.0%,12.5%,94.1%,30.0%,20.0%,0.0%,10.0%,60.0%,50.0%,10.0%,40.0%,42.9%
Corey Julks RHB,—,N/A,-,2.00,2,0,0,89.1,327.6,1,0,-,-,50.0%,-,50.0%,72.6,-,100.0%,-,100.0%,50.0%,50.0%,0.0%,-,50.0%,100.0%,-,-,0.0%
