Matchup,TB @ LAD
Pitcher,Shohei Ohtani
Pitcher Team,LAD
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,67.2,262,0.153,0.217,0.234,0.081,0.84,3,0.40,8.0%,30.6%,27.9%,24.7%,14.1%,9.71,54.4%,5.8%,3.7%,36.2%,21.5%,8.6%,13.5%
vsLHB,36.1,142,0.172,0.233,0.266,0.094,0.91,2,0.50,7.7%,27.5%,25.4%,22.8%,12.6%,8.92,52.8%,5.3%,3.2%,37.6%,21.5%,10.0%,16.1%
vsRHB,31.1,120,0.131,0.200,0.196,0.065,0.77,1,0.29,8.3%,34.2%,30.8%,27.0%,15.9%,10.63,56.2%,6.4%,4.3%,34.3%,21.4%,6.7%,10.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cedric Mullins LHB,,+578,17,15,3.60,3,4,0.308,0.400,1.000,0.692,0.566,13.3%,25.8%,20.0%,12.9%,93.0,289.2,5,4,30.0%,30.0%,60.0%,60.0%,30.0%,69.7,-,28.6%,14.3%,90.3%,60.0%,50.0%,10.0%,10.0%,70.0%,20.0%,10.0%,20.0%
Hunter Feduccia LHB,,+1260,15,12,3.00,1,1,0.273,0.333,0.545,0.273,0.377,8.3%,23.1%,33.3%,12.2%,88.5,364.7,4,2,28.6%,-,-,57.1%,42.9%,70.9,8.0%,24.0%,8.0%,100.0%,28.6%,50.0%,28.6%,28.6%,-,85.7%,14.3%,36.4%
Jonathan Aranda LHB,,+532,36,16,4.40,0,0,0.286,0.375,0.357,0.071,0.327,12.5%,19.4%,25.0%,9.7%,89.7,255.4,1,1,10.0%,-,-,20.0%,40.0%,71.0,23.3%,23.3%,6.7%,88.2%,40.0%,0.0%,30.0%,30.0%,30.0%,30.0%,40.0%,57.1%
Yandy Diaz RHB,,+540,16,16,4.60,0,0,0.267,0.312,0.267,-,0.263,6.2%,8.3%,18.8%,3.7%,95.5,232.6,0,0,-,-,-,58.3%,16.7%,74.1,33.3%,41.7%,20.8%,100.0%,16.7%,0.0%,25.0%,58.3%,-,66.7%,33.3%,20.8%
Richie Palacios LHB,,+1220,15,16,3.60,0,0,-,0.250,-,-,0.162,25.0%,30.3%,18.8%,12.8%,80.4,217.8,1,0,-,-,22.2%,22.2%,11.1%,69.9,3.7%,14.8%,7.4%,81.8%,22.2%,0.0%,22.2%,33.3%,55.6%,11.1%,33.3%,41.2%
Taylor Walls SHB,,+1240,19,15,3.60,0,0,0.154,0.267,0.154,-,0.210,6.7%,33.3%,46.7%,14.1%,88.3,257.3,2,0,-,-,33.3%,33.3%,33.3%,68.2,3.1%,15.6%,3.1%,97.0%,50.0%,0.0%,33.3%,16.7%,50.0%,-,50.0%,27.8%
Junior Caminero RHB,,+350,22,14,4.20,0,0,0.091,0.286,0.091,-,0.203,21.4%,27.8%,35.7%,11.1%,92.5,242.7,0,0,-,-,-,50.0%,33.3%,77.8,84.6%,23.1%,15.4%,76.5%,16.7%,0.0%,16.7%,66.7%,33.3%,33.3%,33.3%,0.0%
Chandler Simpson LHB,,+2200,9,13,4.00,0,0,0.231,0.231,0.231,-,0.205,-,12.5%,15.4%,5.0%,79.6,204.6,1,0,-,-,-,-,27.3%,64.6,-,43.8%,-,100.0%,27.3%,0.0%,45.5%,27.3%,9.1%,45.5%,45.5%,20.0%
Nick Fortes RHB,—,N/A,14,12,3.80,0,0,0.091,0.167,0.091,-,0.134,-,6.7%,8.3%,3.0%,91.6,237.8,1,1,-,-,30.0%,40.0%,-,72.0,20.0%,46.7%,20.0%,100.0%,30.0%,0.0%,10.0%,40.0%,60.0%,40.0%,-,40.0%
Victor Mesa Jr. LHB,,+830,13,12,3.20,0,0,-,0.333,-,-,0.216,33.3%,34.5%,8.3%,15.2%,83.2,261.4,2,0,-,-,16.7%,33.3%,16.7%,74.5,48.1%,11.1%,7.4%,93.1%,16.7%,0.0%,16.7%,50.0%,50.0%,33.3%,16.7%,46.7%
Ben Williamson RHB,—,N/A,8,12,3.80,0,0,0.182,0.250,0.182,-,0.202,8.3%,5.3%,8.3%,2.0%,87.7,172.8,0,0,-,-,-,40.0%,10.0%,68.5,12.5%,37.5%,-,94.1%,-,-,10.0%,80.0%,20.0%,50.0%,30.0%,30.0%
Ryan Vilade RHB,—,N/A,16,8,3.80,0,0,0.250,0.250,0.250,-,0.222,-,38.9%,25.0%,17.5%,84.1,216.6,2,0,-,-,-,16.7%,33.3%,74.8,52.9%,17.6%,5.9%,94.4%,33.3%,0.0%,16.7%,33.3%,-,33.3%,66.7%,30.0%
Austin Slater RHB,—,N/A,4,4,4.20,0,0,-,0.250,-,-,0.162,25.0%,25.0%,25.0%,12.5%,67.7,-,0,0,-,-,-,-,-,69.6,-,-,-,87.5%,-,-,-,100.0%,100.0%,-,-,100.0%
