Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Garrett Mitchell,LHB,MIL,Dustin May,R,30.5,56.3,24.7,60,45.2
Yordan Alvarez,LHB,HOU,Miles Mikolas,R,39.1,42.5,29.4,54,41.1
Jackson Chourio,RHB,MIL,Dustin May,R,38.7,39.7,33.5,44.3,38.9
Juan Soto,LHB,NYM,Reynaldo Lopez,R,32.4,45,17,56.4,38.2
Bobby Witt Jr.,RHB,KC,Cristopher Sanchez,L,26.1,35.1,36.2,47.7,37.7
Max Muncy,LHB,LAD,Kyle Freeland,L,44.3,34.2,19.8,55.9,36.3
Salvador Perez,RHB,KC,Cristopher Sanchez,L,31.5,46.5,16.3,44.8,35.5
Shohei Ohtani,LHB,LAD,Kyle Freeland,L,50.9,36.1,22.8,43.4,35.4
Gary Sanchez,RHB,MIL,Dustin May,R,38.9,31.5,37.1,35.3,34.9
Mark Vientos,RHB,NYM,Reynaldo Lopez,R,54.2,28.9,32.9,36.4,34.5
Teoscar Hernandez,RHB,LAD,Kyle Freeland,L,30.4,34.4,27.2,44.7,34.4
Jared Young,LHB,NYM,Reynaldo Lopez,R,54.6,22.2,20.3,58.7,34
Christian Walker,RHB,HOU,Miles Mikolas,R,41.7,33.9,27.5,35.5,33.2
Corbin Carroll,LHB,ARI,Walker Buehler,R,24.4,26.8,31.2,47,32.9
Junior Caminero,RHB,TB,Cam Schlittler,R,45.7,30.8,37.8,24.7,32.9
Jazz Chisholm Jr.,LHB,NYY,Griffin Jax,R,35.3,34.7,16.9,47.6,32.6
Jordan Walker,RHB,STL,Shane Drohan,L,41.4,23.1,21.4,54.9,32.4
Cam Smith,RHB,HOU,Miles Mikolas,R,57.2,19.3,26.2,46.6,32
Francisco Alvarez,RHB,NYM,Reynaldo Lopez,R,39.7,33.1,27.7,29,31.1
Isaac Paredes,RHB,HOU,Miles Mikolas,R,35.1,24.1,28.8,41.2,30.9
Casey Schmitt,RHB,SF,Kevin Gausman,R,36.5,19.2,34.7,40.5,30.9
James Wood,LHB,WSH,Mike Burrows,R,36.3,38.7,14.2,37.9,30.9
Bryce Eldridge,LHB,SF,Kevin Gausman,R,23.8,34,16.3,46.6,30.8
Adrian Del Castillo,LHB,ARI,Walker Buehler,R,24.6,26.1,14.2,58.5,30.5
Hunter Goodman,RHB,COL,Eric Lauer,L,32.8,35,28.4,25.3,30.4
Jac Caglianone,LHB,KC,Cristopher Sanchez,L,34.6,23.2,23.2,47.2,30.3
Nelson Velazquez,RHB,STL,Shane Drohan,L,60,18.2,18.2,49.6,30.2
Nolan Arenado,RHB,ARI,Walker Buehler,R,30,20.6,28.2,45.7,30.1
Jonathan Aranda,LHB,TB,Cam Schlittler,R,14.4,34.6,24.7,34.6,29.6
Carter Jensen,LHB,KC,Cristopher Sanchez,L,44.3,22.5,20.2,44.3,29.4
Heliot Ramos,RHB,SF,Kevin Gausman,R,34.5,39.2,24.3,18.8,29.2
Jorge Mateo,RHB,ATL,Freddy Peralta,R,51.8,19.1,23.2,41.4,29.2
Derek Hill,RHB,PHI,Noah Cameron,L,8.4,33.8,27.6,32.6,29.1
Kyle Schwarber,LHB,PHI,Noah Cameron,L,40.2,19.7,25.5,39.3,28.4
Brice Matthews,RHB,HOU,Miles Mikolas,R,50.2,28.9,6.8,42.5,27.8
Eric Haase,RHB,SF,Kevin Gausman,R,41,23.6,27.3,27.3,27.4
Alec Bohm,RHB,PHI,Noah Cameron,L,28.9,29.4,28.7,19.9,26.8
JJ Wetherholt,LHB,STL,Shane Drohan,L,27.8,20.6,21.2,38.1,25.9
Kazuma Okamoto,RHB,TOR,Landen Roupp,R,36.6,24,24,24,25.3
Ryan Vilade,RHB,TB,Cam Schlittler,R,42.3,19.6,19.6,32.9,25.2
Luis Campusano,RHB,SD,Brandon Pfaadt,R,39,30.3,19.5,19.5,25.2
Ketel Marte,SHB,ARI,Walker Buehler,R,26.7,24.3,27.6,21.3,24.8
Ty France,RHB,SD,Brandon Pfaadt,R,30.7,17.3,27.4,29.2,24.6
William Contreras,RHB,MIL,Dustin May,R,48.7,28,8.8,28,24.3
Dalton Rushing,LHB,LAD,Kyle Freeland,L,41.6,12.4,12.4,48.5,24.3
Tommy Troy,RHB,ARI,Walker Buehler,R,37.7,28.1,8.2,32.4,24.2
Yandy Diaz,RHB,TB,Cam Schlittler,R,5.7,21.7,21.7,37.6,24.1
Jake Bauers,LHB,MIL,Dustin May,R,39.4,20.4,20.9,26.5,24
Eli White,RHB,ATL,Freddy Peralta,R,25,25.2,14.6,32.3,23.8
