Matchup,STL @ KC
Pitcher,Noah Cameron
Pitcher Team,KC
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,70.0,295,0.247,0.299,0.404,0.156,1.21,8,1.03,5.8%,23.9%,21.7%,17.9%,11.5%,8.23,61.0%,6.9%,9.3%,39.7%,25.2%,13.0%,18.7%
vsLHB,16.0,70,0.273,0.339,0.500,0.227,1.31,3,1.69,4.3%,23.1%,20.0%,17.3%,11.2%,7.88,55.7%,8.3%,15.1%,41.5%,22.6%,25.0%,17.0%
vsRHB,53.1,225,0.239,0.286,0.373,0.134,1.20,5,0.84,6.2%,24.1%,22.2%,18.1%,11.6%,8.44,62.7%,6.4%,7.5%,39.1%,26.1%,9.5%,19.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ivan Herrera RHB,,+546,16,17,4.40,1,1,0.308,0.471,0.538,0.231,0.437,17.6%,13.8%,11.8%,7.1%,88.4,257.4,2,1,9.1%,9.1%,27.3%,36.4%,54.5%,72.4,36.0%,28.0%,16.0%,86.2%,27.3%,33.3%,36.4%,27.3%,45.5%,36.4%,18.2%,50.0%
Jordan Walker RHB,,+340,27,16,4.20,1,1,0.400,0.438,0.667,0.267,0.474,6.2%,21.9%,12.5%,11.9%,91.3,303.0,4,2,15.4%,-,-,46.2%,38.5%,79.7,90.3%,19.4%,16.1%,96.9%,30.8%,25.0%,23.1%,46.2%,38.5%,38.5%,23.1%,41.2%
Nelson Velazquez RHB,,+441,15,11,2.00,1,1,0.222,0.364,0.667,0.444,0.431,9.1%,35.0%,27.3%,17.1%,97.7,331.6,3,1,16.7%,16.7%,33.3%,83.3%,33.3%,74.0,38.9%,27.8%,22.2%,94.7%,50.0%,33.3%,16.7%,33.3%,33.3%,50.0%,16.7%,46.2%
Jose Fermin RHB,,+580,16,14,2.80,0,0,0.308,0.357,0.385,0.077,0.328,7.1%,16.0%,7.1%,6.6%,88.8,232.6,2,0,-,-,16.7%,25.0%,41.7%,68.4,4.3%,39.1%,8.7%,92.0%,8.3%,0.0%,41.7%,50.0%,50.0%,33.3%,16.7%,41.7%
Pedro Pages RHB,,+790,5,14,3.00,0,0,0.286,0.286,0.357,0.071,0.281,-,28.9%,28.6%,17.5%,93.7,268.7,1,1,-,-,-,77.8%,33.3%,72.0,24.2%,21.2%,9.1%,89.2%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,28.6%
Masyn Winn RHB,,+920,10,13,3.40,0,0,0.125,0.385,0.125,-,0.268,30.8%,15.8%,23.1%,4.9%,93.0,306.9,3,1,-,-,-,50.0%,33.3%,72.7,5.9%,23.5%,17.6%,94.4%,50.0%,0.0%,16.7%,33.3%,16.7%,50.0%,33.3%,7.7%
Nathan Church LHB,,+1180,13,11,3.40,0,0,0.273,0.273,0.364,0.091,0.277,-,18.2%,9.1%,9.8%,83.0,250.0,3,2,20.0%,-,-,50.0%,50.0%,68.0,-,27.8%,11.1%,85.7%,10.0%,0.0%,30.0%,30.0%,10.0%,90.0%,-,30.0%
Bryan Torres LHB,—,N/A,3,10,3.40,0,0,0.222,0.300,0.222,-,0.243,10.0%,15.8%,20.0%,8.6%,68.4,228.2,0,0,-,-,-,-,14.3%,63.8,-,8.3%,-,66.7%,14.3%,0.0%,14.3%,57.1%,14.3%,28.6%,57.1%,12.5%
Alec Burleson LHB,,+523,19,10,4.40,0,0,0.375,0.500,0.500,0.125,0.435,20.0%,5.3%,-,3.1%,87.7,249.3,1,0,-,-,25.0%,50.0%,37.5%,72.9,17.6%,23.5%,23.5%,89.5%,12.5%,0.0%,37.5%,50.0%,75.0%,25.0%,-,37.5%
JJ Wetherholt LHB,,+574,24,7,4.60,0,0,0.800,0.857,0.800,-,0.694,28.6%,23.1%,14.3%,9.4%,86.3,213.8,0,0,-,-,-,25.0%,75.0%,72.2,36.4%,9.1%,9.1%,84.6%,-,-,50.0%,50.0%,-,100.0%,-,33.3%
Lars Nootbaar LHB,,+470,6,4,3.40,0,0,-,-,-,-,-,-,20.0%,50.0%,5.0%,89.3,284.3,0,0,-,-,-,50.0%,-,76.3,66.7%,33.3%,-,100.0%,100.0%,0.0%,-,-,-,50.0%,50.0%,0.0%
Jimmy Crooks LHB,—,N/A,-,3,3.40,0,1,-,-,-,-,-,-,66.7%,66.7%,36.4%,103.9,402.1,1,1,100.0%,-,-,100.0%,100.0%,72.1,25.0%,25.0%,25.0%,66.7%,100.0%,0.0%,-,-,-,100.0%,-,66.7%
Blaze Jordan RHB,,+820,-,2,3.60,0,0,0.500,0.500,1.500,1.000,0.810,-,0.0%,-,-,96.8,331.6,1,0,-,-,-,50.0%,-,72.5,33.3%,66.7%,-,100.0%,50.0%,0.0%,-,50.0%,-,-,100.0%,50.0%
