Matchup,CLE @ CWS
Pitcher,Tanner Bibee
Pitcher Team,CLE
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,89.1,364,0.232,0.305,0.413,0.181,1.18,16,1.61,7.7%,26.9%,21.4%,18.8%,12.6%,7.86,63.0%,8.3%,10.1%,45.5%,28.8%,18.9%,21.0%
vsLHB,46.2,193,0.207,0.300,0.414,0.207,1.14,10,1.93,8.8%,30.1%,25.4%,22.3%,14.4%,9.45,60.1%,8.7%,12.7%,45.2%,30.2%,23.7%,22.2%
vsRHB,41.2,171,0.259,0.311,0.411,0.152,1.25,6,1.30,6.4%,23.2%,17.0%,14.8%,10.6%,6.26,66.3%,7.7%,7.6%,45.8%,27.5%,13.9%,19.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Sam Antonacci LHB,,+770,15,24,4.00,3,3,0.263,0.417,0.789,0.526,0.491,16.7%,14.7%,16.7%,5.7%,92.6,311.3,4,3,26.7%,26.7%,40.0%,53.3%,40.0%,70.7,12.9%,32.3%,19.4%,96.9%,33.3%,60.0%,20.0%,46.7%,66.7%,26.7%,6.7%,22.7%
Andrew Benintendi LHB,,+490,13,17,2.00,3,2,0.312,0.353,0.938,0.625,0.536,5.9%,19.2%,11.8%,9.4%,92.0,263.9,2,2,15.4%,15.4%,23.1%,46.2%,30.8%,71.0,-,45.5%,13.6%,88.0%,23.1%,66.7%,15.4%,46.2%,61.5%,15.4%,23.1%,28.6%
Tristan Peters LHB,,+870,17,16,3.40,1,1,0.143,0.250,0.500,0.357,0.314,12.5%,12.8%,18.8%,7.9%,86.6,258.7,3,2,9.1%,9.1%,18.2%,54.5%,36.4%,70.2,14.3%,20.0%,5.7%,92.1%,54.5%,16.7%,18.2%,9.1%,27.3%,36.4%,36.4%,64.7%
Colson Montgomery LHB,,+337,34,16,3.80,1,1,0.200,0.250,0.467,0.267,0.307,6.2%,31.0%,25.0%,15.0%,94.6,243.7,4,1,9.1%,-,18.2%,54.5%,18.2%,76.5,74.1%,25.9%,11.1%,93.1%,45.5%,20.0%,9.1%,18.2%,27.3%,54.5%,18.2%,26.7%
Braden Montgomery SHB,,+870,18,20,3.20,0,1,0.235,0.350,0.294,0.059,0.294,15.0%,23.5%,20.0%,11.3%,85.2,244.8,2,0,-,-,7.7%,23.1%,23.1%,69.4,7.7%,26.9%,3.8%,86.7%,23.1%,0.0%,15.4%,53.8%,38.5%,15.4%,46.2%,42.9%
Jacob Gonzalez LHB,,+575,17,18,2.20,0,0,0.059,0.111,0.059,-,0.086,5.6%,25.5%,33.3%,15.5%,82.9,259.1,2,0,-,-,10.0%,20.0%,20.0%,71.1,9.5%,11.9%,2.4%,87.5%,20.0%,0.0%,20.0%,50.0%,40.0%,30.0%,30.0%,56.2%
Drew Romo SHB,—,N/A,20,18,3.40,0,0,-,-,-,-,-,-,30.3%,27.8%,18.2%,81.0,270.5,4,4,15.4%,-,7.7%,30.8%,23.1%,70.8,3.1%,18.8%,3.1%,97.0%,53.8%,0.0%,7.7%,15.4%,23.1%,53.8%,23.1%,55.0%
Miguel Vargas RHB,,+383,22,15,3.40,0,1,0.067,0.067,0.067,-,0.059,-,34.4%,40.0%,17.5%,85.5,276.4,1,1,11.1%,-,11.1%,33.3%,33.3%,75.5,51.7%,20.7%,6.9%,93.5%,33.3%,0.0%,22.2%,44.4%,44.4%,33.3%,22.2%,33.3%
Randal Grichuk RHB,—,N/A,22,13,2.80,0,1,0.231,0.231,0.385,0.154,0.264,-,21.1%,15.4%,8.9%,90.7,287.3,3,1,18.2%,9.1%,9.1%,45.5%,36.4%,73.2,35.3%,41.2%,17.6%,89.5%,18.2%,0.0%,27.3%,45.5%,36.4%,36.4%,27.3%,31.2%
Chase Meidroth RHB,,+1120,22,11,3.40,0,0,0.400,0.455,0.400,-,0.383,9.1%,14.3%,27.3%,6.2%,84.3,218.5,0,0,-,-,-,57.1%,28.6%,64.8,-,17.4%,4.3%,88.5%,14.3%,0.0%,28.6%,42.9%,28.6%,28.6%,42.9%,11.8%
Luisangel Acuna RHB,,+1360,10,9,2.80,0,0,0.222,0.222,0.222,-,0.198,-,17.6%,33.3%,8.1%,91.4,283.6,1,1,16.7%,-,-,33.3%,50.0%,72.0,20.0%,20.0%,6.7%,88.2%,16.7%,0.0%,50.0%,33.3%,16.7%,33.3%,50.0%,28.6%
Kyle Teel LHB,,+520,-,2,4.00,0,0,-,-,-,-,-,-,80.0%,100.0%,36.4%,-,-,0,0,-,-,-,-,-,72.9,-,-,-,80.0%,-,-,-,-,-,-,-,0.0%
Junior Perez RHB,—,N/A,-,1,2.50,0,0,-,1.000,-,-,0.649,100.0%,0.0%,-,-,-,-,0,0,-,-,-,-,-,73.7,-,-,-,100.0%,-,-,-,-,-,-,-,0.0%
