Matchup,LAD @ SD
Pitcher,Yoshinobu Yamamoto
Pitcher Team,LAD
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.2,254,0.190,0.241,0.308,0.118,0.90,7,0.96,5.5%,27.6%,25.6%,21.2%,13.8%,8.91,60.4%,6.6%,5.8%,39.3%,18.5%,15.6%,17.3%
vsLHB,32.1,126,0.188,0.235,0.282,0.094,0.93,3,0.84,6.3%,24.4%,22.2%,17.3%,12.0%,7.79,59.5%,7.6%,5.6%,37.1%,16.9%,20.0%,14.6%
vsRHB,33.1,128,0.192,0.247,0.333,0.142,0.87,4,1.08,4.7%,30.9%,28.9%,25.5%,15.7%,9.99,61.2%,5.6%,6.0%,41.7%,20.2%,11.8%,20.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ty France RHB,,+690,18,27,3.40,3,3,0.167,0.259,0.542,0.375,0.344,3.7%,36.2%,33.3%,18.6%,89.1,286.3,6,3,13.3%,6.7%,26.7%,33.3%,40.0%,71.8,18.9%,15.1%,5.7%,93.0%,33.3%,60.0%,13.3%,40.0%,46.7%,33.3%,20.0%,18.5%
Manny Machado RHB,,+520,32,26,4.20,2,4,0.238,0.346,0.571,0.333,0.379,15.4%,36.5%,26.9%,17.0%,93.1,333.5,6,4,26.7%,6.7%,13.3%,53.3%,53.3%,75.7,61.7%,23.4%,10.6%,94.0%,33.3%,0.0%,33.3%,33.3%,33.3%,40.0%,26.7%,30.8%
Rodolfo Durán RHB,,+870,19,29,3.20,1,1,0.172,0.172,0.379,0.207,0.234,-,23.5%,24.1%,11.2%,87.1,226.5,2,1,4.5%,-,13.6%,27.3%,13.6%,73.8,43.5%,19.6%,10.9%,92.0%,22.7%,20.0%,9.1%,54.5%,54.5%,22.7%,22.7%,12.0%
Fernando Tatis Jr. RHB,,+468,20,29,3.80,1,3,0.346,0.379,0.577,0.231,0.402,6.9%,25.6%,13.8%,10.6%,98.7,305.2,6,5,13.0%,-,4.3%,73.9%,43.5%,76.1,75.0%,47.5%,30.0%,95.2%,26.1%,16.7%,34.8%,39.1%,30.4%,39.1%,30.4%,28.6%
Gavin Sheets LHB,,+700,22,19,2.80,1,1,0.167,0.211,0.333,0.167,0.238,5.3%,17.1%,31.6%,7.7%,87.2,209.7,2,2,-,-,16.7%,41.7%,25.0%,73.9,44.0%,20.0%,12.0%,75.8%,25.0%,33.3%,16.7%,41.7%,16.7%,50.0%,33.3%,9.5%
Freddy Fermin RHB,,+1400,9,16,4.00,1,1,0.143,0.250,0.429,0.286,0.292,12.5%,25.0%,18.8%,10.3%,75.0,225.2,2,1,9.1%,9.1%,45.5%,27.3%,27.3%,69.2,3.7%,14.8%,3.7%,93.1%,27.3%,33.3%,27.3%,18.2%,45.5%,36.4%,18.2%,29.4%
Xander Bogaerts RHB,,+830,22,29,4.00,0,0,0.227,0.414,0.227,-,0.313,20.7%,20.0%,20.7%,7.5%,89.4,279.8,3,1,-,-,6.2%,43.8%,12.5%,74.1,30.0%,30.0%,3.3%,93.8%,25.0%,0.0%,12.5%,56.2%,18.8%,56.2%,25.0%,24.1%
Samad Taylor RHB,,+1300,12,28,4.20,0,0,0.348,0.464,0.348,-,0.370,17.9%,22.0%,25.0%,8.0%,79.8,222.3,2,0,-,-,6.2%,37.5%,37.5%,69.1,5.7%,20.0%,-,92.1%,18.8%,0.0%,31.2%,31.2%,31.2%,43.8%,25.0%,12.5%
Jackson Merrill LHB,,+549,19,21,4.20,0,1,0.100,0.143,0.200,0.100,0.152,4.8%,34.0%,28.6%,20.7%,87.3,268.6,2,1,7.1%,7.1%,21.4%,35.7%,21.4%,72.8,27.5%,17.5%,7.5%,83.3%,21.4%,0.0%,7.1%,57.1%,64.3%,21.4%,14.3%,56.5%
Will Wagner LHB,,+1480,5,19,2.60,0,0,0.143,0.368,0.143,-,0.264,26.3%,18.5%,15.8%,7.5%,82.5,211.6,0,0,-,-,-,18.2%,36.4%,70.0,4.5%,22.7%,9.1%,81.5%,9.1%,0.0%,18.2%,72.7%,36.4%,36.4%,27.3%,38.9%
