Matchup,SD @ BAL
Pitcher,Randy Vasquez
Pitcher Team,SD
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.1,291,0.264,0.327,0.442,0.177,1.30,10,1.30,6.9%,21.9%,18.2%,15.1%,10.8%,6.88,63.2%,8.6%,13.5%,47.0%,30.2%,13.8%,20.0%
vsLHB,38.2,169,0.275,0.330,0.438,0.163,1.42,4,0.93,7.7%,20.2%,18.9%,16.4%,9.8%,7.45,61.9%,9.1%,8.9%,45.5%,28.5%,8.6%,22.8%
vsRHB,30.0,122,0.250,0.323,0.446,0.196,1.17,6,1.80,5.7%,24.2%,17.2%,13.4%,12.1%,6.30,65.0%,7.8%,19.6%,48.9%,32.6%,20.0%,16.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+174,35,32,4.60,2,2,0.259,0.344,0.481,0.222,0.351,12.5%,25.5%,21.9%,11.3%,92.6,264.2,3,2,9.5%,-,-,52.4%,28.6%,76.4,72.5%,25.5%,17.6%,94.4%,33.3%,28.6%,9.5%,47.6%,28.6%,52.4%,19.0%,37.5%
Coby Mayo RHB,,+280,27,29,4.00,1,1,0.111,0.172,0.222,0.111,0.181,3.4%,42.4%,44.8%,22.3%,92.1,265.5,2,2,7.1%,7.1%,14.3%,57.1%,14.3%,75.8,57.7%,17.3%,9.6%,92.9%,21.4%,33.3%,14.3%,50.0%,35.7%,42.9%,21.4%,36.7%
Adley Rutschman SHB,,+211,26,26,4.20,1,1,0.333,0.462,0.722,0.389,0.459,23.1%,15.8%,15.4%,6.5%,94.3,312.5,9,2,18.8%,6.2%,31.2%,56.2%,37.5%,71.8,25.7%,37.1%,22.9%,92.1%,50.0%,12.5%,25.0%,25.0%,43.8%,43.8%,12.5%,29.4%
Blaze Alexander RHB,—,N/A,13,20,3.40,1,1,0.588,0.650,1.000,0.412,0.682,10.0%,20.0%,10.0%,11.4%,92.0,251.8,4,3,20.0%,6.7%,20.0%,60.0%,53.3%,71.3,14.3%,31.0%,14.3%,85.7%,20.0%,33.3%,46.7%,26.7%,33.3%,33.3%,33.3%,30.4%
Colton Cowser LHB,,+245,34,17,4.00,1,2,0.286,0.353,0.500,0.214,0.357,11.8%,8.6%,-,3.7%,89.2,303.0,6,4,20.0%,-,20.0%,46.7%,33.3%,75.5,59.4%,25.0%,21.9%,94.1%,33.3%,20.0%,33.3%,26.7%,33.3%,46.7%,20.0%,31.2%
Jackson Holliday LHB,,+320,17,15,3.60,1,2,0.214,0.267,0.500,0.286,0.327,6.7%,22.0%,20.0%,11.2%,85.6,281.6,3,2,30.0%,10.0%,10.0%,40.0%,50.0%,70.1,8.6%,14.3%,5.7%,85.4%,30.0%,33.3%,20.0%,40.0%,40.0%,30.0%,30.0%,36.8%
Samuel Basallo LHB,,+155,24,9,2.80,1,2,0.286,0.444,0.857,0.571,0.519,22.2%,19.0%,11.1%,9.3%,99.8,359.4,4,2,50.0%,33.3%,33.3%,83.3%,66.7%,74.8,38.9%,27.8%,22.2%,85.7%,33.3%,50.0%,33.3%,33.3%,50.0%,16.7%,33.3%,37.5%
Taylor Ward RHB,,+312,11,29,4.80,0,1,0.381,0.552,0.429,0.048,0.443,20.7%,13.2%,10.3%,4.4%,96.0,269.8,4,2,5.6%,-,-,72.2%,44.4%,69.1,6.1%,39.4%,15.2%,94.3%,11.1%,0.0%,50.0%,33.3%,16.7%,55.6%,27.8%,29.0%
Leody Taveras SHB,,+365,10,20,3.60,0,0,0.111,0.150,0.167,0.056,0.140,5.0%,18.9%,10.0%,9.5%,78.1,268.9,6,2,5.9%,-,17.6%,35.3%,35.3%,72.4,29.4%,17.6%,8.8%,94.4%,23.5%,0.0%,23.5%,23.5%,35.3%,41.2%,23.5%,37.5%
Gunnar Henderson LHB,,+173,24,20,4.60,0,0,0.200,0.400,0.200,-,0.299,20.0%,18.4%,10.0%,8.3%,90.7,217.6,2,1,-,-,7.7%,53.8%,30.8%,75.0,51.5%,24.2%,15.2%,86.8%,15.4%,0.0%,30.8%,38.5%,30.8%,23.1%,46.2%,40.0%
Tyler O'Neill RHB,—,N/A,15,19,3.60,0,0,0.278,0.316,0.389,0.111,0.308,5.3%,26.7%,15.8%,12.3%,87.0,225.3,3,1,6.7%,-,20.0%,20.0%,26.7%,72.2,17.2%,27.6%,6.9%,96.7%,33.3%,0.0%,20.0%,33.3%,53.3%,33.3%,13.3%,30.4%
Jeremiah Jackson RHB,—,N/A,17,19,1.80,0,0,0.389,0.421,0.500,0.111,0.402,5.3%,12.1%,-,7.1%,93.5,241.3,3,1,5.6%,-,5.6%,50.0%,33.3%,74.3,38.7%,41.9%,29.0%,93.9%,16.7%,0.0%,27.8%,44.4%,33.3%,50.0%,16.7%,42.1%
Sam Huff RHB,—,N/A,2,11,2.80,0,2,0.182,0.182,0.273,0.091,0.196,-,29.2%,36.4%,18.9%,89.2,307.0,4,2,14.3%,14.3%,42.9%,42.9%,28.6%,74.3,36.4%,18.2%,13.6%,91.7%,42.9%,0.0%,14.3%,28.6%,71.4%,28.6%,-,77.8%
