Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Liam Hicks,LHB,MIA,Bryce Miller,R,37.8,45.7,44,46.3,44.6
Garrett Mitchell,LHB,MIL,Andre Pallante,R,41,52.4,24.2,56.8,43.9
Bryce Eldridge,LHB,SF,Ryan Feltner,R,22.3,47.5,35.8,49,41.8
Josh Bell,SHB,MIN,Gavin Williams,R,36.3,36.6,41.5,43,39.6
Lars Nootbaar,LHB,STL,Logan Henderson,R,71.3,48.5,12.7,46,39.4
Drake Baldwin,LHB,ATL,Mitch Keller,R,36.9,32.1,41.9,44,38.5
Kyle Stowers,LHB,MIA,Bryce Miller,R,32.3,28.4,17.5,73.4,36.8
Luke Raley,LHB,SEA,Janson Junk,R,35.9,30.4,30.4,50.7,36
Juan Soto,LHB,NYM,Michael Wacha,R,27.3,40.3,20.1,51.7,35.8
Kyle Manzardo,LHB,CLE,Bailey Ober,R,24.9,30.5,25.5,56.9,35
Owen Caissie,LHB,MIA,Bryce Miller,R,41.7,42.7,15.7,42.7,34.5
Jackson Chourio,RHB,MIL,Andre Pallante,R,32.4,39.4,29.6,33.8,34.4
Kody Clemens,LHB,MIN,Gavin Williams,R,33.3,37.1,19.6,46.4,33.8
Pete Crow-Armstrong,LHB,CHC,Trevor Rogers,L,40,21.5,27.3,55.3,33.5
Jared Young,LHB,NYM,Michael Wacha,R,51.7,20.1,26.2,52.8,33.3
Zach Neto,RHB,LAA,Nathan Eovaldi,R,46.7,34.1,31.2,28.4,33.1
Nathan Church,LHB,STL,Logan Henderson,R,23.4,29.1,30,46,33
Chase DeLauter,LHB,CLE,Bailey Ober,R,16.4,35.4,33.5,34.2,32.6
Eric Haase,RHB,SF,Ryan Feltner,R,42.2,32.4,25,35.4,31.9
Dominic Canzone,LHB,SEA,Janson Junk,R,34.2,35.3,20,39.9,31.8
Jake Burger,RHB,TEX,Reid Detmers,L,20.7,29.5,32.7,35.8,31.2
Heliot Ramos,RHB,SF,Ryan Feltner,R,43.9,46.8,9.9,28.6,30.9
Henry Bolte,RHB,ATH,Framber Valdez,L,27.7,14.4,19.1,69.2,30.8
Kyle Schwarber,LHB,PHI,Brady Singer,R,24.7,24.7,24.7,48.2,30.6
JJ Wetherholt,LHB,STL,Logan Henderson,R,39.1,25.3,12.7,55.9,30.6
Matt McLain,RHB,CIN,Jesus Luzardo,L,24.1,19.8,19.7,61.1,30.5
Andruw Monasterio,RHB,BOS,Anthony Kay,L,30.9,49.4,26.5,8.3,30.4
Ivan Herrera,RHB,STL,Logan Henderson,R,47.5,25.4,25.4,35.8,30.2
Nick Kurtz,LHB,ATH,Framber Valdez,L,40.6,25.6,31.9,29.9,30.1
