Matchup,NYY @ TB
Pitcher,Cam Schlittler
Pitcher Team,NYY
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,104.0,413,0.205,0.255,0.334,0.130,0.96,10,0.87,5.1%,27.5%,29.5%,23.1%,14.7%,10.56,63.9%,7.3%,8.6%,40.1%,28.5%,10.5%,11.2%
vsLHB,60.2,245,0.212,0.265,0.345,0.133,1.04,5,0.74,6.1%,26.7%,30.6%,21.6%,14.1%,11.13,61.0%,7.6%,8.4%,44.8%,32.5%,10.0%,11.0%
vsRHB,43.0,168,0.194,0.240,0.319,0.125,0.86,5,1.05,3.6%,28.9%,28.0%,25.8%,15.7%,9.84,68.0%,6.9%,8.8%,33.6%,23.0%,11.5%,11.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Taylor Walls SHB,,+1250,14,16,4.20,0,3,0.417,0.562,0.583,0.167,0.488,25.0%,8.7%,6.2%,3.3%,91.0,315.9,5,3,18.2%,-,18.2%,81.8%,45.5%,71.0,-,40.9%,18.2%,100.0%,54.6%,36.4%,0.0%,18.2%,27.3%,54.5%,18.2%,27.3%,21.4%
Junior Caminero RHB,,+346,33,19,4.40,4,4,0.294,0.368,1.000,0.706,0.557,10.5%,15.2%,21.1%,6.7%,93.6,282.6,4,4,23.1%,7.7%,23.1%,53.8%,30.8%,79.6,80.0%,23.3%,23.3%,90.9%,46.2%,38.5%,80.0%,7.7%,38.5%,53.8%,30.8%,15.4%,20.0%
Hunter Feduccia LHB,,+1200,13,18,3.00,0,3,0.200,0.333,0.400,0.200,0.318,16.7%,11.1%,16.7%,5.3%,97.6,244.4,4,3,16.7%,-,25.0%,50.0%,33.3%,72.2,28.0%,44.0%,24.0%,92.6%,83.3%,50.0%,0.0%,33.3%,8.3%,25.0%,41.7%,33.3%,41.7%
Ryan Vilade RHB,—,N/A,25,12,4.00,0,0,0.200,0.333,0.300,0.100,0.294,8.3%,25.0%,33.3%,9.3%,84.5,54.5,0,0,-,-,16.7%,50.0%,16.7%,75.5,44.4%,11.1%,16.7%,94.7%,16.7%,-,-,16.7%,66.7%,50.0%,50.0%,-,26.3%
Yandy Diaz RHB,,+640,24,26,4.60,0,0,0.143,0.269,0.143,-,0.203,15.4%,23.8%,26.9%,8.9%,86.6,255.6,1,0,-,-,-,46.7%,13.3%,73.4,35.0%,20.0%,17.5%,95.2%,26.6%,13.3%,0.0%,13.3%,73.3%,20.0%,46.7%,33.3%,27.6%
Jonathan Aranda LHB,,+500,30,17,4.40,0,0,0.357,0.471,0.500,0.143,0.421,17.6%,28.6%,11.8%,13.0%,93.8,259.1,2,1,-,-,-,41.7%,41.7%,69.2,6.5%,32.3%,12.9%,88.6%,75.0%,25.0%,0.0%,50.0%,25.0%,8.3%,58.3%,33.3%,50.0%
Cedric Mullins LHB,,+563,18,19,3.80,3,3,0.353,0.368,0.882,0.529,0.506,5.3%,21.7%,15.8%,11.4%,87.9,234.8,4,3,13.3%,6.7%,26.7%,33.3%,33.3%,70.1,2.3%,27.9%,7.0%,95.6%,46.6%,33.3%,60.0%,13.3%,20.0%,40.0%,40.0%,20.0%,27.3%
Nick Fortes RHB,,+738,23,15,2.80,1,2,0.333,0.333,0.600,0.267,0.403,-,12.5%,13.3%,7.7%,84.6,265.5,2,2,7.7%,7.7%,30.8%,30.8%,30.8%,71.3,17.4%,26.1%,17.4%,95.8%,46.2%,30.8%,25.0%,15.4%,38.5%,61.5%,7.7%,30.8%,64.3%
Chandler Simpson LHB,,+2500,8,22,4.20,0,0,0.474,0.545,0.579,0.105,0.487,13.6%,0.0%,-,-,84.8,227.2,0,0,-,-,-,22.2%,16.7%,67.0,3.8%,46.2%,-,86.7%,27.8%,11.1%,0.0%,16.7%,66.7%,33.3%,33.3%,33.3%,28.6%
Richie Palacios LHB,,+1100,24,17,3.00,0,1,0.176,0.176,0.176,-,0.157,-,20.0%,5.9%,10.9%,80.1,264.6,4,0,-,-,6.2%,18.8%,37.5%,68.6,-,18.2%,6.1%,94.3%,56.3%,37.5%,0.0%,18.8%,25.0%,18.8%,50.0%,31.2%,33.3%
Victor Mesa Jr. LHB,,+750,23,22,3.80,0,0,0.059,0.227,0.059,-,0.158,18.2%,23.1%,27.3%,11.1%,81.4,210.9,2,1,-,-,-,16.7%,8.3%,74.8,54.1%,16.2%,-,97.4%,25.0%,25.0%,0.0%,-,25.0%,41.7%,41.7%,16.7%,45.8%
Ben Williamson RHB,—,N/A,18,16,3.40,1,1,0.143,0.250,0.357,0.214,0.268,12.5%,18.2%,12.5%,7.8%,79.6,250.2,1,1,-,-,8.3%,16.7%,25.0%,67.6,-,30.0%,5.0%,95.2%,33.4%,16.7%,0.0%,16.7%,58.3%,33.3%,50.0%,16.7%,31.6%
Jonny DeLuca RHB,—,N/A,20,17,3.60,0,0,0.133,0.235,0.133,-,0.181,11.8%,29.0%,11.8%,15.3%,77.7,172.2,1,0,-,-,-,7.7%,23.1%,74.8,53.3%,-,-,100.0%,46.2%,23.1%,0.0%,23.1%,30.8%,23.1%,30.8%,46.2%,42.9%
