Matchup,NYY @ ATH
Pitcher,Will Warren
Pitcher Team,NYY
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.1,244,0.231,0.283,0.364,0.133,1.17,7,1.08,6.6%,24.1%,26.6%,20.8%,10.6%,10.03,61.1%,8.9%,6.2%,40.1%,29.6%,14.6%,17.9%
vsLHB,29.1,124,0.237,0.298,0.395,0.158,1.23,5,1.53,7.3%,20.3%,22.6%,20.1%,8.5%,8.59,59.7%,8.9%,6.9%,35.6%,34.5%,16.7%,20.7%
vsRHB,28.1,120,0.225,0.268,0.333,0.108,1.13,2,0.64,5.8%,27.4%,30.8%,21.3%,12.6%,11.75,62.5%,9.0%,5.3%,45.3%,24.0%,11.1%,14.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Carlos Cortes LHB,N/A,26,3.40,1,1,0.250,0.538,0.438,0.188,0.433,38.5%,11.1%,3.8%,4.0%,84.7,6.7%,6.7%,13.3%,33.3%,40.0%,70.7,9.8%,17.1%,7.3%,93.2%,26.7%,25.0%,20.0%,33.3%,33.3%,33.3%,33.3%,21.9%
Brent Rooker RHB,N/A,25,4.00,1,2,0.174,0.240,0.304,0.130,0.246,4.0%,26.2%,24.0%,13.1%,88.6,11.8%,5.9%,5.9%,29.4%,17.6%,72.6,32.4%,24.3%,10.8%,88.1%,47.1%,12.5%,11.8%,41.2%,23.5%,35.3%,41.2%,31.6%
Jeff McNeil LHB,N/A,21,3.80,1,1,0.200,0.238,0.350,0.150,0.258,4.8%,16.3%,19.0%,9.8%,89.9,6.2%,6.2%,6.2%,43.8%,18.8%,67.1,2.3%,27.3%,9.1%,93.6%,18.8%,33.3%,12.5%,56.2%,56.2%,31.2%,12.5%,45.5%
Tyler Soderstrom LHB,N/A,24,4.20,0,1,0.300,0.417,0.350,0.050,0.347,16.7%,10.0%,12.5%,4.9%,88.9,5.9%,-,11.8%,47.1%,17.6%,74.8,41.7%,22.2%,16.7%,92.3%,23.5%,0.0%,11.8%,52.9%,29.4%,41.2%,29.4%,41.7%
Nick Kurtz LHB,N/A,22,4.20,0,0,0.368,0.455,0.368,-,0.372,13.6%,32.6%,31.8%,13.1%,85.5,-,-,8.3%,50.0%,16.7%,78.0,78.4%,13.5%,10.8%,90.2%,-,-,25.0%,66.7%,50.0%,41.7%,8.3%,14.3%
Lawrence Butler LHB,N/A,20,2.20,0,0,0.059,0.200,0.059,-,0.142,15.0%,30.2%,20.0%,14.3%,91.7,-,-,7.7%,46.2%,23.1%,73.2,28.9%,18.4%,7.9%,90.5%,7.7%,0.0%,23.1%,61.5%,30.8%,46.2%,23.1%,27.8%
Henry Bolte RHB,N/A,19,3.40,0,0,0.267,0.421,0.333,0.067,0.344,21.1%,17.9%,21.1%,7.8%,83.3,-,-,-,36.4%,27.3%,76.3,60.0%,20.0%,16.0%,92.6%,18.2%,0.0%,9.1%,72.7%,27.3%,36.4%,36.4%,38.9%
Darell Hernaiz RHB,N/A,18,3.00,0,0,0.333,0.444,0.400,0.067,0.380,11.1%,15.6%,11.1%,8.2%,89.1,-,-,-,38.5%,23.1%,66.7,-,32.3%,9.7%,96.9%,46.2%,0.0%,23.1%,30.8%,7.7%,46.2%,46.2%,44.4%
Jonah Heim SHB,N/A,16,3.80,0,1,0.308,0.438,0.462,0.154,0.392,18.8%,14.3%,12.5%,5.5%,90.1,-,-,18.2%,36.4%,45.5%,69.3,-,33.3%,11.1%,96.4%,36.4%,0.0%,27.3%,36.4%,27.3%,45.5%,27.3%,35.3%
Shea Langeliers RHB,N/A,16,4.20,0,0,0.083,0.312,0.083,-,0.227,12.5%,26.7%,12.5%,12.1%,87.8,-,-,30.0%,20.0%,20.0%,73.8,42.3%,15.4%,3.8%,86.7%,20.0%,0.0%,10.0%,30.0%,50.0%,20.0%,30.0%,39.1%
Zack Gelof RHB,N/A,16,4.20,0,0,0.250,0.250,0.312,0.062,0.246,-,22.9%,31.2%,9.3%,88.6,-,-,-,45.5%,-,73.4,26.5%,14.7%,8.8%,97.1%,18.2%,0.0%,-,72.7%,27.3%,45.5%,27.3%,13.6%
Alika Williams RHB,N/A,4,1.75,0,0,-,-,-,-,-,-,20.0%,50.0%,7.1%,79.4,-,-,-,-,50.0%,68.9,-,25.0%,-,80.0%,-,-,50.0%,-,-,50.0%,50.0%,20.0%
Colby Thomas RHB,N/A,4,2.00,0,0,-,-,-,-,-,-,22.2%,25.0%,18.2%,79.4,-,-,-,-,-,73.4,14.3%,-,-,87.5%,-,-,-,100.0%,33.3%,66.7%,-,75.0%
