Matchup,TOR @ SF
Pitcher,Logan Webb
Pitcher Team,SF
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.1,250,0.231,0.274,0.346,0.115,1.07,5,0.72,5.2%,20.4%,20.4%,18.1%,9.9%,7.36,64.5%,4.7%,5.5%,37.7%,22.4%,12.2%,13.1%
vsLHB,41.0,166,0.232,0.272,0.335,0.103,1.12,3,0.66,6.0%,20.4%,21.1%,19.3%,9.5%,7.68,60.5%,4.7%,6.7%,35.0%,24.2%,10.3%,15.0%
vsRHB,21.1,84,0.228,0.278,0.367,0.139,0.98,2,0.84,3.6%,20.5%,19.0%,16.0%,10.7%,6.75,72.6%,4.7%,3.2%,42.9%,19.0%,16.7%,9.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+680,27,25,4.00,2,2,0.167,0.200,0.417,0.250,0.265,4.0%,35.5%,28.0%,21.2%,85.8,259.8,4,3,5.9%,5.9%,23.5%,29.4%,11.8%,72.8,32.2%,13.6%,5.1%,95.2%,41.2%,29.4%,40.0%,11.8%,47.1%,70.6%,17.6%,11.8%,51.7%
Brandon Valenzuela SHB,—,N/A,12,30,3.20,1,2,0.269,0.367,0.385,0.115,0.335,13.3%,15.7%,26.7%,6.7%,85.9,222.6,3,1,5.6%,5.6%,38.9%,27.8%,44.4%,72.7,19.6%,15.7%,3.9%,100.0%,72.2%,38.9%,14.3%,33.3%,16.7%,50.0%,33.3%,16.7%,44.8%
Sean Keys LHB,—,N/A,14,22,3.40,1,1,0.227,0.227,0.409,0.182,0.275,-,31.9%,27.3%,16.9%,92.8,232.0,4,1,-,-,12.5%,62.5%,31.2%,74.6,48.8%,23.3%,14.0%,91.5%,50.0%,18.8%,33.3%,31.2%,25.0%,25.0%,43.8%,31.2%,36.4%
Nathan Lukes LHB,,+1200,20,27,4.40,0,0,0.304,0.407,0.304,-,0.327,14.8%,16.3%,3.7%,7.1%,86.1,238.2,1,0,-,-,4.5%,27.3%,22.7%,67.1,2.3%,30.2%,9.3%,89.6%,36.3%,13.6%,0.0%,22.7%,59.1%,31.8%,40.9%,27.3%,20.0%
Daulton Varsho LHB,,+1060,16,27,3.20,0,0,0.038,0.074,0.077,0.038,0.071,3.7%,23.5%,25.9%,13.5%,84.0,247.5,4,1,-,-,5.3%,31.6%,26.3%,72.6,23.4%,12.8%,2.1%,94.0%,57.9%,36.8%,0.0%,21.1%,26.3%,15.8%,63.2%,21.1%,36.4%
Alejandro Kirk RHB,,+1000,21,25,4.00,0,0,0.095,0.200,0.095,-,0.149,12.0%,16.7%,16.0%,6.0%,83.1,253.0,2,0,-,-,5.6%,27.8%,11.1%,70.2,5.6%,30.6%,5.6%,85.7%,44.5%,27.8%,0.0%,16.7%,44.4%,16.7%,38.9%,44.4%,16.7%
George Springer RHB,,+850,22,23,4.20,0,1,0.238,0.304,0.238,-,0.250,8.7%,11.4%,17.4%,4.3%,87.8,238.9,2,1,-,-,17.6%,52.9%,23.5%,73.8,39.4%,27.3%,18.2%,94.3%,29.4%,11.8%,0.0%,17.6%,70.6%,52.9%,47.1%,-,21.4%
Vladimir Guerrero Jr. RHB,,+900,9,22,4.00,0,0,0.250,0.318,0.300,0.050,0.279,9.1%,18.2%,13.6%,7.1%,91.4,257.3,3,2,11.8%,5.9%,5.9%,52.9%,29.4%,75.0,46.9%,28.1%,25.0%,97.0%,52.9%,17.6%,0.0%,35.3%,47.1%,23.5%,41.2%,35.3%,22.2%
Ernie Clement RHB,,+1460,17,22,3.80,0,1,0.350,0.364,0.450,0.100,0.347,4.5%,17.5%,9.1%,8.8%,88.1,280.9,5,1,-,-,15.8%,10.5%,26.3%,67.0,-,45.5%,3.0%,86.8%,57.9%,42.1%,0.0%,15.8%,42.1%,31.6%,42.1%,26.3%,30.8%
Andres Gimenez LHB,,+1500,18,19,3.40,0,0,0.235,0.316,0.353,0.118,0.296,10.5%,38.9%,31.6%,17.7%,90.3,202.5,0,0,-,-,18.2%,27.3%,54.5%,67.8,5.7%,28.6%,5.7%,97.2%,72.7%,18.2%,0.0%,54.5%,27.3%,36.4%,18.2%,45.5%,26.3%
Myles Straw RHB,—,N/A,9,18,2.00,0,0,0.176,0.222,0.176,-,0.184,5.6%,8.7%,5.6%,3.1%,88.9,275.2,1,0,-,-,6.2%,25.0%,25.0%,69.4,5.0%,60.0%,10.0%,87.0%,31.3%,18.8%,0.0%,12.5%,62.5%,43.8%,43.8%,12.5%,23.5%
Luis Urias RHB,—,N/A,2,10,2.40,0,0,0.375,0.500,0.375,-,0.397,20.0%,10.0%,20.0%,4.5%,77.7,192.6,0,0,-,-,16.7%,33.3%,50.0%,69.0,5.3%,10.5%,5.3%,95.0%,66.6%,33.3%,0.0%,33.3%,33.3%,16.7%,66.7%,16.7%,38.5%
Jonatan Clase SHB,,+1080,-,4,2.50,0,0,0.250,0.250,0.250,-,0.222,-,37.5%,50.0%,15.8%,83.6,-,0,0,-,-,-,-,-,68.0,-,28.6%,-,87.5%,-,-,-,-,100.0%,50.0%,50.0%,-,0.0%
