HR Split,Overall
Dates,="9/8/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,10:10 PM,Nick Lodolo,@,1.70,0.17,1.14,2.16,11.8%,20.8%,44.3%,27.3%,6.8%,1136
2,6:40 PM,Sean Manaea,@,1.63,0.09,1.30,1.94,12.7%,18.8%,42.3%,31.6%,8.3%,958
3,9:40 PM,Casey Mize,vs,1.21,0.70,1.19,1.81,9.7%,17.6%,39.6%,33.5%,9.0%,1217
4,6:35 PM,Brandon Young,vs,0.85,0.85,0.58,1.79,7.7%,23.9%,37.6%,24.1%,6.7%,959
5,6:40 PM,Dean Kremer,@,0.76,0.61,0.80,1.48,9.9%,19.8%,38.4%,28.0%,6.8%,1094
6,6:40 PM,Drew Anderson,vs,0.57,0.77,0.14,1.37,8.5%,21.9%,38.9%,24.8%,7.9%,498
7,7:40 PM,Michael Wacha,vs,0.48,-0.54,1.65,1.48,7.8%,13.6%,34.8%,31.8%,9.2%,1554
8,7:40 PM,Sean Burke,vs,0.40,0.96,-0.06,1.29,7.8%,13.8%,40.2%,34.1%,7.0%,1338
9,9:40 PM,Jack Perkins,vs,0.33,0.84,-0.11,1.35,7.1%,16.4%,34.7%,32.7%,7.5%,716
10,9:40 PM,Riley Cornelio,@,0.30,-0.71,0.93,0.95,9.5%,12.9%,47.6%,30.3%,6.6%,142
11,7:15 PM,Freddy Peralta,@,0.23,0.38,0.04,1.31,7.8%,13.6%,35.4%,33.8%,5.2%,1541
12,7:40 PM,Corbin Burnes,@,0.06,-0.94,0.76,0.98,8.1%,21.2%,41.6%,19.1%,7.1%,265
13,6:35 PM,Tanner Bibee,@,-0.01,0.82,-0.74,1.21,5.9%,14.4%,38.0%,28.5%,7.1%,1593
14,6:45 PM,Patrick Sandoval,vs,-0.04,-0.61,0.17,1.10,8.9%,15.4%,32.9%,25.4%,6.2%,345
15,7:40 PM,David Peterson,@,-0.13,-0.68,0.04,1.04,5.6%,23.2%,40.9%,16.8%,6.8%,1404
16,7:15 PM,AJ Smith-Shawver,vs,-0.16,-0.23,0.23,0.97,7.7%,12.9%,39.9%,26.6%,5.6%,359
17,7:05 PM,Gabriel Hughes,@,-0.29,-0.52,0.42,1.22,5.5%,15.4%,28.9%,25.9%,7.0%,341
18,6:40 PM,Hayden Wesneski,@,-0.31,0.54,-0.99,0.77,7.8%,10.4%,38.8%,24.5%,10.0%,399
19,6:40 PM,Andrew Painter,vs,-0.36,0.34,-0.59,0.99,5.7%,13.9%,35.4%,26.1%,7.1%,573
20,7:05 PM,Cam Schlittler,vs,-0.49,-0.13,-0.43,0.69,7.4%,8.6%,39.8%,24.5%,8.8%,1155
21,7:40 PM,Jacob Misiorowski,vs,-0.49,0.09,-0.71,0.92,5.9%,13.2%,31.7%,27.8%,6.8%,1022
22,9:40 PM,Jose Soriano,@,-0.57,-0.30,-0.37,0.72,7.1%,14.0%,38.3%,19.5%,6.8%,1500
23,7:40 PM,Bubba Chandler,@,-0.59,0.42,-1.21,0.72,5.5%,11.1%,40.2%,25.6%,7.2%,820
24,6:40 PM,Sandy Alcantara,vs,-0.77,-0.08,-0.96,0.78,4.5%,9.9%,34.5%,25.6%,7.9%,1684
25,10:10 PM,Tarik Skubal,vs,-0.78,0.39,-0.77,0.59,6.9%,6.7%,38.2%,23.6%,8.0%,1467
26,9:45 PM,Landen Roupp,vs,-0.87,-0.52,-0.64,0.71,6.6%,7.8%,28.7%,29.0%,5.3%,1205
27,6:45 PM,Reid Detmers,@,-0.97,-0.71,-0.73,0.51,5.2%,7.0%,37.5%,25.4%,8.1%,1037
28,9:45 PM,Quinn Mathews,@,-1.71,-2.00,-1.10,0.36,1.3%,5.3%,34.7%,25.3%,4.7%,224
