Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Joshua Baez,RHB,STL,Sean Newcomb,L,18.8,28.8,58.1,72.2,47.4
Pete Alonso,RHB,BAL,Spencer Miles,R,30.2,41.7,44.4,49.5,43.3
Juan Soto,LHB,NYM,Gerrit Cole,R,40.5,41.9,23.7,63.6,41.7
Colton Cowser,LHB,BAL,Spencer Miles,R,55.3,40,33.4,41.9,40
Christian Walker,RHB,HOU,Ian Seymour,L,40.8,41.9,25.8,46.4,38.1
Fernando Tatis Jr.,RHB,SD,Cesar Perdomo,L,25,52.1,18.8,46.3,38
Ryan Jeffers,RHB,MIN,Daniel Espino,R,65,39,37.6,20.8,36.6
Jordan Walker,RHB,STL,Sean Newcomb,L,57,43.8,18.9,38,36.2
Kyle Stowers,LHB,MIA,Tyler Glasnow,R,27,27.2,25.2,64.5,35.9
Tim Tawa,RHB,ARI,Kumar Rocker,R,39.8,35.4,30.8,41.1,35.9
Owen Caissie,LHB,MIA,Tyler Glasnow,R,42.9,31,17.3,60.2,35.4
Munetaka Murakami,LHB,CWS,Kyle Leahy,R,34.7,47.8,19.7,36.4,35.2
Griffin Conine,LHB,MIA,Tyler Glasnow,R,46.4,28.2,46.4,27,35.2
Ryan Kreidler,RHB,MIN,Daniel Espino,R,32.9,40.8,19.8,45.8,35
Justin Foscue,RHB,TEX,Brandon Pfaadt,R,20.6,29.2,18.3,67.8,34.7
Joe Mack,LHB,MIA,Tyler Glasnow,R,55.1,19.6,23.1,60.1,34.3
Samuel Basallo,LHB,BAL,Spencer Miles,R,38.5,36.9,20.6,44,33.9
Riley Greene,LHB,DET,Tanner Gordon,R,38.7,32.1,25.3,41.6,33.1
Jeremy Pena,RHB,HOU,Ian Seymour,L,42.7,33.2,25,38,32.9
Jonathan Aranda,LHB,TB,Peter Lambert,R,30.8,36.5,16,47.6,32.6
Victor Mesa Jr.,LHB,TB,Peter Lambert,R,29,37.4,16.6,45,32.2
Grant McCray,LHB,SF,Michael King,R,56.2,23.9,17.9,50.7,32
Matt Shaw,RHB,CHC,Paul Skenes,R,33.8,32.7,28.6,34.2,32
Angel Martinez,SHB,CLE,Connor Prielipp,L,17.9,27.8,32.5,41.3,31.6
Hunter Goodman,RHB,COL,Andrew Sears,L,28.5,37.6,32.1,23.6,31.5
