Matchup,STL @ ATL
Pitcher,Reynaldo Lopez
Pitcher Team,ATL
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,18.0,77,0.243,0.285,0.329,0.086,1.33,0,-,9.1%,21.1%,19.5%,15.6%,9.2%,7.50,59.7%,10.1%,1.8%,32.7%,27.3%,-,20.0%
vsLHB,9.1,42,0.200,0.296,0.314,0.114,1.50,0,-,16.7%,25.6%,21.4%,15.3%,10.6%,8.68,50.0%,10.1%,3.8%,38.5%,38.5%,-,30.8%
vsRHB,8.2,35,0.286,0.272,0.343,0.057,1.15,0,-,-,15.0%,17.1%,16.2%,7.1%,6.23,71.4%,10.2%,-,27.6%,17.2%,-,10.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jose Fermin RHB,—,N/A,16,16,3.60,1,1,0.267,0.312,0.533,0.267,0.362,6.2%,9.5%,12.5%,3.9%,84.9,285.0,3,3,7.7%,7.7%,7.7%,30.8%,38.5%,68.6,4.8%,42.9%,4.8%,100.0%,38.5%,30.8%,25.0%,7.7%,53.8%,46.2%,38.5%,15.4%,9.1%
JJ Wetherholt LHB,,+485,15,15,4.40,1,1,0.571,0.600,0.786,0.214,0.599,6.7%,5.0%,13.3%,2.1%,92.7,241.0,3,1,-,-,8.3%,58.3%,66.7%,72.6,21.1%,42.1%,21.1%,100.0%,91.7%,25.0%,33.3%,66.7%,8.3%,16.7%,50.0%,33.3%,27.8%
Pedro Pages RHB,,+750,27,15,2.40,1,1,0.333,0.333,0.600,0.267,0.403,-,23.8%,20.0%,12.5%,80.4,251.6,1,1,8.3%,-,16.7%,33.3%,33.3%,72.7,35.3%,29.4%,17.6%,81.0%,66.7%,50.0%,16.7%,16.7%,16.7%,25.0%,25.0%,50.0%,36.4%
Bryan Torres LHB,—,N/A,16,14,1.80,1,1,0.167,0.286,0.417,0.250,0.306,14.3%,19.2%,7.1%,9.6%,92.2,307.1,4,3,18.2%,9.1%,27.3%,45.5%,45.5%,68.0,-,37.5%,4.2%,96.0%,72.8%,45.5%,20.0%,27.3%,27.3%,45.5%,18.2%,36.4%,40.0%
Ivan Herrera RHB,,+560,19,11,3.80,1,1,0.300,0.364,0.600,0.300,0.412,9.1%,23.8%,18.2%,10.2%,94.0,253.1,2,1,12.5%,-,-,50.0%,37.5%,74.5,42.1%,31.6%,15.8%,90.5%,37.5%,12.5%,100.0%,25.0%,50.0%,50.0%,37.5%,12.5%,13.3%
Nathan Church LHB,,+780,20,17,3.00,0,1,0.250,0.294,0.438,0.188,0.313,5.9%,20.0%,17.6%,12.2%,88.0,244.6,2,1,7.7%,7.7%,7.7%,30.8%,30.8%,69.7,3.6%,28.6%,14.3%,93.3%,46.2%,23.1%,0.0%,23.1%,38.5%,15.4%,46.2%,38.5%,37.5%
Jimmy Crooks LHB,,+750,14,15,3.20,0,0,0.143,0.200,0.214,0.071,0.192,-,28.6%,40.0%,13.3%,87.4,278.6,1,0,-,-,12.5%,37.5%,50.0%,69.4,8.3%,16.7%,4.2%,88.9%,50.0%,12.5%,0.0%,37.5%,50.0%,50.0%,12.5%,37.5%,35.3%
Lars Nootbaar LHB,,+477,18,14,3.80,0,2,0.615,0.643,0.923,0.308,0.661,7.1%,28.0%,28.6%,10.4%,95.6,279.6,3,2,22.2%,-,-,77.8%,66.7%,72.4,14.3%,38.1%,33.3%,87.5%,66.6%,22.2%,0.0%,44.4%,22.2%,22.2%,44.4%,33.3%,29.2%
Jordan Walker RHB,,+333,27,14,3.80,0,0,0.250,0.357,0.250,-,0.283,14.3%,42.9%,42.9%,17.6%,86.2,-,0,0,-,-,-,16.7%,-,79.4,80.0%,6.7%,-,75.0%,-,-,-,-,100.0%,16.7%,66.7%,16.7%,26.7%
Blaze Jordan RHB,,+770,17,13,3.60,0,1,0.200,0.154,0.200,-,0.137,-,19.2%,15.4%,9.1%,87.9,317.3,4,2,-,-,9.1%,45.5%,27.3%,71.3,9.1%,36.4%,18.2%,84.6%,54.6%,45.5%,0.0%,9.1%,45.5%,27.3%,45.5%,27.3%,27.8%
