Matchup,DET @ TEX
Pitcher,Nathan Eovaldi
Pitcher Team,TEX
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.1,267,0.218,0.279,0.367,0.149,1.03,8,1.09,5.2%,30.8%,25.1%,25.4%,15.7%,9.09,64.9%,7.5%,7.3%,31.3%,23.5%,19.0%,15.6%
vsLHB,35.2,138,0.205,0.245,0.326,0.121,0.90,2,0.50,3.6%,30.7%,25.4%,23.8%,16.4%,8.83,69.6%,5.3%,7.3%,35.4%,22.9%,9.1%,16.7%
vsRHB,30.2,129,0.233,0.315,0.414,0.181,1.17,6,1.76,7.0%,30.8%,24.8%,27.4%,14.8%,9.39,60.0%,10.0%,7.2%,26.5%,24.1%,30.0%,14.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dillon Dingler RHB,,+528,29,26,4.20,3,5,0.269,0.269,0.692,0.423,0.408,-,13.2%,19.2%,6.8%,88.6,292.0,8,4,19.0%,4.8%,23.8%,47.6%,42.9%,72.1,19.1%,25.5%,14.9%,88.7%,57.2%,42.9%,22.2%,14.3%,33.3%,28.6%,38.1%,33.3%,28.6%
Kerry Carpenter LHB,,+393,24,15,3.60,3,3,0.286,0.333,0.929,0.643,0.523,6.7%,26.9%,26.7%,11.5%,96.8,319.2,7,4,30.0%,20.0%,20.0%,90.0%,70.0%,71.4,5.3%,47.4%,21.1%,73.1%,100.0%,70.0%,42.9%,30.0%,-,20.0%,40.0%,40.0%,6.7%
Spencer Torkelson RHB,,+530,33,23,4.20,2,3,0.211,0.348,0.579,0.368,0.392,13.0%,30.8%,39.1%,15.8%,92.1,321.1,6,5,40.0%,10.0%,10.0%,50.0%,70.0%,73.5,26.5%,20.6%,11.8%,89.5%,70.0%,50.0%,40.0%,20.0%,20.0%,20.0%,60.0%,20.0%,18.2%
Riley Greene LHB,,+370,14,22,4.60,1,2,0.333,0.318,0.524,0.190,0.355,-,18.4%,27.3%,9.1%,92.2,276.4,5,1,12.5%,6.2%,25.0%,50.0%,43.8%,76.0,61.1%,27.8%,16.7%,94.7%,68.7%,31.2%,20.0%,37.5%,25.0%,50.0%,18.8%,31.2%,31.8%
James Outman LHB,,+650,5,21,4.00,1,2,0.053,0.143,0.211,0.158,0.162,9.5%,27.8%,42.9%,12.2%,87.0,332.5,5,2,20.0%,10.0%,20.0%,30.0%,40.0%,72.4,28.1%,18.8%,9.4%,88.9%,50.0%,30.0%,33.3%,20.0%,40.0%,60.0%,40.0%,-,36.8%
Jake Rogers RHB,—,N/A,14,20,3.60,1,1,0.167,0.250,0.333,0.167,0.259,10.0%,25.8%,40.0%,10.7%,84.3,267.4,1,1,10.0%,10.0%,20.0%,50.0%,30.0%,70.0,-,22.2%,7.4%,93.1%,40.0%,30.0%,33.3%,10.0%,40.0%,50.0%,30.0%,20.0%,38.1%
Kevin McGonigle LHB,,+529,7,19,5.00,1,2,0.467,0.579,0.733,0.267,0.552,15.8%,15.6%,5.3%,6.6%,93.4,274.3,4,3,14.3%,7.1%,21.4%,42.9%,35.7%,71.8,19.4%,35.5%,19.4%,96.9%,71.5%,42.9%,16.7%,28.6%,21.4%,35.7%,21.4%,42.9%,29.2%
Zach McKinstry LHB,,+910,9,18,4.60,1,1,0.353,0.389,0.765,0.412,0.483,5.6%,7.9%,5.6%,4.1%,85.1,272.2,3,2,-,-,25.0%,18.8%,62.5%,67.8,-,29.0%,6.5%,83.8%,81.3%,37.5%,16.7%,43.8%,18.8%,31.2%,31.2%,37.5%,44.4%
Colt Keith LHB,,+600,17,18,3.80,1,2,0.118,0.167,0.294,0.176,0.202,5.6%,19.4%,11.1%,9.1%,92.4,303.6,5,1,-,-,13.3%,53.3%,33.3%,71.9,12.1%,36.4%,18.2%,91.7%,53.3%,33.3%,20.0%,20.0%,40.0%,40.0%,33.3%,26.7%,8.7%
Matt Vierling RHB,—,N/A,18,18,3.40,0,1,0.176,0.222,0.176,-,0.184,5.6%,20.0%,22.2%,11.5%,84.4,284.0,4,2,7.7%,-,-,53.8%,38.5%,70.4,6.9%,27.6%,6.9%,87.9%,61.6%,30.8%,0.0%,30.8%,30.8%,15.4%,38.5%,46.2%,44.4%
