Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Hunter Goodman","COL","Martin Perez","ATL","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Max Muncy","ATH","Shane Baz","BAL","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"TJ Friedl","CIN","Kevin Gausman","CHC","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Shohei Ohtani","LAD","Keider Montero","DET","3","0.667","1.00","1.67","2.33","0","0","1","1","2","1","7","33.3","0.667","0"
"Jackson Chourio","MIL","Cal Quantrill","TEX","5","0.600","0.67","0.80","1.40","1","1","0","1","2","1","7","20.0","0.667","1"
"Ronald Acuna Jr.","ATL","Ryan Feltner","COL","5","0.600","0.67","0.60","1.20","2","0","0","1","1","1","6","20.0","0.600","0"
"Otto Lopez","MIA","Cade Cavalli","WSH","10","0.600","0.60","0.10","0.70","5","1","0","0","1","1","7","0.0","0.600","0"
"Michael Busch","CHC","Andrew Abbott","CIN","7","0.571","0.67","0.29","0.86","2","2","0","0","2","1","6","14.3","0.667","2"
"Julio Rodriguez","SEA","Jose Soriano","TOR","18","0.556","0.57","0.39","0.94","7","1","0","2","3","5","17","11.1","0.600","1"
"Chase Meidroth","CWS","Bailey Ober","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Colson Montgomery","CWS","Bailey Ober","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Nathaniel Lowe","CLE","Daniel Lynch IV","KC","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Ty France","SD","Nick Martinez","TB","6","0.500","0.60","0.33","0.83","1","2","0","0","2","1","5","16.7","0.500","0"
"Ha-Seong Kim","ATL","Ryan Feltner","COL","8","0.500","0.57","0.13","0.63","3","1","0","0","1","0","5","12.5","0.500","0"
"Jose Ramirez","CLE","Daniel Lynch IV","KC","13","0.462","0.50","0.15","0.62","4","2","0","0","2","3","8","15.4","0.579","5"
"Jonathan Aranda","TB","Walker Buehler","SD","7","0.429","0.50","0.43","0.86","2","0","0","1","1","1","6","28.6","0.500","0"
"William Contreras","MIL","Cal Quantrill","TEX","7","0.429","0.43","0.14","0.57","2","1","0","0","1","0","4","0.0","0.429","0"
"Ozzie Albies","ATL","Ryan Feltner","COL","7","0.429","0.33","0.43","0.86","2","0","0","1","1","3","6","0.0","0.429","0"
"Jonah Heim","ATH","Shane Baz","BAL","5","0.400","0.33","0.60","1.00","1","0","0","1","1","2","5","20.0","0.400","0"
"Austin Riley","ATL","Ryan Feltner","COL","8","0.375","0.40","0.38","0.75","2","0","0","1","1","4","6","37.5","0.400","1"
"Connor Wong","BOS","Carlos Rodon","NYY","11","0.364","0.38","0.36","0.73","2","1","0","1","2","2","8","18.2","0.462","2"
"Brandon Lowe","PIT","Kyle Leahy","STL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Daulton Varsho","HOU","Nolan McLean","NYM","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Daylen Lile","WSH","Sandy Alcantara","MIA","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Michael Harris II","ATL","Ryan Feltner","COL","6","0.333","0.33","0.33","0.67","0","2","0","0","2","2","4","0.0","0.429","1"
"Oneil Cruz","PIT","Kyle Leahy","STL","6","0.333","0.50","0.50","0.83","1","0","0","1","1","1","5","50.0","0.429","1"
"Austin Hedges","CLE","Daniel Lynch IV","KC","9","0.333","0.29","0.33","0.67","2","0","0","1","1","4","6","11.1","0.400","1"
"Xander Bogaerts","SD","Nick Martinez","TB","16","0.313","0.31","0.19","0.50","4","0","0","1","1","2","8","12.5","0.389","1"
"Eugenio Suarez","CIN","Kevin Gausman","CHC","26","0.308","0.38","0.27","0.58","5","1","0","2","3","5","15","30.8","0.379","3"
"Gabriel Arias","CHC","Andrew Abbott","CIN","7","0.286","0.20","0.57","0.86","0","1","0","1","2","1","6","14.3","0.375","1"
"Manny Machado","SD","Nick Martinez","TB","14","0.286","0.36","0.29","0.57","0","4","0","0","4","3","8","21.4","0.286","0"
"Mike Yastrzemski","ATL","Ryan Feltner","COL","14","0.286","0.40","0.21","0.50","2","1","1","0","2","0","7","28.6","0.286","0"
"JP Crawford","SEA","Jose Soriano","TOR","18","0.278","0.36","0.17","0.44","2","3","0","0","3","2","8","22.2","0.316","1"
"Fernando Tatis Jr.","SD","Nick Martinez","TB","8","0.250","0.22","0.13","0.38","1","1","0","0","1","2","3","0.0","0.300","1"
"Matt Olson","ATL","Ryan Feltner","COL","8","0.250","0.17","0.38","0.63","1","0","0","1","1","3","5","12.5","0.250","0"
"Nico Hoerner","CHC","Andrew Abbott","CIN","20","0.250","0.26","0.10","0.35","3","2","0","0","2","0","7","5.0","0.286","1"
"Connor Wong","BOS","Max Fried","NYY","13","0.231","0.33","0.08","0.31","2","1","0","0","1","1","4","30.8","0.286","1"
"Yandy Diaz","TB","Walker Buehler","SD","9","0.222","0.13","0.33","0.56","1","0","0","1","1","2","5","0.0","0.222","0"
"CJ Abrams","WSH","Sandy Alcantara","MIA","19","0.211","0.27","0.11","0.32","2","2","0","0","2","1","6","21.1","0.250","1"
"Brayan Rocchio","CLE","Daniel Lynch IV","KC","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Travis d'Arnaud","LAA","Cristopher Sanchez","PHI","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Jakob Marsee","MIA","Cade Cavalli","WSH","10","0.200","0.29","0.10","0.30","1","1","0","0","1","0","3","30.0","0.273","0"
"Jake Rogers","CWS","Bailey Ober","MIN","10","0.200","0.33","0.20","0.40","0","2","0","0","2","2","4","40.0","0.182","0"
"Willson Contreras","BOS","Max Fried","NYY","10","0.200","0.29","0.20","0.40","0","2","0","0","2","2","4","30.0","0.333","2"
"Willson Contreras","BOS","Carlos Rodon","NYY","10","0.200","0.20","0.30","0.50","1","0","0","1","1","3","5","40.0","0.200","0"
"Ceddanne Rafaela","BOS","Carlos Rodon","NYY","16","0.188","0.18","0.19","0.38","2","0","0","1","1","1","6","25.0","0.278","2"
"Jacob Young","WSH","Sandy Alcantara","MIA","11","0.182","0.11","0.27","0.45","1","0","0","1","1","3","5","9.1","0.182","0"
