Matchup,TEX @ KC
Pitcher,Seth Lugo
Pitcher Team,KC
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.0,320,0.269,0.323,0.425,0.156,1.34,7,0.83,7.2%,18.1%,20.0%,18.0%,8.7%,7.58,68.3%,8.6%,11.2%,40.9%,31.0%,9.7%,16.4%
vsLHB,47.1,205,0.277,0.321,0.399,0.122,1.46,2,0.38,8.3%,18.7%,22.0%,18.4%,8.8%,8.56,66.2%,9.0%,11.2%,40.6%,28.0%,5.0%,16.1%
vsRHB,28.0,115,0.255,0.328,0.472,0.217,1.18,5,1.61,5.2%,17.0%,16.5%,17.3%,8.4%,6.11,72.2%,7.7%,11.2%,41.6%,36.0%,15.6%,16.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Josh Jung RHB,,+570,23,36,4.40,2,2,0.344,0.389,0.562,0.219,0.406,5.6%,23.8%,19.4%,12.7%,88.3,261.5,6,3,3.8%,3.8%,23.1%,34.6%,34.6%,70.1,5.3%,31.6%,7.0%,91.9%,26.9%,28.6%,38.5%,34.6%,42.3%,30.8%,26.9%,47.2%
Brandon Nimmo LHB,,+470,32,29,3.60,1,4,0.259,0.310,0.370,0.111,0.304,3.4%,25.0%,24.1%,10.3%,95.2,321.3,8,7,15.0%,5.0%,20.0%,50.0%,35.0%,72.9,16.7%,36.1%,22.2%,90.0%,50.0%,10.0%,25.0%,25.0%,40.0%,50.0%,10.0%,10.0%
Kyle Higashioka RHB,,+494,20,27,3.60,1,1,0.333,0.407,0.500,0.167,0.397,7.4%,21.6%,18.5%,7.5%,88.2,254.6,3,2,10.5%,-,21.1%,31.6%,47.4%,69.9,6.5%,41.9%,9.7%,83.8%,26.3%,20.0%,36.8%,26.3%,42.1%,47.4%,10.5%,7.1%
Joc Pederson LHB,,+417,27,25,3.80,1,2,0.217,0.280,0.435,0.217,0.309,8.0%,29.2%,12.0%,13.6%,90.8,276.3,5,2,5.0%,5.0%,10.0%,40.0%,25.0%,72.1,24.4%,31.1%,17.8%,95.7%,10.0%,0.0%,25.0%,60.0%,50.0%,30.0%,20.0%,23.1%
Nicky Lopez LHB,—,N/A,11,22,3.00,1,2,0.286,0.318,0.429,0.143,0.327,4.5%,26.2%,13.6%,14.9%,83.4,262.6,5,3,-,-,27.8%,22.2%,44.4%,65.8,-,33.3%,5.6%,87.8%,16.7%,0.0%,38.9%,38.9%,38.9%,50.0%,11.1%,47.8%
Jake Burger RHB,,+416,22,33,3.60,0,0,0.172,0.273,0.241,0.069,0.237,12.1%,31.1%,24.2%,15.4%,92.6,229.8,2,0,5.0%,5.0%,20.0%,50.0%,35.0%,75.5,66.7%,25.9%,14.8%,88.5%,15.0%,0.0%,30.0%,50.0%,45.0%,35.0%,20.0%,41.2%
Ezequiel Duran RHB,,+730,23,31,3.80,0,2,0.267,0.290,0.367,0.100,0.286,3.2%,28.6%,29.0%,13.4%,88.1,246.0,2,2,5.0%,-,5.0%,35.0%,35.0%,72.0,27.5%,23.5%,11.8%,92.7%,20.0%,0.0%,15.0%,55.0%,30.0%,35.0%,35.0%,42.4%
Corey Seager LHB,,+306,38,28,4.00,0,1,0.080,0.179,0.080,-,0.133,10.7%,28.0%,28.6%,14.7%,88.5,288.9,6,4,17.6%,-,5.9%,23.5%,41.2%,72.1,10.9%,21.7%,8.7%,92.0%,41.2%,0.0%,29.4%,29.4%,29.4%,35.3%,35.3%,70.4%
Wyatt Langford RHB,,+400,23,25,3.40,0,0,0.273,0.360,0.273,-,0.291,12.0%,29.1%,16.0%,14.4%,93.1,241.0,1,1,-,-,16.7%,33.3%,22.2%,71.8,19.6%,31.4%,5.9%,100.0%,33.3%,0.0%,22.2%,33.3%,22.2%,38.9%,38.9%,43.3%
Evan Carter LHB,,+690,24,22,2.20,0,0,0.105,0.227,0.158,0.053,0.190,9.1%,27.7%,31.8%,11.6%,79.4,225.0,2,2,-,-,-,8.3%,25.0%,70.8,17.1%,14.6%,2.4%,89.1%,25.0%,0.0%,8.3%,41.7%,16.7%,33.3%,50.0%,26.9%
